gene_id,Satrom-mRNA-12hT_CTTGTA_L002_001
BC027072,0
BC027231,3165
BC028528,179
BC029214,188
BC029722,799
BC030307,208
BC030336,1547
BC030499,35
BC030500,0
BC030867,1725
BC030870,0
BC031181,2030
BC031361,37
BC033916,0
BC034090,104
BC035044,2777
BC037032,26
BC037034,847
BC037156,0
BC037704,0
BC039771,0
BC039966,73
BC040756,0
BC042761,0
BC046251,0
BC048403,1018
BC048502,1
BC048507,0
BC048546,0
BC048559,2
BC048562,0
BC048602,0
BC048609,11
BC048644,13
BC048671,0
BC048679,0
BC049352,7
BC049635,0
BC049702,0
BC049715,284
BC049730,0
BC049762,18
BC051019,6
BC051076,0
BC051142,0
BC051226,0
BC051408,0
BC051537,0
BC051628,0
BC051665,0
BC052040,795
BC052688,0
BC053393,0
BC055111,21
BC055324,2168
BC055402,0
BC061194,3
BC061195,0
BC061212,0
BC061237,0
BC064078,49
BC065397,88
BC065403,0
BC067074,85
BC068281,567
BC080695,0
BC080696,0
BC089491,0
BC089597,0
BC094916,0
Bc1,0
BC100451,4
BC100530,0
BC106175,7
BC106179,34
BC107364,2
BC117090,0
BC147527,413
Bcam,125
Bcan,2
Bcap29,7659
Bcap31,7121
Bcar1,172
Bcar3,10662
Bcas1,5
Bcas1os2,0
Bcas2,5551
Bcas3,736
Bcas3os1,0
Bcas3os2,0
Bcat1,3892
Bcat2,1746
Bccip,6177
Bcdin3d,421
Bche,0
Bckdha,1004
Bckdhb,618
Bckdk,2749
Bcl10,2641
Bcl11a,5326
Bcl11b,2
Bcl2,2730
Bcl2a1a,3275
Bcl2a1b,7266
Bcl2a1c,42
Bcl2a1d,4718
Bcl2l1,5707
Bcl2l10,0
Bcl2l11,5108
Bcl2l12,313
Bcl2l13,553
Bcl2l14,76
Bcl2l15,984
Bcl2l2,10
Bcl3,565
Bcl6,2
Bcl6b,0
Bcl7a,1677
Bcl7b,1324
Bcl7c,1706
Bcl9,1484
Bcl9l,2169
Bclaf1,29837
Bco1,0
Bco2,4
Bcor,10048
Bcorl1,461
Bcr,2736
Bcs1l,1154
Bdh1,4534
Bdh2,16
Bdkrb1,19
Bdkrb2,5
Bdnf,0
Bdp1,11070
BE692007,58
BE949265,0
Bean1,0
Becn1,4977
Becn2,0
Begain,103
Bend3,5656
Bend4,2
Bend5,1489
Bend6,36
Bend7,0
Best1,0
Best2,0
Best3,0
Bet1,1174
Bet1l,490
Bex1,0
Bex2,0
Bex4,0
Bex6,0
Bfar,2518
Bfsp1,149
Bfsp2,32
Bglap,0
Bglap2,0
Bglap3,15
Bgn,8
Bhlha15,76
Bhlha9,0
Bhlhb9,4362
Bhlhe22,0
Bhlhe23,1
Bhlhe40,8605
Bhlhe41,6035
Bhmt,0
Bhmt-ps1,0
Bhmt2,0
Bicc1,0
Bicd1,0
Bicd2,3811
Bid,1815
Bik,21
Bin1,5896
Bin2,4213
Bin3,5313
Birc2,7213
Birc3,14178
Birc5,5590
Birc6,20197
Birc7,0
Bivm,0
Blcap,2003
Blk,5890
Blm,8104
Blmh,10542
Blnk,18942
Bloc1s1,576
Bloc1s2,1346
Bloc1s2-ps,89
Bloc1s3,323
Bloc1s4,600
Bloc1s5,649
Bloc1s6,2059
Bloc1s6os,10
Blvra,1159
Blvrb,235
Blzf1,2105
Bmf,499
Bmi1,6379
Bmp1,2236
Bmp10,0
Bmp15,0
Bmp2,0
Bmp2k,1853
Bmp3,0
Bmp4,0
Bmp5,0
Bmp6,0
Bmp7,1
Bmp8a,8
Bmp8b,0
Bmper,0
Bmpr1a,12053
Bmpr1b,0
Bmpr2,6001
Bms1,18521
Bmx,0
Bmyc,620
Bnc1,0
Bnc2,0
Bnip1,903
Bnip2,6019
Bnip3,966
Bnip3l,5446
Bnipl,13
Boc,18
Bod1,3522
Bod1l,7793
Bok,0
Bola1,505
Bola2,2214
Bola3,1633
Boll,1089
Bop1,10922
Bora,6295
Bpgm,237
Bphl,629
Bpi,56
Bpifa1,0
Bpifa2,0
Bpifa3,0
Bpifa5,0
Bpifa6,0
Bpifb1,0
Bpifb2,0
Bpifb3,0
Bpifb4,0
Bpifb5,0
Bpifb6,0
Bpifb9a,0
Bpifb9b,0
Bpifc,2
Bpnt1,2547
Bptf,13999
Braf,6927
Brap,2498
Brat1,759
Brca1,5354
Brca2,3775
Brcc3,3374
Brd1,6396
Brd2,1
Brd3,4295
Brd4,12051
Brd7,7128
Brd8,7654
Brd9,2082
Brdt,13
Bre,1145
Brf1,2831
Brf2,760
Bri3,402
Bri3bp,7501
Bricd5,0
Brinp1,0
Brinp2,0
Brinp3,0
Brip1,2134
Brix1,14955
Brk1,4961
Brms1,2286
Brms1l,1903
Brox,2382
Brpf1,4651
Brpf3,94
Brs3,0
Brsk1,142
Brsk2,9
Brwd1,0
Brwd3,3526
Bscl2,222
Bsdc1,9
Bsg,16083
Bsn,2645
Bsnd,32
Bsph1,0
Bsph2,0
Bspry,24
Bst1,114
Bst2,2476
Bsx,0
Btaf1,10459
Btbd1,2771
Btbd10,1683
Btbd11,3631
Btbd16,2
Btbd17,2
Btbd18,3
Btbd19,1543
Btbd2,1905
Btbd3,0
Btbd6,809
Btbd7,2484
Btbd8,64
Btbd9,1904
Btc,0
Btd,1266
Btf3,36115
Btf3l4,610
Btg1,3731
Btg1-ps1,0
Btg1-ps2,0
Btg2,1251
Btg3,137
Btg4,0
Btk,7821
Btla,3332
Btn1a1,8
Btn2a2,397
Btnl1,0
Btnl10,0
Btnl2,0
Btnl4,0
Btnl5-ps,0
Btnl6,0
Btnl9,6
Btrc,2051
Bub1,9545
Bub1b,16203
Bub3,11243
Bud13,2636
Bud31,3854
Bves,0
Bysl,6160
Bzrap1,193
Bzw1,39132
Bzw2,13959
C030004G16Rik,0
C030006K11Rik,557
C030007H22Rik,0
C030013C21Rik,0
C030013G03Rik,0
C030016D13Rik,20
C030018K13Rik,0
C030023E24Rik,0
C030029H02Rik,0
C030034I22Rik,179
C030034L19Rik,2
C030037D09Rik,16
C030039L03Rik,116
C030047K22Rik,0
C130021I20Rik,0
C130023O10Rik,1
C130026I21Rik,1219
C130026L21Rik,3
C130030K03Rik,0
C130036L24Rik,183
C130046K22Rik,165
C130050O18Rik,15
C130060C02Rik,12
C130060K24Rik,0
C130071C03Rik,3
C130073F10Rik,0
C130074G19Rik,0
C130079G13Rik,0
C130080G10Rik,0
C130083M11Rik,128
C1d,6150
C1galt1,1152
C1galt1c1,689
C1qa,0
C1qb,0
C1qbp,3704
C1qc,0
C1ql1,0
C1ql2,0
C1ql3,1
C1ql4,0
C1qtnf1,14
C1qtnf2,0
C1qtnf3,0
C1qtnf4,1
C1qtnf5,0
C1qtnf6,305
C1qtnf7,0
C1qtnf9,1
C1ra,650
C1rb,1
C1rl,46
C1s1,64
C1s2,5
C2,0
C230004F18Rik,0
C230012O17Rik,0
C230014O12Rik,0
C230024C17Rik,1
C230029F24Rik,0
C230029M16,0
C230035I16Rik,56
C230037L18Rik,48
C230052I12Rik,1841
C230057M02Rik,0
C230062I16Rik,8
C230072F16Rik,0
C230079O03Rik,0
C230091D08Rik,11
C2cd2,1442
C2cd2l,822
C2cd3,4658
C2cd4a,0
C2cd4b,0
C2cd4c,1
C2cd4d,0
C2cd5,2809
C3,62
C330002G04Rik,0
C330004N01Rik,0
C330004P14Rik,0
C330006A16Rik,1057
C330007P06Rik,5045
C330011F03Rik,4
C330011M18Rik,24
C330013E15Rik,6
C330013F16Rik,0
C330013J21Rik,74
C330016L05Rik,0
C330018A13Rik,0
C330018D20Rik,1110
C330020E22Rik,0
C330021F23Rik,0
C330022C24Rik,0
C330024C12Rik,0
C330024D21Rik,0
C330027C09Rik,9210
C330046G13Rik,3
C3ar1,22
C430002E04Rik,0
C430002N11Rik,12
C430042M11Rik,84
C430049B03Rik,6
C430049E01Rik,6
C4a,0
C4b,0
C4bp,24
C4bp-ps1,0
C530005A16Rik,29
C530008M17Rik,10
C530044C16Rik,0
C5ar1,0
C5ar2,15
C6,0
C630028M04Rik,0
C630031E19Rik,0
C630043F03Rik,0
C7,0
C730002L08Rik,0
C730027H18Rik,0
C730036E19Rik,1
C77080,7
C77370,0
C78339,1698
C7H19orf84,0
C86187,0
C86695,0
C87198,0
C87414,0
C87436,460
C87499,0
C87977,0
C8a,4
C8b,0
C8g,128
C9,0
C920006O11Rik,52
C920009B18Rik,1185
C920021L13Rik,31
C920025E04Rik,1
Caap1,1621
Cab39,16872
Cab39l,6140
Cabin1,7051
Cables1,0
Cables2,2491
Cabp1,72
Cabp2,0
Cabp4,0
Cabp5,4
Cabp7,0
Cabs1,0
Cabyr,9
Cacfd1,1107
Cachd1,4
Cacna1a,112
Cacna1b,2
Cacna1c,14
Cacna1d,70
Cacna1e,18
Cacna1f,8
Cacna1g,325
Cacna1h,118
Cacna1i,4
Cacna1s,1113
Cacna2d1,41
Cacna2d2,0
Cacna2d3,0
Cacna2d4,25
Cacnb1,58
Cacnb2,4
Cacnb3,39
Cacnb4,61
Cacng1,0
Cacng2,0
Cacng3,0
Cacng4,0
Cacng5,0
Cacng6,0
Cacng7,0
Cacng8,0
Cactin,3080
Cacul1,6900
Cacybp,20217
Cad,23080
Cadm1,0
Cadm2,0
Cadm3,0
Cadm4,324
Cadps,0
Cadps2,1
Cage1,303
Calb1,0
Calb2,0
Calca,0
Calcb,0
Calcoco1,895
Calcoco2,0
Calcr,0
Calcrl,0
Cald1,0
Calhm1,0
Calhm2,109
Calm1,25671
Calm2,16073
Calm3,12340
Calm4,0
Calm5,0
Calml3,0
Calml4,4
Caln1,0
Calr,88453
Calr3,222
Calr4,3
Calu,12813
Caly,0
Camk1,289
Camk1d,2138
Camk1g,6
Camk2a,1596
Camk2b,0
Camk2d,5081
Camk2g,3559
Camk2n1,21
Camk2n2,224
Camk4,5225
Camkk1,2
Camkk2,1963
Camkmt,76
Camkv,1
Caml,1208
Camp,3
Camsap1,5928
Camsap2,4378
Camsap3,7
Camta1,506
Camta2,0
Cand1,13744
Cand2,2363
Cant1,2681
Canx,54809
Cap1,10012
Cap2,1
Capg,1837
Capn1,2500
Capn10,813
Capn11,13
Capn12,2
Capn13,0
Capn15,1966
Capn2,1345
Capn3,197
Capn5,24
Capn6,0
Capn7,8758
Capn8,0
Capn9,0
Capns1,4558
Capns2,0
Caprin1,65415
Caprin2,22
Caps2,0
Capsl,25
Capza1,6214
Capza2,11332
Capza3,0
Capzb,10654
Car1,0
Car10,0
Car11,10
Car12,6310
Car13,4126
Car14,19
Car15,0
Car2,0
Car3,14
Car4,0
Car5a,3
Car5b,0
Car6,0
Car7,63
Car8,0
Car9,0
Card10,13
Card11,6784
Card14,8
Card6,1274
Card9,11
Carf,483
Carhsp1,1041
Carkd,1827
Carm1,7368
Carns1,1
Cars,3705
Cars2,1473
Cartpt,2
Casc1,5
Casc3,6105
Casc4,3991
Casc5,6999
Casd1,2706
Cask,341
Caskin1,33
Caskin2,876
Casp1,2784
Casp12,0
Casp14,0
Casp16,6
Casp2,2761
Casp3,17712
Casp4,1678
Casp6,207
Casp7,23
Casp8,7851
Casp8ap2,7322
Casp9,798
Casq1,14
Casq2,0
Casr,67
Cass4,339
Cast,1524
Casz1,30
Cat,4093
Catip,18
Catsper1,0
Catsper2,78
Catsper3,0
Catsper4,0
Catsperb,0
Catsperd,19
Catsperg1,27
Catsperg2,1
Cav1,0
Cav2,0
Cav3,0
Cbfa2t2,2311
Cbfa2t3,558
Cbfb,11997
Cbl,11670
Cblb,1804
Cblc,30
Cbll1,3078
Cbln1,0
Cbln2,0
Cbln3,16
Cbln4,0
Cbr1,18
Cbr2,0
Cbr3,1332
Cbr4,746
Cbs,373
Cbwd1,2391
Cbx1,11270
Cbx2,1675
Cbx3,4412
Cbx4,2471
Cbx5,61692
Cbx6,6103
Cbx7,676
Cbx8,404
Cby1,719
Cby3,2
Cc2d1a,724
Cc2d1b,4391
Cc2d2a,0
Cc2d2b,20
Ccar1,14972
Ccar2,7992
Ccbe1,7
Ccbl1,166
Ccbl2,2113
Ccdc101,1594
Ccdc102a,411
Ccdc103,8
Ccdc105,0
Ccdc106,31
Ccdc107,593
Ccdc108,1
Ccdc109b,10
Ccdc110,0
Ccdc112,499
Ccdc113,0
Ccdc114,10
Ccdc115,3347
Ccdc116,627
Ccdc117,4832
Ccdc12,1704
Ccdc120,650
Ccdc121,1
Ccdc122,598
Ccdc124,2044
Ccdc125,6
Ccdc126,226
Ccdc127,3957
Ccdc129,0
Ccdc13,2
Ccdc130,300
Ccdc132,4159
Ccdc134,1233
Ccdc136,82
Ccdc137,4573
Ccdc138,130
Ccdc14,1328
Ccdc141,0
Ccdc142,302
Ccdc142os,28
Ccdc144b,6
Ccdc146,7
Ccdc148,0
Ccdc149,0
Ccdc15,1099
Ccdc150,2
Ccdc151,15
Ccdc152,0
Ccdc153,0
Ccdc154,0
Ccdc155,2
Ccdc157,763
Ccdc158,0
Ccdc159,0
Ccdc160,0
Ccdc162,38
Ccdc163,586
Ccdc166,3
Ccdc167,729
Ccdc168,49
Ccdc169,3
Ccdc17,100
Ccdc170,14
Ccdc171,160
Ccdc172,0
Ccdc173,245
Ccdc174,1395
Ccdc175,0
Ccdc176,41
Ccdc177,0
Ccdc178,0
Ccdc18,1010
Ccdc181,551
Ccdc183,2
Ccdc184,0
Ccdc185,0
Ccdc186,880
Ccdc22,1549
Ccdc23,1381
Ccdc24,0
Ccdc25,4998
Ccdc27,0
Ccdc28a,109
Ccdc28b,235
Ccdc3,0
Ccdc30,27
Ccdc32,803
Ccdc33,19
Ccdc34,1554
Ccdc34os,0
Ccdc36,10
Ccdc37,4
Ccdc38,277
Ccdc39,52
Ccdc40,192
Ccdc42,0
Ccdc42b,23
Ccdc43,3406
Ccdc47,8690
Ccdc50,59175
Ccdc51,554
Ccdc53,916
Ccdc54,0
Ccdc55,2963
Ccdc57,714
Ccdc58,4899
Ccdc59,1836
Ccdc6,4924
Ccdc60,0
Ccdc61,768
Ccdc62,76
Ccdc63,31
Ccdc64,85
Ccdc64b,5
Ccdc65,18
Ccdc66,2163
Ccdc67,33
Ccdc68,0
Ccdc69,2
Ccdc7,0
Ccdc70,0
Ccdc71,1979
Ccdc71l,2157
Ccdc73,125
Ccdc74a,14
Ccdc77,1679
Ccdc78,32
Ccdc79,0
Ccdc8,0
Ccdc80,9108
Ccdc81,1
Ccdc82,1148
Ccdc83,0
Ccdc84,829
Ccdc85a,0
Ccdc85b,768
Ccdc85c,3991
Ccdc86,3301
Ccdc87,2
Ccdc88a,8260
Ccdc88b,3076
Ccdc88c,4823
Ccdc89,0
Ccdc9,1995
Ccdc90b,0
Ccdc91,440
Ccdc92,56
Ccdc93,3992
Ccdc94,830
Ccdc96,48
Ccdc97,1971
Ccer1,0
Cchcr1,54
Ccin,2
Cck,0
Cckar,2
Cckbr,0
Ccl1,521
Ccl11,0
Ccl12,0
Ccl17,59
Ccl19,0
Ccl19-ps1,0
Ccl19-ps2,0
Ccl19-ps3,0
Ccl2,0
Ccl20,0
Ccl21a,0
Ccl21b,0
Ccl21c,0
Ccl22,352790
Ccl24,0
Ccl25,189
Ccl26,0
Ccl27a,22
Ccl27b,0
Ccl28,40
Ccl3,642
Ccl4,186
Ccl5,6
Ccl6,82
Ccl7,0
Ccl8,0
Ccl9,210
Ccm2,1767
Ccm2l,1
Ccna1,0
Ccna2,14078
Ccnb1,14653
Ccnb1ip1,0
Ccnb2,4258
Ccnb3,0
Ccnc,2663
Ccnd1,1953
Ccnd2,5587
Ccnd3,2707
Ccnd3-ps,43
Ccndbp1,1230
Ccne1,4312
Ccne2,1676
Ccnf,5247
Ccng1,6597
Ccng2,1489
Ccnh,2751
Ccni,7978
Ccnj,1989
Ccnjl,0
Ccnk,5519
Ccnl1,4263
Ccnl2,4213
Ccno,22
Ccnt1,2615
Ccnt2,3346
Ccny,5340
Ccnyl1,605
Ccp110,3122
Ccpg1,585
Ccpg1os,102
Ccr1,233
Ccr10,131
Ccr1l1,0
Ccr2,23
Ccr3,5
Ccr4,897
Ccr5,28
Ccr6,255
Ccr7,11411
Ccr8,0
Ccr9,9
Ccrl2,70
Ccrn4l,1609
Ccs,1334
Ccsap,368
Ccser1,0
Ccser2,2875
Cct2,44579
Cct3,45085
Cct3-ps1,1
Cct4,57950
Cct5,48380
Cct6a,53324
Cct6b,8
Cct7,39832
Cct8,70970
Cct8l1,0
Ccz1,4664
Cd101,0
Cd109,31
Cd14,0
Cd151,1219
Cd160,44
Cd163,0
Cd163l1,0
Cd164,15826
Cd164l2,0
Cd177,7
Cd180,18974
Cd19,15111
Cd1d1,14
Cd1d2,0
Cd2,0
Cd200,1315
Cd200r1,503
Cd200r2,192
Cd200r3,69
Cd200r4,43
Cd207,0
Cd209a,0
Cd209b,0
Cd209c,0
Cd209d,0
Cd209e,0
Cd209f,0
Cd209g,0
Cd22,1792
Cd226,0
Cd244,4
Cd247,114
Cd248,0
Cd24a,22524
Cd27,8
Cd274,913
Cd276,586
Cd28,126
Cd2ap,7568
Cd2bp2,3858
Cd300a,360
Cd300c,0
Cd300e,0
Cd300lb,0
Cd300ld,11
Cd300lf,290
Cd300lg,4
Cd300lh,1
Cd302,0
Cd320,0
Cd33,0
Cd34,0
Cd36,8154
Cd37,3408
Cd38,58
Cd3d,12
Cd3e,7
Cd3eap,2009
Cd3g,2
Cd4,37
Cd40,8241
Cd40lg,0
Cd44,29617
Cd46,129
Cd47,2799
Cd48,3367
Cd5,2664
Cd52,12471
Cd53,4889
Cd55,60
Cd59a,135
Cd59b,13
Cd5l,55
Cd6,64
Cd63,11
Cd63-ps,0
Cd68,533
Cd69,4514
Cd7,34
Cd70,748
Cd72,4925
Cd74,118674
Cd79a,10289
Cd79b,10659
Cd80,4060
Cd81,5387
Cd82,10845
Cd83,11229
Cd84,759
Cd86,7297
Cd8a,4
Cd8b1,17
Cd9,833
Cd9-ps,0
Cd93,1956
Cd96,4
Cd97,108
Cd99,171
Cd99l2,207
Cda,0
Cdadc1,2288
Cdan1,2302
Cdc123,6191
Cdc14a,2637
Cdc14b,407
Cdc16,5988
Cdc20,10565
Cdc20b,0
Cdc23,6849
Cdc25a,9199
Cdc25b,2656
Cdc25c,1433
Cdc26,2954
Cdc27,14741
Cdc34,5956
Cdc34-ps,2
Cdc37,17796
Cdc37l1,3508
Cdc40,4946
Cdc42,18335
Cdc42bpa,1777
Cdc42bpb,1925
Cdc42bpg,269
Cdc42ep1,0
Cdc42ep2,11
Cdc42ep3,449
Cdc42ep4,338
Cdc42ep5,0
Cdc42se1,5895
Cdc42se2,7298
Cdc45,2
Cdc5l,6754
Cdc6,6176
Cdc7,2398
Cdc73,7562
Cdca2,10409
Cdca3,4366
Cdca4,5481
Cdca5,3390
Cdca7,10024
Cdca7l,2167
Cdca8,8087
Cdcp1,185
Cdcp2,3059
Cdh1,0
Cdh10,0
Cdh11,20
Cdh12,51
Cdh13,0
Cdh15,0
Cdh16,2
Cdh17,173
Cdh18,0
Cdh19,0
Cdh2,0
Cdh20,0
Cdh22,0
Cdh23,135
Cdh24,165
Cdh26,0
Cdh3,0
Cdh4,2
Cdh5,32
Cdh6,18
Cdh7,0
Cdh8,0
Cdh9,0
Cdhr1,0
Cdhr2,0
Cdhr3,4
Cdhr4,20
Cdhr5,20
Cdip1,3241
Cdipt,4542
Cdk1,8265
Cdk10,1421
Cdk11b,10202
Cdk12,10226
Cdk13,5221
Cdk14,965
Cdk15,2
Cdk16,2355
Cdk17,3565
Cdk18,0
Cdk19,1140
Cdk2,4730
Cdk20,0
Cdk2ap1,1051
Cdk2ap2,0
Cdk3-ps,13
Cdk4,24252
Cdk5,1033
Cdk5r1,592
Cdk5r2,0
Cdk5rap1,1641
Cdk5rap2,3546
Cdk5rap3,2369
Cdk6,19205
Cdk7,4953
Cdk8,8758
Cdk9,4756
Cdkal1,1085
Cdkl1,0
Cdkl2,15
Cdkl3,500
Cdkl4,85
Cdkl5,5
Cdkn1a,30
Cdkn1b,2820
Cdkn1c,0
Cdkn2a,0
Cdkn2aip,1079
Cdkn2aipnl,5619
Cdkn2b,0
Cdkn2c,541
Cdkn2d,225
Cdkn3,645
Cdnf,44
Cdo1,11
Cdon,245
Cdpf1,426
Cdr1,0
Cdr2,981
Cdr2l,2
Cdrt4,0
Cdrt4os1,0
Cdrt4os2,0
Cds1,0
Cds2,5713
Cdsn,15
Cdt1,3664
Cdv3,22159
Cdx1,32
Cdx2,0
Cdx4,0
Cdyl,2039
Cdyl2,1407
Ceacam-ps1,2
Ceacam1,793
Ceacam10,4
Ceacam11,0
Ceacam12,0
Ceacam13,0
Ceacam14,0
Ceacam15,2
Ceacam16,86
Ceacam18,0
Ceacam19,2
Ceacam2,118
Ceacam20,0
Ceacam3,0
Ceacam5,0
Ceacam9,6
Cebpa,0
Cebpb,14
Cebpd,177
Cebpe,0
Cebpg,3879
Cebpz,9585
Cebpzos,276
Cecr2,514
Cecr5,138
Cecr6,0
Cel,0
Cela1,41
Cela2a,2
Cela3a,0
Cela3b,0
Celf1,22905
Celf2,7996
Celf3,37
Celf4,7
Celf5,7
Celf6,0
Celrr,0
Celsr1,57
Celsr2,1
Celsr3,5
Cemip,3
Cend1,0
Cenpa,4615
Cenpb,2662
Cenpc1,3195
Cenpe,16918
Cenpf,10739
Cenph,2275
Cenpi,2738
Cenpj,2055
Cenpk,2146
Cenpl,1553
Cenpm,913
Cenpn,2055
Cenpo,1448
Cenpp,968
Cenpq,2092
Cenpt,1384
Cenpu,775
Cenpv,1406
Cenpw,1549
Cep104,2151
Cep112,1
Cep112os2,9
Cep120,2309
Cep128,1365
Cep131,737
Cep135,2182
Cep152,1886
Cep162,2189
Cep164,2269
Cep170,5981
Cep170b,1895
Cep19,818
Cep192,9795
Cep250,5999
Cep290,0
Cep295,4834
Cep350,5623
Cep41,372
Cep44,1207
Cep55,3321
Cep57,3052
Cep57l1,1273
Cep63,2221
Cep68,5330
Cep70,169
Cep72,512
Cep76,2107
Cep78,1240
Cep83,5404
Cep83os,417
Cep85,3873
Cep85l,887
Cep89,1424
Cep95,1258
Cep97,1525
Cept1,2448
Cer1,0
Cercam,1190
Cerk,1183
Cerkl,81
Cers1,0
Cers2,6147
Cers3,53
Cers4,13
Cers5,4900
Cers6,0
Ces1a,0
Ces1b,0
Ces1c,0
Ces1d,9
Ces1e,0
Ces1f,0
Ces1g,0
Ces1h,0
Ces2a,0
Ces2b,0
Ces2c,32
Ces2d-ps,1
Ces2e,0
Ces2f,0
Ces2g,0
Ces2h,0
Ces3a,0
Ces3b,1
Ces4a,1
Ces5a,0
Cetn1,0
Cetn2,2510
Cetn3,3538
Cetn4,14
Cfap126,44
Cfap20,2385
Cfap221,0
Cfap36,2503
Cfap43,347
Cfap44,0
Cfap45,0
Cfap46,8
Cfap52,2
Cfap53,6
Cfap54,4
Cfap57,0
Cfap58,38
Cfap61,6
Cfap69,92
Cfap70,62
Cfap74,330
Cfap97,1914
Cfap99,0
Cfb,0
Cfc1,0
Cfd,0
Cfdp1,7915
Cfh,0
Cfhr1,0
Cfhr2,0
Cfhr3,0
Cfi,8
Cfl1,47574
Cfl2,1396
Cflar,4446
Cfp,90
Cftr,0
Cga,0
Cggbp1,12288
Cgn,3
Cgnl1,0
Cgref1,0
Cgrrf1,505
Ch25h,0
Chac1,144
Chac2,746
Chad,22
Chadl,12
Chaf1a,9151
Chaf1b,2824
Champ1,6184
Chat,4
Chchd1,5207
Chchd10,2081
Chchd2,5380
Chchd3,7204
Chchd4,5185
Chchd5,637
Chchd6,1058
Chchd7,332
Chd1,17056
Chd1l,2096
Chd2,5399
Chd3,8845
Chd3os,4
Chd4,40015
Chd5,106
Chd6,4680
Chd7,6377
Chd8,18563
Chd9,5268
Chdh,0
Chek1,4243
Chek2,966
Cherp,9985
Chfr,2628
Chga,2
Chgb,2
Chia1,34
Chic1,0
Chic2,1521
Chid1,3076
Chil1,75
Chil3,0
Chil4,0
Chil5,237
Chil6,0
Chit1,6
Chka,2037
Chkb,4
ChkbCpt1b,0
Chl1,0
Chm,2130
Chml,706
Chmp1a,2880
Chmp1b,1261
Chmp2a,2487
Chmp2b,1878
Chmp3,3541
Chmp4b,5836
Chmp4c,1
Chmp5,2880
Chmp6,1696
Chmp7,5052
Chn1,13
Chn1os3,0
Chn2,17
Chodl,0
Chordc1,10652
Chp1,4451
Chp2,2
Chpf,2465
Chpf2,1754
Chpt1,539
Chrac1,1565
Chrd,0
Chrdl1,536
Chrdl2,0
Chrm1,0
Chrm2,0
Chrm3,0
Chrm4,1909
Chrm5,5
Chrna1,1
Chrna10,0
Chrna2,4
Chrna3,0
Chrna4,7
Chrna5,0
Chrna6,0
Chrna7,0
Chrna9,2
Chrnb1,233
Chrnb2,69
Chrnb3,0
Chrnb4,12
Chrnd,4
Chrne,0
Chrng,18
Chst1,0
Chst10,1041
Chst11,1515
Chst12,1781
Chst13,0
Chst14,354
Chst15,4
Chst2,0
Chst3,5729
Chst4,0
Chst5,0
Chst7,514
Chst8,17
Chst9,0
Chsy1,1351
Chsy3,0
Chtf18,2155
Chtf8,9617
Chtop,9988
Chuk,4082
Churc1,1112
Ciao1,2629
Ciapin1,7830
Ciart,124
Cib1,1164
Cib2,126
Cib3,3
Cib4,0
Cic,3216
Cidea,0
Cideb,16
Cidec,0
Ciita,19705
Cilp,22
Cilp2,3
Cinp,5035
Cipc,4027
Cir1,559
Cirbp,825
Cirh1a,12477
Cisd1,2556
Cisd2,6547
Cisd3,271
Cish,407
Cistr-act,0
Cit,2577
Cited1,41
Cited2,3133
Cited4,128
Ciz1,1565
CJ186046Rik,5
Ck-ps3,17
CK137956,0
Ckap2,2553
Ckap2l,4262
Ckap4,4405
Ckap5,20881
Ckb,4
Cklf,271
Ckm,26
Ckmt1,2
Ckmt2,1
Cks1b,4767
Cks1brt,1
Cks2,4061
Clasp1,13720
Clasp2,5786
Clasrp,1716
Clca1,0
Clca2,0
Clca3a1,2
Clca3a2,0
Clca3b,0
Clca4a,0
Clca4b,0
Clca4c-ps,0
Clcc1,1710
Clcf1,0
Clcn1,2
Clcn2,230
Clcn3,6695
Clcn4-2,1048
Clcn5,1735
Clcn6,516
Clcn7,1521
Clcnka,0
Clcnkb,4
Cldn1,0
Cldn10,0
Cldn11,0
Cldn12,3524
Cldn13,0
Cldn14,18
Cldn15,11
Cldn16,0
Cldn17,0
Cldn18,0
Cldn19,2
Cldn2,0
Cldn20,4
Cldn22,3
Cldn23,0
Cldn24,0
Cldn3,0
Cldn4,6
Cldn5,0
Cldn6,0
Cldn7,0
Cldn8,0
Cldn9,0
Cldnd1,22672
Cldnd2,0
Clec10a,0
Clec11a,43
Clec12a,338
Clec12b,4
Clec14a,0
Clec16a,2398
Clec18a,0
Clec1a,0
Clec1b,0
Clec2d,352
Clec2e,2
Clec2f,96
Clec2g,47
Clec2h,0
Clec2i,7439
Clec2j,0
Clec2l,13
Clec3a,0
Clec3b,4
Clec4a1,2
Clec4a2,0
Clec4a3,0
Clec4a4,0
Clec4b1,0
Clec4b2,0
Clec4d,0
Clec4e,2
Clec4f,0
Clec4g,0
Clec4n,0
Clec5a,0
Clec7a,0
Clec9a,0
Clgn,21
Clhc1,197
Clic1,0
Clic3,71
Clic4,1343
Clic5,0
Clic6,0
Clint1,17887
Clip1,7337
Clip2,1072
Clip3,4
Clip4,0
Clk1,7675
Clk2,2675
Clk3,2449
Clk4,1948
Clmn,0
Clmp,0
Cln3,646
Cln5,3853
Cln6,1550
Cln8,0
Clnk,0
Clnkos,0
Clns1a,10273
Clock,1150
Clp1,2532
Clpb,3137
Clpp,2730
Clps,0
Clpsl2,0
Clptm1,5888
Clptm1l,8729
Clpx,4816
Clrn1,0
Clrn2,0
Clrn3,4
Clspn,8270
Clstn1,702
