gene_id,Satrom-mRNA-2hT_ACAGTG_L004_001
Gm36458,0
Gm36459,0
Gm3646,0
Gm36460,3
Gm36461,76
Gm36462,17
Gm36463,0
Gm36464,0
Gm36466,0
Gm36470,85
Gm36472,0
Gm36474,0
Gm36475,0
Gm36476,0
Gm36477,0
Gm36478,0
Gm36480,0
Gm36481,0
Gm36482,0
Gm36485,0
Gm36486,23
Gm36488,0
Gm36490,105
Gm36492,0
Gm36493,8
Gm36495,0
Gm36496,41
Gm36498,0
Gm36499,3
Gm3650,0
Gm36500,2
Gm36501,30
Gm36502,0
Gm36503,0
Gm36504,0
Gm36505,2
Gm36506,0
Gm36507,0
Gm36509,0
Gm36510,0
Gm36515,0
Gm36516,489
Gm36517,0
Gm36518,2
Gm36520,0
Gm36521,0
Gm36522,0
Gm36523,0
Gm36525,0
Gm36527,13
Gm36528,0
Gm36529,0
Gm36531,1
Gm36532,1
Gm36533,0
Gm36534,0
Gm36535,0
Gm36536,0
Gm36537,0
Gm36538,2
Gm36539,0
Gm36540,0
Gm36541,0
Gm36542,4
Gm36543,4
Gm36544,0
Gm36546,2
Gm36547,0
Gm36548,0
Gm36549,0
Gm36550,0
Gm36552,0
Gm36553,0
Gm36554,0
Gm36555,0
Gm36556,103
Gm36558,0
Gm36559,24
Gm36560,3
Gm36561,0
Gm36562,0
Gm36563,0
Gm36564,20
Gm36565,0
Gm36566,5
Gm36567,0
Gm36568,0
Gm36569,0
Gm3657,0
Gm36570,0
Gm36571,6
Gm36572,56
Gm36574,1
Gm36579,0
Gm36581,1
Gm36582,2
Gm36583,0
Gm36584,12
Gm36585,0
Gm36586,0
Gm36587,14
Gm36589,0
Gm36590,0
Gm36591,104
Gm36592,0
Gm36594,0
Gm36595,2
Gm36596,0
Gm36597,0
Gm36598,0
Gm36599,0
Gm36600,0
Gm36602,4
Gm36603,1
Gm36604,0
Gm36605,0
Gm36606,0
Gm36607,0
Gm36608,30
Gm36610,0
Gm36611,0
Gm36612,1
Gm36613,0
Gm36614,0
Gm36616,19
Gm36617,0
Gm36618,0
Gm36619,2
Gm36620,23
Gm36622,42
Gm36623,130
Gm36627,0
Gm36628,0
Gm36629,23
Gm36631,0
Gm36633,0
Gm36634,2
Gm36635,0
Gm36639,0
Gm36640,0
Gm36641,0
Gm36644,8
Gm36648,0
Gm36649,6
Gm3665,0
Gm36651,0
Gm36652,0
Gm36653,0
Gm36654,1
Gm36655,12
Gm36656,0
Gm36658,1
Gm36660,134
Gm36661,0
Gm36663,10
Gm36665,0
Gm36667,0
Gm36669,0
Gm3667,0
Gm36670,0
Gm36671,0
Gm36672,1
Gm36673,6
Gm36674,0
Gm36675,0
Gm36676,0
Gm36677,35
Gm36678,0
Gm36680,0
Gm36681,28
Gm36683,0
Gm36684,1
Gm36685,4
Gm36686,0
Gm36689,0
Gm3669,0
Gm36690,0
Gm36691,0
Gm36693,2
Gm36694,0
Gm36695,0
Gm36696,0
Gm36702,0
Gm36703,0
Gm36704,0
Gm36705,0
Gm36709,4
Gm3671,6
Gm36710,0
Gm36712,0
Gm36714,0
Gm36715,2
Gm36718,0
Gm36719,0
Gm36720,0
Gm36722,0
Gm36724,4
Gm36726,0
Gm36730,0
Gm36732,0
Gm36734,0
Gm36735,0
Gm36736,0
Gm36737,0
Gm36738,55
Gm36739,32
Gm36740,2
Gm36741,0
Gm36742,0
Gm36743,0
Gm36744,0
Gm36745,0
Gm36747,0
Gm36748,0
Gm36749,0
Gm36750,1
Gm36751,0
Gm36752,2
Gm36753,2
Gm36754,0
Gm36756,9
Gm36757,0
Gm36760,0
Gm36761,7
Gm36762,0
Gm36763,0
Gm36764,2
Gm36765,19
Gm36766,0
Gm36767,0
Gm36768,4
Gm36769,0
Gm36771,0
Gm36772,0
Gm36774,0
Gm36776,0
Gm36778,0
Gm3678,0
Gm36782,0
Gm36783,0
Gm36784,0
Gm36785,3
Gm36787,32
Gm36788,0
Gm36789,3
Gm36790,0
Gm36791,9
Gm36793,0
Gm36794,0
Gm36795,0
Gm36796,52
Gm36797,0
Gm36798,4
Gm36799,0
Gm36800,12
Gm36801,0
Gm36802,0
Gm36803,4
Gm36804,0
Gm36806,0
Gm36807,0
Gm36808,0
Gm36809,33
Gm3681,0
Gm36814,0
Gm36816,6
Gm36817,0
Gm36818,14
Gm36819,0
Gm36820,0
Gm36821,0
Gm36822,0
Gm36823,0
Gm36824,0
Gm36826,0
Gm36827,0
Gm36829,2
Gm3683,0
Gm36830,0
Gm36831,0
Gm36834,38
Gm36835,0
Gm36839,19
Gm36840,0
Gm36841,0
Gm36843,0
Gm36844,1
Gm36845,0
Gm36847,0
Gm36848,0
Gm36849,0
Gm3685,0
Gm36851,50
Gm36852,0
Gm36853,0
Gm36855,0
Gm36856,41
Gm36857,0
Gm36858,0
Gm36859,0
Gm36860,9
Gm36861,0
Gm36862,17
Gm36863,0
Gm36864,16
Gm36865,0
Gm36867,0
Gm36869,4
Gm36871,0
Gm36872,0
Gm36873,0
Gm36874,2
Gm36875,0
Gm36876,0
Gm36877,0
Gm36878,16
Gm36880,0
Gm36882,0
Gm36883,0
Gm36884,0
Gm36885,0
Gm36886,7
Gm36887,8
Gm36888,0
Gm36891,0
Gm36892,2
Gm36893,0
Gm36894,0
Gm36896,0
Gm36897,101
Gm36899,10
Gm36900,0
Gm36901,5
Gm36902,0
Gm36903,0
Gm36904,0
Gm36905,2
Gm36906,0
Gm36907,0
Gm36908,2
Gm36910,0
Gm36911,1
Gm36913,29
Gm36914,0
Gm36916,0
Gm36917,11
Gm36918,0
Gm36920,0
Gm36921,0
Gm36922,0
Gm36924,0
Gm36926,0
Gm3693,0
Gm3695,10
Gm3696,0
Gm3699,6
Gm3701,0
Gm3704,4
Gm3706,0
Gm3716,0
Gm3724,2
Gm3726,0
Gm3728,0
Gm3734,4
Gm3739,0
Gm3740,15
Gm3744,3
Gm3745,0
Gm3750,0
Gm3752,0
Gm3755,0
Gm3757,0
Gm3763,0
Gm3764,3
Gm3772,0
Gm3774,0
Gm3775,0
Gm3776,0
Gm3778,0
Gm378,0
Gm3786,0
Gm3788,4
Gm3791,0
Gm3800,0
Gm3809,2
Gm3810,0
Gm3816,0
Gm382,0
Gm3820,0
Gm3821,0
Gm3837,28
Gm3839,9
Gm3852,0
Gm3858,0
Gm3861,0
Gm3871,0
Gm3873,0
Gm3878,2
Gm3883,0
Gm3889,1
Gm3893,0
Gm3895,0
Gm3896,0
Gm3898,2
Gm3912,0
Gm3924,21
Gm3934,4
Gm3940,2
Gm3942,0
Gm3948,7
Gm3962,0
Gm3963,0
Gm3972,0
Gm3973,0
Gm3978,0
Gm3985,0
Gm4011,0
Gm4012,0
Gm4013,22
Gm4017,1
Gm4024,15
Gm4027,0
Gm4034,2
Gm4035,15
Gm4036,0
Gm4045,25
Gm4047,0
Gm4052,0
Gm4055,1760
Gm4057,0
Gm4059,0
Gm4064,0
Gm4066,0
Gm4070,0
Gm4073,0
Gm4083,0
Gm41,0
Gm4107,0
Gm4116,14
Gm4117,0
Gm4120,0
Gm4123,8
Gm4129,13
Gm4131,0
Gm4133,0
Gm4141,0
Gm4146,2
Gm4151,0
Gm4157,0
Gm4166,0
Gm4175,0
Gm4177,0
Gm4184,3
Gm4187,0
Gm4199,1
Gm4201,0
Gm4204,1651
Gm4208,0
Gm4211,1
Gm4214,0
Gm4216,0
Gm4217,11
Gm4221,28
Gm4224,0
Gm4246,0
Gm4251,0
Gm4252,0
Gm4256,0
Gm4258,28
Gm4259,0
Gm4262,9
Gm4265,0
Gm4266,0
Gm4270,0
Gm4271,0
Gm4278,0
Gm428,0
Gm4281,0
Gm4285,152
Gm4297,0
Gm4301,0
Gm4302,0
Gm4303,0
Gm4305,0
Gm4307,0
Gm4311,2
Gm4312,0
Gm4319,0
Gm4321,0
Gm4332,76
Gm4335,10
Gm4340,0
Gm4342,3
Gm4349,0
Gm4356,0
Gm436,0
Gm4366,136
Gm4371,60
Gm4374,0
Gm438,2
Gm4398,0
Gm44,0
Gm4405,0
Gm4412,2
Gm4419,7
Gm4425,0
Gm4432,4
Gm4450,0
Gm4451,0
Gm4454,0
Gm4458,0
Gm4461,0
Gm4462,11
Gm4466,3
Gm4471,0
Gm4477,0
Gm4482,51
Gm4489,2
Gm4491,0
Gm4498,0
Gm4510,0
Gm4518,10
Gm4524,3
Gm4525,0
Gm4526,2
Gm4532,33
Gm4535,1
Gm454,0
Gm4540,2
Gm4541,0
Gm4544,0
Gm4545,0
Gm4549,0
Gm4553,0
Gm4556,0
Gm4557,0
Gm4559,0
Gm4565,0
Gm4566,1
Gm4567,0
Gm4573,2
Gm4575,12
Gm4581,31
Gm4585,0
Gm4598,1
Gm46,1
Gm4600,3
Gm4601,0
Gm4602,0
Gm4604,76
Gm4606,94
Gm4607,0
Gm4609,15
Gm4610,98
Gm4617,276
Gm4632,4
Gm4633,1
Gm4644,0
Gm4651,4
Gm4654,9
Gm4663,0
Gm4664,0
Gm4665,0
Gm4666,0
Gm4668,5
Gm4669,0
Gm4673,3
Gm4674,3
Gm4681,0
Gm4691,15
Gm4701,0
Gm4705,0
Gm4708,1
Gm4710,2
Gm4719,0
Gm4724,0
Gm4726,0
Gm4735,27
Gm4740,66
Gm4742,138
Gm4745,0
Gm4746,0
Gm4753,0
Gm4754,6
Gm4755,0
Gm4756,0
Gm4758,0
Gm4759,2
Gm4763,0
Gm4766,4
Gm4767,0
Gm4768,0
Gm4775,0
Gm4776,2
Gm4786,0
Gm4787,13
Gm4788,0
Gm4791,0
Gm4792,0
Gm4793,0
Gm4794,0
Gm4795,1
Gm4796,0
Gm4798,2
Gm4799,4
Gm4802,0
Gm4804,312
Gm4806,2
Gm4808,0
Gm4814,0
Gm4817,0
Gm4819,2
Gm4822,0
Gm4823,0
Gm4824,15
Gm4827,115
Gm4828,12
Gm4830,0
Gm4832,33
Gm4833,6
Gm4834,0
Gm4835,11
Gm4836,0
Gm4841,0
Gm4844,0
Gm4846,0
Gm4847,0
Gm4850,0
Gm4852,15
Gm4853,3
Gm4856,0
Gm4857,0
Gm4858,0
Gm4859,1
Gm4860,0
Gm4861,18
Gm4862,0
Gm4864,1
Gm4865,2
Gm4868,0
Gm4871,0
Gm4872,0
Gm4876,0
Gm4877,0
Gm4880,11
Gm4881,0
Gm4884,0
Gm4887,0
Gm4890,41
Gm4891,2
Gm4893,0
Gm4894,0
Gm4899,0
Gm4900,164
Gm4903,0
Gm4904,0
Gm4906,0
Gm4907,280
Gm4908,1
Gm4910,0
Gm4914,0
Gm4916,0
Gm4919,0
Gm4922,0
Gm4924,107
Gm4925,12
Gm4926,0
Gm4927,0
Gm4928,9
Gm4929,2
Gm4936,0
Gm4937,0
Gm4943,0
Gm4944,257
Gm4945,1
Gm4948,0
Gm4950,2
Gm4951,0
Gm4952,14
Gm4953,0
Gm4956,0
Gm4959,1
Gm4960,0
Gm4961,24
Gm4963,0
Gm4968,12
Gm4969,3
Gm4971,0
Gm4972,115
Gm4974,2
Gm4977,31
Gm4978,0
Gm4980,0
Gm4981,2
Gm4982,0
Gm4983,0
Gm4984,2
Gm4986,1
Gm4987,0
Gm4988,0
Gm4991,0
Gm4993,0
Gm4994,0
Gm5,0
Gm5039,0
Gm5040,1
Gm5042,0
Gm5045,17
Gm5046,0
Gm5047,1
Gm5048,1
Gm5050,0
Gm5051,0
Gm5053,0
Gm5054,0
Gm5058,0
Gm5060,0
Gm5063,1
Gm5065,0
Gm5066,0
Gm5067,2
Gm5068,0
Gm5069,53
Gm5070,4
Gm5071,0
Gm5072,0
Gm5073,0
Gm5075,13
Gm5079,2
Gm5080,0
Gm5082,2
Gm5083,0
Gm5084,0
Gm5086,0
Gm5087,0
Gm5088,1729
Gm5089,0
Gm5091,0
Gm5093,5
Gm5095,0
Gm5096,0
Gm5097,0
Gm5099,7
Gm5100,0
Gm5103,16
Gm5105,2
Gm5106,0
Gm5108,0
Gm5111,0
Gm5113,112
Gm5114,0
Gm5115,5
Gm5118,8
Gm5121,2
Gm5122,0
Gm5123,0
Gm5124,0
Gm5126,0
Gm5127,3
Gm5128,0
Gm5129,0
Gm5130,0
Gm5132,0
Gm5134,22
Gm5136,0
Gm5138,2
Gm5141,217
Gm5142,0
Gm5144,0
Gm5145,3
Gm5147,0
Gm5148,1
Gm5149,2
Gm5150,0
Gm5152,0
Gm5154,0
Gm5155,0
Gm5157,0
Gm5161,0
Gm5166,0
Gm5167,0
Gm5168,0
Gm5169,0
Gm5171,304
Gm5173,1
Gm5174,0
Gm5175,0
Gm5176,27
Gm5177,0
Gm5181,0
Gm5182,21
Gm5191,4
Gm5194,0
Gm5196,4
Gm5200,0
Gm5203,1
Gm5204,0
Gm5205,0
Gm5206,5
Gm5207,4
Gm5208,0
Gm5209,0
Gm5210,0
Gm5213,1
Gm5215,0
Gm5216,2
Gm5219,0
Gm5221,0
Gm5223,0
Gm5224,0
Gm5227,0
Gm5229,0
Gm5230,1
Gm5232,0
Gm5237,0
Gm5239,0
Gm5244,0
Gm5248,0
Gm5249,0
Gm525,2
Gm5250,0
Gm5251,0
Gm5254,0
Gm5256,0
Gm5257,1
Gm5258,0
Gm5259,0
Gm5262,1
Gm5264,0
Gm527,25
Gm5270,0
Gm5272,0
Gm5274,0
Gm5276,2
Gm5277,0
Gm5278,1
Gm5289,0
Gm5291,0
Gm5294,0
Gm5297,12
Gm53,0
Gm5300,0
Gm5302,0
Gm5306,0
Gm5312,1
Gm5313,3
Gm5314,0
Gm5315,0
Gm5320,2
Gm5321,0
Gm5324,0
Gm5327,0
Gm5331,1
Gm5333,0
Gm5334,0
Gm5335,0
Gm5339,0
Gm5341,0
Gm5342,0
Gm5345,0
Gm5346,0
Gm5347,1
Gm5349,0
Gm5350,0
Gm5353,0
Gm5354,0
Gm5356,0
Gm5357,9
Gm536,3
Gm5364,0
Gm5370,0
Gm5373,7
Gm5376,0
Gm5378,0
Gm5382,0
Gm5384,0
Gm5385,0
Gm5389,0
Gm5391,2
Gm5396,0
Gm5397,0
Gm5400,0
Gm5404,0
Gm5407,0
Gm5409,0
Gm5414,1
Gm5415,0
Gm5416,0
Gm5420,0
Gm5421,221
Gm5422,13
Gm5423,3
Gm5424,8
Gm5425,4
Gm5426,0
Gm5428,3
Gm5430,4
Gm5431,102
Gm5434,2
Gm5436,11
Gm5441,0
Gm5445,1
Gm5446,99
Gm5449,1
Gm5452,34
Gm5453,5
Gm5454,16
Gm5455,9
Gm5457,0
Gm5458,0
Gm5460,0
Gm5461,9
Gm5464,8
Gm5466,7
Gm5468,0
Gm5471,0
Gm5475,2
Gm5476,0
Gm5477,0
Gm5478,0
Gm5481,0
Gm5483,0
Gm5485,0
Gm5486,258
Gm5487,57
Gm5496,0
Gm5497,1
Gm5499,4
Gm550,57
Gm5500,0
Gm5507,4
Gm5510,2
Gm5512,83
Gm5513,1
Gm5514,0
Gm5519,2
Gm5521,99
Gm5523,5
Gm5524,0
Gm5525,15
Gm5526,184
Gm5527,4
Gm5528,1
Gm5529,0
Gm553,0
Gm5532,0
Gm5535,2
Gm5537,0
Gm5538,0
Gm5539,33
Gm5540,7
Gm5541,0
Gm5543,0
Gm5544,0
Gm5546,0
Gm5547,125
Gm5549,0
Gm5550,2
Gm5553,0
Gm5554,0
Gm5555,270
Gm5558,9
Gm5559,2
Gm5560,6
Gm5561,1
Gm5563,0
Gm5564,5
Gm5565,0
Gm5566,5
Gm5570,0
Gm5576,6
Gm5577,1
Gm5578,8
Gm5580,6
Gm5586,29
Gm5590,0
Gm5591,0
Gm5592,0
Gm5593,10
Gm5595,113
Gm5596,15
Gm5599,1
Gm5601,270
Gm5602,0
Gm5605,2
Gm5607,0
Gm5609,0
Gm561,621
Gm5611,24
Gm5612,0
Gm5614,2
Gm5615,0
Gm5616,0
Gm5617,321
Gm5619,4
Gm5620,22
Gm5621,22
Gm5622,2
Gm5624,158
Gm5626,1
Gm5627,0
Gm5628,1
Gm5630,0
Gm5633,0
Gm5634,0
Gm5635,0
Gm5636,0
Gm5637,8
Gm5639,0
Gm5640,1
Gm5643,20
Gm5644,13
Gm5645,0
Gm5646,0
Gm5652,0
Gm5655,4
Gm5662,1
Gm5664,0
Gm5665,545
Gm5666,0
Gm567,359
Gm5673,0
Gm5678,0
Gm5681,0
Gm5686,2
Gm5687,0
Gm5690,2
Gm5693,0
Gm5697,3
Gm5702,0
Gm5703,0
Gm5705,0
Gm5706,0
Gm5709,0
Gm5710,0
Gm5711,0
Gm5712,0
Gm5714,0
Gm572,0
Gm5724,0
Gm5725,0
Gm5726,0
Gm5728,0
Gm5731,0
Gm5732,0
Gm5737,2
Gm5740,0
Gm5741,3
Gm5745,0
Gm5746,0
Gm5747,0
Gm5749,0
Gm5750,0
Gm5751,0
Gm5752,0
Gm5755,0
Gm5760,0
Gm5762,0
Gm5766,1
Gm5767,3
Gm5768,2
Gm5771,0
Gm5773,0
Gm5777,2
Gm5779,11
Gm5781,0
Gm5782,2
Gm5784,0
Gm5785,93
Gm5786,35
Gm5787,5
Gm5791,3
Gm5792,0
Gm5795,0
Gm5796,0
Gm5797,0
Gm5800,0
Gm5801,10
Gm5802,0
Gm5803,16
Gm5806,1
Gm5808,2
Gm5814,14
Gm5820,0
Gm5822,29
Gm5823,12
Gm5824,10
Gm5826,0
Gm5830,77
Gm5832,0
Gm5833,0
Gm5835,119
Gm5837,12
Gm5839,0
Gm5841,12
Gm5844,34
Gm5845,5
Gm5846,196
Gm5847,0
Gm5848,2
Gm5850,0
Gm5851,0
Gm5853,3
Gm5854,3
Gm5855,6
Gm5858,0
Gm5859,0
Gm5860,0
Gm5861,0
Gm5862,0
Gm5863,5
Gm5864,0
Gm5865,15
Gm5866,0
Gm5867,3
Gm5868,0
Gm5869,19
Gm5870,2
Gm5871,43
Gm5873,3
Gm5874,0
Gm5878,0
Gm5879,9
Gm5880,3
Gm5883,2
Gm5884,60
Gm5885,0
Gm5886,0
Gm5889,0
Gm5890,0
Gm5891,0
Gm5893,0
Gm5898,1366
Gm5899,0
Gm590,0
Gm5900,1
Gm5901,0
Gm5903,89
Gm5904,6
Gm5905,4469
Gm5907,0
Gm5909,8
Gm5911,3
Gm5912,3
Gm5914,92
Gm5916,0
Gm5917,1
Gm5920,4
Gm5921,8
Gm5922,9
Gm5923,0
Gm5924,0
Gm5925,0
Gm5926,0
Gm5930,108
Gm5931,0
Gm5932,0
Gm5934,0
Gm5935,0
Gm5936,0
Gm5937,0
Gm5938,0
Gm5939,7
Gm5941,0
Gm5942,0
Gm5944,0
Gm5945,0
Gm5946,3
Gm5947,0
Gm5949,0
Gm595,0
Gm5950,0
Gm5958,0
Gm5960,2
Gm5964,0
Gm5965,0
Gm5966,0
Gm5967,0
Gm597,0
Gm5971,0
Gm5974,0
Gm5976,0
Gm5977,0
Gm5979,0
Gm5981,2
Gm5982,0
Gm5984,0
Gm5987,50
Gm5996,0
Gm5997,0
Gm6012,8
Gm6020,277
Gm6023,0
Gm6024,1
Gm6026,0
Gm6028,1
Gm6029,1
Gm6030,27
Gm6034,0
Gm6035,5
Gm6038,2
Gm6039,13
Gm6040,0
Gm6042,0
Gm6043,0
Gm6044,2
Gm6045,0
Gm6046,0
Gm6047,0
Gm6061,73
Gm6062,1
Gm6063,8
Gm6064,0
Gm6065,0
Gm6066,0
Gm6069,2
Gm6070,0
Gm6071,1
Gm6072,0
Gm6073,0
Gm6074,0
Gm6075,0
Gm6079,0
Gm608,4313
Gm6083,4
Gm6086,0
Gm6087,2
Gm609,4
Gm6091,38
Gm6093,367
Gm6104,44
Gm6108,1
Gm6109,3
Gm6114,0
Gm6116,0
Gm6121,0
Gm6123,9
Gm6124,2
Gm6125,7
Gm6128,0
Gm6129,2
Gm6133,1
Gm6134,0
Gm6135,2
Gm6136,68
Gm614,52
Gm6142,8
Gm6147,15
Gm6150,0
Gm6153,5
Gm6155,0
Gm6158,12
Gm6164,0
Gm6166,5
Gm6167,0
Gm6169,17
Gm6170,35
Gm6171,0
Gm6174,0
Gm6176,0
Gm6177,0
Gm6180,43
Gm6181,19
Gm6182,265
Gm6187,1
Gm6194,0
Gm6195,4
Gm6204,26
Gm6205,0
Gm6209,0
Gm6210,42
Gm6211,10
Gm6212,6
Gm6213,0
Gm6218,13
Gm6219,0
Gm6225,10
Gm6227,0
Gm6230,0
Gm6232,0
Gm6234,0
Gm6235,0
Gm6238,8
Gm6240,0
Gm6247,0
Gm6249,0
Gm6251,1
Gm6252,17
Gm6253,0
Gm6257,2
Gm626,0
Gm6260,0
Gm6261,0
Gm6263,0
Gm6266,13
Gm6268,0
Gm6274,16
Gm6275,3
Gm6276,2
Gm6277,0
Gm6280,0
Gm6285,0
Gm6286,9
Gm6288,7
Gm6290,0
Gm6296,6
Gm6297,17
Gm6300,0
Gm6303,0
Gm6304,0
Gm6306,0
Gm6307,3
Gm6308,0
Gm6309,0
Gm6311,8
Gm6313,0
Gm6314,14
Gm6316,6
Gm6317,0
Gm6321,0
Gm6322,0
Gm6329,0
Gm6331,0
Gm6332,0
Gm6333,14
Gm6334,0
Gm6336,0
Gm6337,0
Gm6341,10
Gm6342,0
Gm6344,1
Gm6346,0
Gm6348,0
Gm6351,0
Gm6362,0
Gm6365,13
Gm6366,0
Gm6367,0
Gm6368,3
Gm6369,0
Gm6370,0
Gm6373,0
Gm6374,3
Gm6376,0
Gm6377,697
Gm6386,0
Gm6392,17
Gm6394,4482
Gm6395,198
Gm6402,28
Gm6403,0
Gm6404,3
Gm6406,0
Gm6407,0
Gm6408,0
Gm6410,209
Gm6415,17
Gm6416,0
Gm6419,2
Gm6421,27
Gm6425,0
Gm6430,196
Gm6432,1
Gm6436,0
Gm6437,2
Gm6438,0
Gm6439,0
Gm6440,0
Gm6441,1
Gm6443,1
Gm6444,3
Gm6445,0
Gm6446,0
Gm6447,0
Gm6450,1
Gm6452,0
Gm6455,3
Gm6457,25
Gm6460,0
Gm6462,0
Gm6463,0
Gm6465,1
Gm6467,7
Gm6468,0
Gm6472,31
Gm6473,2
Gm6474,0
Gm6475,83
Gm6477,1367
Gm6478,2
Gm648,0
Gm6484,2
Gm6485,25
Gm6496,0
Gm6498,2
Gm6500,0
Gm6502,0
Gm6517,1
Gm6518,0
Gm6520,0
Gm6521,0
Gm6522,1
Gm6524,0
Gm6525,12
Gm6532,0
Gm6533,6
Gm6537,3
Gm6542,296
Gm6543,2
Gm6546,0
Gm6548,946
Gm6551,2
Gm6552,17
Gm6553,16
Gm6557,0
Gm6558,0
Gm6559,0
Gm6560,85
Gm6562,0
Gm6563,618
Gm6564,0
Gm6566,45
Gm6567,0
Gm6568,0
Gm6570,1
Gm6574,0
Gm6575,0
Gm6576,9
Gm6578,1
Gm6579,29
Gm6580,1
Gm6581,5
Gm6583,7
Gm6584,0
Gm6586,0
Gm6588,0
Gm6590,0
Gm6592,0
Gm6594,662
Gm6599,0
Gm6600,0
Gm6602,0
Gm6604,0
Gm6607,0
Gm6610,21
Gm6614,0
Gm6620,0
Gm6621,1
Gm6622,0
Gm6623,2
Gm6625,3
Gm6626,0
Gm6627,204
Gm6630,0
Gm6634,2
Gm6637,923
Gm6639,0
Gm6641,0
Gm6642,2
Gm6643,0
Gm6644,0
Gm6645,0
Gm6647,0
Gm6650,0
Gm6651,0
Gm6653,20
Gm6654,11
Gm6655,0
Gm6657,6
Gm6659,0
Gm6660,0
Gm6663,2
Gm6664,0
Gm6667,0
Gm6669,0
Gm6673,0
Gm6677,0
Gm6680,0
Gm6681,0
Gm6682,13
Gm6684,0
Gm6685,0
Gm6696,0
Gm6702,1
Gm6704,0
Gm6705,0
Gm6710,1
Gm6712,485
Gm6713,0
Gm6717,0
Gm6721,0
Gm6722,9
Gm6723,0
Gm6724,210
Gm6726,0
Gm6729,2
Gm6736,6
Gm6741,123
Gm6744,0
Gm6745,7
Gm6746,0
Gm6747,72
Gm6750,2
Gm6754,0
Gm6756,2
Gm6757,0
Gm6758,4
Gm6760,2
Gm6762,1
Gm6763,0
Gm6767,34
Gm6768,86
Gm6771,0
Gm6773,0
Gm6776,1
Gm6787,8
Gm6789,38
Gm6792,0
Gm6793,34
Gm6794,0
Gm6807,100
Gm6812,0
Gm6815,0
Gm6818,0
Gm6819,0
Gm6820,0
Gm6822,7
Gm6826,0
Gm6828,79
Gm6829,6
Gm6831,0
Gm6833,0
Gm6838,0
Gm684,36
Gm6842,0
Gm6846,0
Gm6855,7
Gm6866,0
Gm6867,1
Gm6869,0
Gm6877,0
Gm6878,0
Gm6880,0
Gm6881,0
Gm6882,0
Gm6883,7
Gm6884,0
Gm6885,0
Gm6888,0
Gm6890,0
Gm6893,0
Gm6897,0
Gm6901,0
Gm6902,0
Gm6904,29
Gm6905,1
Gm6909,0
Gm6910,7
Gm6914,0
Gm6916,1
Gm6917,0
Gm6921,0
Gm6927,0
Gm6929,4
Gm6931,0
Gm6936,0
Gm6937,4
Gm6938,0
Gm694,2
Gm6942,0
Gm6943,0
Gm6944,3
Gm6946,1
Gm6947,0
Gm6949,0
Gm6952,0
Gm6954,0
Gm6958,2
Gm6960,0
Gm6961,176
Gm6967,2
Gm6969,248
Gm6970,0
Gm6975,2
Gm6977,30
Gm6978,0
Gm6979,0
Gm6980,114
Gm6981,75
Gm6983,4
Gm6984,4
Gm6985,0
Gm6987,0
Gm6988,10
Gm6992,7
Gm6994,1
Gm6995,0
Gm6997,0
Gm7001,1
Gm7002,0
Gm7008,3
Gm7020,30
Gm7022,0
Gm7027,14
Gm7030,5
Gm7033,5
Gm7040,0
Gm7048,0
Gm7052,0
Gm7056,0
Gm7059,1
Gm7063,0
Gm7065,0
Gm7068,0
Gm7069,1
Gm7072,1076
Gm7073,0
Gm7075,2
Gm7079,1
Gm7082,0
Gm7084,0
Gm7085,2
Gm7093,0
Gm7099,9
Gm7102,0
Gm7104,0
Gm7105,81
Gm7106,0
Gm7118,0
Gm7119,0
Gm7120,1372
Gm7123,0
Gm7125,14
Gm7129,1
Gm7132,0
Gm7133,0
Gm7134,0
Gm7135,0
Gm7137,0
Gm7140,0
Gm7143,17
Gm7148,3
Gm715,0
Gm7150,0
Gm7151,0
Gm7152,0
Gm7155,0
Gm7156,0
Gm7157,0
Gm7159,11
Gm7160,31
Gm7167,0
Gm7168,0
Gm7173,0
Gm7180,4
Gm7181,7
Gm7183,3
Gm7190,0
Gm7191,1
Gm7194,0
Gm7199,0
Gm7203,0
Gm7207,0
Gm7208,0
Gm7222,1
Gm7224,0
Gm7229,0
Gm7232,19
Gm7233,0
Gm7237,0
Gm7238,1
Gm7240,97
Gm7241,16
Gm7244,0
Gm7247,12
Gm725,0
Gm7251,5
Gm7252,3
Gm7253,2
Gm7256,1
Gm7257,0
Gm7259,2
Gm7260,0
Gm7265,121
Gm7266,2
Gm7271,0
Gm7274,0
Gm7275,1
Gm7276,0
Gm7280,0
Gm7284,0
Gm7285,13
Gm7286,2
Gm7290,0
Gm7291,2
Gm7293,2
Gm7298,2
Gm7299,6
Gm7308,21
Gm7313,0
Gm7319,0
Gm732,0
Gm7324,80
Gm7325,0
Gm7331,4
Gm7332,19
Gm7333,0
Gm7334,4
Gm7335,0
Gm7336,2
Gm7337,0
Gm7338,474
Gm7340,0
Gm7347,0
Gm7352,0
Gm7353,0
Gm7356,0
Gm7357,0
Gm7358,0
Gm7361,0
Gm7363,5
Gm7367,10
Gm7368,6
Gm7369,0
Gm7370,0
Gm7375,0
Gm7378,0
Gm7380,0
Gm7382,0
Gm7384,1
Gm7386,0
Gm7390,383
Gm7391,0
Gm7392,1
Gm7398,0
Gm7408,0
Gm7412,0
Gm7413,7
Gm7415,0
Gm7418,2
Gm7420,0
Gm7423,0
Gm7428,0
Gm7429,10
Gm7432,5
Gm7434,0
Gm7436,5
Gm7438,0
