gene_id,Satrom-mRNA-15mC_TTAGGC_L001_001
BB283400,0
BB287469,0
BB557941,10
Bbc3,994
Bbip1,1320
Bbox1,2
Bbs1,462
Bbs10,172
Bbs12,179
Bbs2,1100
Bbs4,315
Bbs5,385
Bbs7,5
Bbs9,1719
Bbx,748
BC002059,881
BC002163,1
BC003331,2756
BC003965,2653
BC004004,3774
BC005512,50
BC005537,10708
BC005561,1124
BC005624,3625
BC006965,0
BC016548,0
BC016579,0
BC017158,548
BC017643,2225
BC018473,8
BC020402,48
BC021614,0
BC021767,4
BC021785,0
BC021891,0
BC022687,386
BC023829,2204
BC024063,565
BC024139,2
BC024386,0
BC024978,680
BC025446,0
BC025920,250
BC026585,31
BC027072,0
BC027231,3857
BC028528,294
BC029214,424
BC029722,631
BC030307,813
BC030336,2436
BC030499,196
BC030500,0
BC030867,2592
BC030870,0
BC031181,1889
BC031361,35
BC033916,0
BC034090,223
BC035044,1966
BC037032,31
BC037034,807
BC037156,0
BC037704,0
BC039771,0
BC039966,48
BC040756,2
BC042761,0
BC046251,0
BC048403,1469
BC048502,2
BC048507,1
BC048546,0
BC048559,0
BC048562,0
BC048602,0
BC048609,18
BC048644,24
BC048671,2
BC048679,0
BC049352,12
BC049635,0
BC049702,0
BC049715,622
BC049730,0
BC049762,23
BC051019,4
BC051076,0
BC051142,0
BC051226,0
BC051408,0
BC051537,0
BC051628,0
BC051665,0
BC052040,1822
BC052688,0
BC053393,0
BC055111,3
BC055324,1987
BC055402,0
BC061194,25
BC061195,2
BC061212,0
BC061237,0
BC064078,94
BC065397,255
BC065403,0
BC067074,60
BC068281,659
BC080695,0
BC080696,0
BC089491,0
BC089597,0
BC094916,0
Bc1,3
BC100451,4
BC100530,0
BC106175,6
BC106179,63
BC107364,29
BC117090,0
BC147527,1060
Bcam,199
Bcan,2
Bcap29,12289
Bcap31,6000
Bcar1,158
Bcar3,9463
Bcas1,17
Bcas1os2,4
Bcas2,5227
Bcas3,1535
Bcas3os1,0
Bcas3os2,0
Bcat1,5750
Bcat2,1754
Bccip,4817
Bcdin3d,522
Bche,0
Bckdha,1955
Bckdhb,697
Bckdk,2043
Bcl10,5816
Bcl11a,8526
Bcl11b,0
Bcl2,5857
Bcl2a1a,2779
Bcl2a1b,7528
Bcl2a1c,23
Bcl2a1d,3868
Bcl2l1,2045
Bcl2l10,0
Bcl2l11,14002
Bcl2l12,290
Bcl2l13,824
Bcl2l14,203
Bcl2l15,705
Bcl2l2,20
Bcl3,539
Bcl6,8
Bcl6b,0
Bcl7a,3732
Bcl7b,1899
Bcl7c,2817
Bcl9,2851
Bcl9l,3825
Bclaf1,30311
Bco1,0
Bco2,6
Bcor,13785
Bcorl1,998
Bcr,4806
Bcs1l,1437
Bdh1,2780
Bdh2,4
Bdkrb1,103
Bdkrb2,7
Bdnf,0
Bdp1,9565
BE692007,22
BE949265,0
Bean1,0
Becn1,5252
Becn2,0
Begain,98
Bend3,8998
Bend4,17
Bend5,1051
Bend6,103
Bend7,0
Best1,2
Best2,13
Best3,0
Bet1,2555
Bet1l,767
Bex1,0
Bex2,1
Bex4,0
Bex6,2
Bfar,4059
Bfsp1,87
Bfsp2,80
Bglap,5
Bglap2,0
Bglap3,32
Bgn,0
Bhlha15,1677
Bhlha9,0
Bhlhb9,3707
Bhlhe22,0
Bhlhe23,0
Bhlhe40,23388
Bhlhe41,12649
Bhmt,0
Bhmt-ps1,0
Bhmt2,2
Bicc1,0
Bicd1,0
Bicd2,5838
Bid,1706
Bik,8
Bin1,4390
Bin2,6054
Bin3,6072
Birc2,10366
Birc3,14970
Birc5,3963
Birc6,24161
Birc7,0
Bivm,6
Blcap,1768
Blk,9357
Blm,11107
Blmh,10456
Blnk,12908
Bloc1s1,704
Bloc1s2,2047
Bloc1s2-ps,165
Bloc1s3,495
Bloc1s4,987
Bloc1s5,1080
Bloc1s6,3186
Bloc1s6os,24
Blvra,1233
Blvrb,397
Blzf1,2815
Bmf,1090
Bmi1,7526
Bmp1,1248
Bmp10,0
Bmp15,0
Bmp2,0
Bmp2k,3227
Bmp3,0
Bmp4,0
Bmp5,0
Bmp6,17
Bmp7,0
Bmp8a,21
Bmp8b,2
Bmper,0
Bmpr1a,16167
Bmpr1b,0
Bmpr2,8983
Bms1,12928
Bmx,0
Bmyc,1097
Bnc1,0
Bnc2,0
Bnip1,1678
Bnip2,5117
Bnip3,471
Bnip3l,6451
Bnipl,23
Boc,87
Bod1,3981
Bod1l,13736
Bok,0
Bola1,736
Bola2,2156
Bola3,1582
Boll,1357
Bop1,6108
Bora,6761
Bpgm,286
Bphl,1216
Bpi,69
Bpifa1,0
Bpifa2,0
Bpifa3,0
Bpifa5,0
Bpifa6,0
Bpifb1,0
Bpifb2,0
Bpifb3,0
Bpifb4,0
Bpifb5,0
Bpifb6,0
Bpifb9a,0
Bpifb9b,0
Bpifc,0
Bpnt1,2162
Bptf,21641
Braf,9266
Brap,3650
Brat1,1435
Brca1,6562
Brca2,5619
Brcc3,3835
Brd1,11139
Brd2,0
Brd3,6014
Brd4,15650
Brd7,6804
Brd8,10004
Brd9,2081
Brdt,116
Bre,2679
Brf1,3973
Brf2,1431
Bri3,1049
Bri3bp,7515
Bricd5,0
Brinp1,0
Brinp2,2
Brinp3,0
Brip1,3490
Brix1,13128
Brk1,5913
Brms1,1795
Brms1l,2649
Brox,3188
Brpf1,5052
Brpf3,117
Brs3,0
Brsk1,197
Brsk2,9
Brwd1,0
Brwd3,4986
Bscl2,526
Bsdc1,16
Bsg,14861
Bsn,2515
Bsnd,233
Bsph1,0
Bsph2,0
Bspry,111
Bst1,438
Bst2,2865
Bsx,0
Btaf1,11660
Btbd1,4252
Btbd10,2090
Btbd11,13080
Btbd16,0
Btbd17,0
Btbd18,19
Btbd19,1688
Btbd2,2331
Btbd3,0
Btbd6,1226
Btbd7,3463
Btbd8,113
Btbd9,3531
Btc,1
Btd,2422
Btf3,46963
Btf3l4,932
Btg1,7046
Btg1-ps1,0
Btg1-ps2,0
Btg2,7801
Btg3,166
Btg4,0
Btk,6264
Btla,10469
Btn1a1,150
Btn2a2,445
Btnl1,0
Btnl10,5
Btnl2,0
Btnl4,0
Btnl5-ps,0
Btnl6,0
Btnl9,4
Btrc,2929
Bub1,8208
Bub1b,12104
Bub3,8798
Bud13,2586
Bud31,3461
Bves,0
Bysl,5686
Bzrap1,347
Bzw1,25500
Bzw2,12500
C030004G16Rik,0
C030006K11Rik,855
C030007H22Rik,0
C030013C21Rik,2
C030013G03Rik,0
C030016D13Rik,5
C030018K13Rik,0
C030023E24Rik,0
C030029H02Rik,0
C030034I22Rik,161
C030034L19Rik,0
C030037D09Rik,14
C030039L03Rik,250
C030047K22Rik,0
C130021I20Rik,0
C130023O10Rik,0
C130026I21Rik,2296
C130026L21Rik,2
C130030K03Rik,0
C130036L24Rik,145
C130046K22Rik,105
C130050O18Rik,18
C130060C02Rik,18
C130060K24Rik,0
C130071C03Rik,24
C130073F10Rik,0
C130074G19Rik,0
C130079G13Rik,0
C130080G10Rik,0
C130083M11Rik,177
C1d,5111
C1galt1,2135
C1galt1c1,806
C1qa,0
C1qb,0
C1qbp,3324
C1qc,0
C1ql1,0
C1ql2,0
C1ql3,7
C1ql4,4
C1qtnf1,44
C1qtnf2,0
C1qtnf3,1
C1qtnf4,0
C1qtnf5,0
C1qtnf6,261
C1qtnf7,0
C1qtnf9,3
C1ra,737
C1rb,0
C1rl,118
C1s1,38
C1s2,4
C2,0
C230004F18Rik,0
C230012O17Rik,0
C230014O12Rik,6
C230024C17Rik,0
C230029F24Rik,0
C230029M16,0
C230035I16Rik,83
C230037L18Rik,100
C230052I12Rik,1850
C230057M02Rik,5
C230062I16Rik,6
C230072F16Rik,0
C230079O03Rik,0
C230091D08Rik,53
C2cd2,1871
C2cd2l,875
C2cd3,6916
C2cd4a,2
C2cd4b,0
C2cd4c,15
C2cd4d,0
C2cd5,5219
C3,87
C330002G04Rik,2
C330004N01Rik,0
C330004P14Rik,0
C330006A16Rik,1506
C330007P06Rik,6255
C330011F03Rik,0
C330011M18Rik,27
C330013E15Rik,76
C330013F16Rik,0
C330013J21Rik,88
C330016L05Rik,0
C330018A13Rik,0
C330018D20Rik,2251
C330020E22Rik,0
C330021F23Rik,4
C330022C24Rik,0
C330024C12Rik,0
C330024D21Rik,2
C330027C09Rik,6241
C330046G13Rik,1
C3ar1,28
C430002E04Rik,0
C430002N11Rik,9
C430042M11Rik,68
C430049B03Rik,5
C430049E01Rik,11
C4a,0
C4b,0
C4bp,188
C4bp-ps1,0
C530005A16Rik,22
C530008M17Rik,22
C530044C16Rik,0
C5ar1,0
C5ar2,17
C6,0
C630028M04Rik,0
C630031E19Rik,0
C630043F03Rik,0
C7,0
C730002L08Rik,0
C730027H18Rik,0
C730036E19Rik,2
C77080,12
C77370,1
C78339,2925
C7H19orf84,0
C86187,0
C86695,0
C87198,0
C87414,0
C87436,786
C87499,0
C87977,0
C8a,0
C8b,0
C8g,260
C9,0
C920006O11Rik,150
C920009B18Rik,1673
C920021L13Rik,122
C920025E04Rik,0
Caap1,1974
Cab39,28658
Cab39l,7423
Cabin1,6605
Cables1,6
Cables2,2428
Cabp1,313
Cabp2,0
Cabp4,0
Cabp5,4
Cabp7,4
Cabs1,0
Cabyr,30
Cacfd1,1274
Cachd1,0
Cacna1a,163
Cacna1b,19
Cacna1c,67
Cacna1d,384
Cacna1e,98
Cacna1f,10
Cacna1g,425
Cacna1h,1385
Cacna1i,4
Cacna1s,1301
Cacna2d1,340
Cacna2d2,7
Cacna2d3,0
Cacna2d4,125
Cacnb1,198
Cacnb2,17
Cacnb3,46
Cacnb4,566
Cacng1,0
Cacng2,0
Cacng3,0
Cacng4,1
Cacng5,0
Cacng6,0
Cacng7,0
Cacng8,0
Cactin,2844
Cacul1,8144
Cacybp,12323
Cad,11344
Cadm1,0
Cadm2,0
Cadm3,0
Cadm4,573
Cadps,0
Cadps2,0
Cage1,775
Calb1,0
Calb2,0
Calca,0
Calcb,0
Calcoco1,3541
Calcoco2,0
Calcr,0
Calcrl,18
Cald1,0
Calhm1,0
Calhm2,381
Calm1,18662
Calm2,14218
Calm3,9548
Calm4,0
Calm5,0
Calml3,0
Calml4,2
Caln1,0
Calr,47374
Calr3,432
Calr4,1
Calu,16264
Caly,2
Camk1,340
Camk1d,5288
Camk1g,8
Camk2a,3090
Camk2b,6
Camk2d,14031
Camk2g,3874
Camk2n1,256
Camk2n2,170
Camk4,14599
Camkk1,15
Camkk2,1028
Camkmt,213
Camkv,2
Caml,1881
Camp,8
Camsap1,5908
Camsap2,5476
Camsap3,20
Camta1,802
Camta2,0
Cand1,16036
Cand2,2474
Cant1,5009
Canx,51680
Cap1,9845
Cap2,5
Capg,2774
Capn1,3620
Capn10,957
Capn11,35
Capn12,4
Capn13,0
Capn15,2431
Capn2,2621
Capn3,383
Capn5,118
Capn6,0
Capn7,13206
Capn8,0
Capn9,9
Capns1,6257
Capns2,0
Caprin1,50263
Caprin2,47
Caps2,1
Capsl,105
Capza1,6363
Capza2,11253
Capza3,0
Capzb,10486
Car1,0
Car10,0
Car11,17
Car12,6482
Car13,3483
Car14,31
Car15,0
Car2,0
Car3,0
Car4,2
Car5a,25
Car5b,2
Car6,0
Car7,162
Car8,0
Car9,0
Card10,6
Card11,11290
Card14,45
Card6,2545
Card9,14
Carf,1182
Carhsp1,1781
Carkd,1401
Carm1,5926
Carns1,0
Cars,12425
Cars2,1435
Cartpt,2
Casc1,40
Casc3,7285
Casc4,6561
Casc5,7619
Casd1,3798
Cask,934
Caskin1,56
Caskin2,1378
Casp1,3762
Casp12,2
Casp14,0
Casp16,0
Casp2,4061
Casp3,8446
Casp4,3702
Casp6,333
Casp7,80
Casp8,4238
Casp8ap2,10270
Casp9,1117
Casq1,55
Casq2,0
Casr,114
Cass4,1063
Cast,2601
Casz1,102
Cat,4769
Catip,8
Catsper1,0
Catsper2,188
Catsper3,0
Catsper4,0
Catsperb,0
Catsperd,75
Catsperg1,83
Catsperg2,2
Cav1,0
Cav2,4
Cav3,0
Cbfa2t2,2876
Cbfa2t3,2162
Cbfb,12288
Cbl,14792
Cblb,3191
Cblc,36
Cbll1,4711
Cbln1,0
Cbln2,0
Cbln3,18
Cbln4,0
Cbr1,57
Cbr2,1
Cbr3,1066
Cbr4,1149
Cbs,386
Cbwd1,1747
Cbx1,9041
Cbx2,4401
Cbx3,3210
Cbx4,10772
Cbx5,45988
Cbx6,7287
Cbx7,1191
Cbx8,1174
Cby1,812
Cby3,8
Cc2d1a,769
Cc2d1b,4051
Cc2d2a,7
Cc2d2b,19
Ccar1,11335
Ccar2,6738
Ccbe1,95
Ccbl1,503
Ccbl2,2034
Ccdc101,1761
Ccdc102a,1080
Ccdc103,33
Ccdc105,0
Ccdc106,58
Ccdc107,1123
Ccdc108,0
Ccdc109b,38
Ccdc110,0
Ccdc112,572
Ccdc113,0
Ccdc114,48
Ccdc115,3317
Ccdc116,527
Ccdc117,5560
Ccdc12,1558
Ccdc120,771
Ccdc121,0
Ccdc122,1722
Ccdc124,1157
Ccdc125,10
Ccdc126,484
Ccdc127,6796
Ccdc129,0
Ccdc13,0
Ccdc130,752
Ccdc132,2602
Ccdc134,1267
Ccdc136,270
Ccdc137,3491
Ccdc138,252
Ccdc14,1829
Ccdc141,0
Ccdc142,382
Ccdc142os,29
Ccdc144b,2
Ccdc146,39
Ccdc148,0
Ccdc149,0
Ccdc15,1546
Ccdc150,3
Ccdc151,6
Ccdc152,0
Ccdc153,0
Ccdc154,0
Ccdc155,0
Ccdc157,951
Ccdc158,0
Ccdc159,2
Ccdc160,2
Ccdc162,182
Ccdc163,547
Ccdc166,17
Ccdc167,762
Ccdc168,54
Ccdc169,11
Ccdc17,219
Ccdc170,35
Ccdc171,382
Ccdc172,0
Ccdc173,230
Ccdc174,1904
Ccdc175,1
Ccdc176,289
Ccdc177,0
Ccdc178,0
Ccdc18,1841
Ccdc181,1001
Ccdc183,4
Ccdc184,2
Ccdc185,0
Ccdc186,1780
Ccdc22,933
Ccdc23,1067
Ccdc24,37
Ccdc25,3423
Ccdc27,0
Ccdc28a,468
Ccdc28b,401
Ccdc3,4
Ccdc30,45
Ccdc32,1057
Ccdc33,149
Ccdc34,1364
Ccdc34os,0
Ccdc36,15
Ccdc37,13
Ccdc38,929
Ccdc39,93
Ccdc40,562
Ccdc42,2
Ccdc42b,28
Ccdc43,3784
Ccdc47,10627
Ccdc50,44452
Ccdc51,1170
Ccdc53,1794
Ccdc54,0
Ccdc55,4326
Ccdc57,899
Ccdc58,3182
Ccdc59,2547
Ccdc6,12465
Ccdc60,0
Ccdc61,618
Ccdc62,253
Ccdc63,171
Ccdc64,134
Ccdc64b,5
Ccdc65,34
Ccdc66,3233
Ccdc67,95
Ccdc68,0
Ccdc69,5
Ccdc7,0
Ccdc70,0
Ccdc71,3724
Ccdc71l,3554
Ccdc73,168
Ccdc74a,54
Ccdc77,1723
Ccdc78,52
Ccdc79,0
Ccdc8,8
Ccdc80,9307
Ccdc81,0
Ccdc82,2091
Ccdc83,0
Ccdc84,466
Ccdc85a,0
Ccdc85b,1113
Ccdc85c,8199
Ccdc86,3453
Ccdc87,0
Ccdc88a,17653
Ccdc88b,6807
Ccdc88c,4919
Ccdc89,0
Ccdc9,1448
Ccdc90b,0
Ccdc91,817
Ccdc92,73
Ccdc93,4353
Ccdc94,692
Ccdc96,30
Ccdc97,3095
Ccer1,0
Cchcr1,87
Ccin,4
Cck,0
Cckar,0
Cckbr,0
Ccl1,58
Ccl11,0
Ccl12,0
Ccl17,56
Ccl19,0
Ccl19-ps1,0
Ccl19-ps2,0
Ccl19-ps3,0
Ccl2,0
Ccl20,0
Ccl21a,0
Ccl21b,0
Ccl21c,0
Ccl22,88809
Ccl24,0
Ccl25,137
Ccl26,0
Ccl27a,48
Ccl27b,0
Ccl28,68
Ccl3,624
Ccl4,235
Ccl5,20
Ccl6,212
Ccl7,0
Ccl8,0
Ccl9,23
Ccm2,2014
Ccm2l,0
Ccna1,0
Ccna2,7869
Ccnb1,9004
Ccnb1ip1,2
Ccnb2,3661
Ccnb3,0
Ccnc,2697
Ccnd1,3014
Ccnd2,3582
Ccnd3,2301
Ccnd3-ps,28
Ccndbp1,2205
Ccne1,3301
Ccne2,1182
Ccnf,3569
Ccng1,6019
Ccng2,1053
Ccnh,2945
Ccni,8847
Ccnj,3526
Ccnjl,0
Ccnk,5367
Ccnl1,12944
Ccnl2,8642
Ccno,48
Ccnt1,4314
Ccnt2,2705
Ccny,6913
Ccnyl1,644
Ccp110,3072
Ccpg1,2251
Ccpg1os,317
Ccr1,910
Ccr10,155
Ccr1l1,4
Ccr2,18
Ccr3,17
Ccr4,281
Ccr5,163
Ccr6,356
Ccr7,23393
Ccr8,2
Ccr9,63
Ccrl2,325
Ccrn4l,1657
Ccs,1823
Ccsap,1241
Ccser1,0
Ccser2,5282
Cct2,36239
Cct3,27813
Cct3-ps1,0
Cct4,58386
Cct5,37354
Cct6a,36078
Cct6b,28
Cct7,30211
Cct8,46356
Cct8l1,0
Ccz1,4799
Cd101,2
Cd109,239
Cd14,0
Cd151,1565
Cd160,85
Cd163,0
Cd163l1,1
Cd164,25998
Cd164l2,0
Cd177,13
Cd180,28822
Cd19,19259
Cd1d1,99
Cd1d2,0
Cd2,0
Cd200,2330
Cd200r1,604
Cd200r2,388
Cd200r3,192
Cd200r4,226
Cd207,0
Cd209a,0
Cd209b,0
Cd209c,0
Cd209d,0
Cd209e,0
Cd209f,0
Cd209g,0
Cd22,30947
Cd226,0
Cd244,38
Cd247,262
Cd248,0
Cd24a,56831
Cd27,17
Cd274,1496
Cd276,1414
Cd28,336
Cd2ap,10735
Cd2bp2,3987
Cd300a,1334
Cd300c,0
Cd300e,2
Cd300lb,0
Cd300ld,42
Cd300lf,606
Cd300lg,4
Cd300lh,7
Cd302,20
Cd320,0
Cd33,9
Cd34,0
Cd36,22871
Cd37,5292
Cd38,907
Cd3d,33
Cd3e,14
Cd3eap,2398
Cd3g,32
Cd4,326
Cd40,2916
Cd40lg,5
Cd44,27945
Cd46,311
Cd47,2406
Cd48,3342
Cd5,2510
Cd52,9536
Cd53,13745
Cd55,174
Cd59a,753
Cd59b,27
Cd5l,65
Cd6,121
Cd63,6
Cd63-ps,0
Cd68,1274
Cd69,10934
Cd7,80
Cd70,1679
Cd72,3732
Cd74,143366
Cd79a,19149
Cd79b,16204
Cd80,4104
Cd81,9223
Cd82,6153
Cd83,24038
Cd84,1395
Cd86,6865
Cd8a,2
Cd8b1,0
Cd9,680
Cd9-ps,0
Cd93,7189
Cd96,0
Cd97,323
Cd99,150
Cd99l2,202
Cda,0
Cdadc1,3871
Cdan1,2160
Cdc123,5001
Cdc14a,3188
Cdc14b,1284
Cdc16,6341
Cdc20,5722
Cdc20b,0
Cdc23,5933
Cdc25a,7568
Cdc25b,3500
Cdc25c,1203
Cdc26,2377
Cdc27,12253
Cdc34,4247
Cdc34-ps,2
Cdc37,11418
Cdc37l1,3499
Cdc40,5334
Cdc42,18577
Cdc42bpa,3042
Cdc42bpb,2927
Cdc42bpg,689
Cdc42ep1,0
Cdc42ep2,9
Cdc42ep3,170
Cdc42ep4,719
Cdc42ep5,0
Cdc42se1,5535
Cdc42se2,9102
Cdc45,0
Cdc5l,7291
Cdc6,7087
Cdc7,2438
Cdc73,6346
Cdca2,10580
Cdca3,4242
Cdca4,7704
Cdca5,7596
Cdca7,8435
Cdca7l,3308
Cdca8,5567
Cdcp1,36
Cdcp2,4036
Cdh1,2
Cdh10,0
Cdh11,49
Cdh12,285
Cdh13,0
Cdh15,2
Cdh16,1
Cdh17,484
Cdh18,0
Cdh19,0
Cdh2,0
Cdh20,0
Cdh22,7
Cdh23,243
Cdh24,287
Cdh26,0
Cdh3,0
Cdh4,2
Cdh5,323
Cdh6,21
Cdh7,0
Cdh8,0
Cdh9,0
Cdhr1,5
Cdhr2,2
Cdhr3,26
Cdhr4,52
Cdhr5,96
Cdip1,5324
Cdipt,4341
Cdk1,5608
Cdk10,1208
Cdk11b,7414
Cdk12,13919
Cdk13,10578
Cdk14,2112
Cdk15,18
Cdk16,2483
Cdk17,3546
Cdk18,40
Cdk19,2921
Cdk2,6151
Cdk20,0
Cdk2ap1,788
Cdk2ap2,0
Cdk3-ps,64
Cdk4,18938
Cdk5,1016
Cdk5r1,461
Cdk5r2,2
Cdk5rap1,2149
Cdk5rap2,6449
Cdk5rap3,3613
Cdk6,19285
Cdk7,4924
Cdk8,8616
Cdk9,7204
Cdkal1,1276
Cdkl1,2
Cdkl2,21
Cdkl3,1066
Cdkl4,276
Cdkl5,6
Cdkn1a,162
Cdkn1b,3807
Cdkn1c,2
Cdkn2a,0
Cdkn2aip,1532
Cdkn2aipnl,8391
Cdkn2b,0
Cdkn2c,835
Cdkn2d,272
Cdkn3,887
Cdnf,116
Cdo1,11
Cdon,320
Cdpf1,979
Cdr1,0
Cdr2,1281
Cdr2l,0
Cdrt4,0
Cdrt4os1,0
Cdrt4os2,0
Cds1,0
Cds2,7281
Cdsn,19
Cdt1,4943
Cdv3,22446
Cdx1,2
Cdx2,0
Cdx4,0
Cdyl,3532
Cdyl2,5878
Ceacam-ps1,4
Ceacam1,1418
Ceacam10,4
Ceacam11,0
Ceacam12,0
Ceacam13,0
Ceacam14,0
Ceacam15,0
Ceacam16,732
Ceacam18,0
Ceacam19,2
Ceacam2,304
Ceacam20,2
Ceacam3,0
Ceacam5,0
Ceacam9,2
Cebpa,0
Cebpb,80
Cebpd,484
Cebpe,26
Cebpg,11868
Cebpz,9631
Cebpzos,466
Cecr2,1462
Cecr5,194
Cecr6,0
Cel,4
Cela1,41
Cela2a,0
Cela3a,0
Cela3b,0
Celf1,18474
Celf2,14518
Celf3,22
Celf4,3
Celf5,4
Celf6,0
Celrr,0
Celsr1,43
Celsr2,10
Celsr3,19
Cemip,0
Cend1,0
Cenpa,4163
Cenpb,2962
Cenpc1,3191
Cenpe,15885
Cenpf,10760
Cenph,2539
Cenpi,1983
Cenpj,3390
Cenpk,1911
Cenpl,1591
Cenpm,1114
Cenpn,2108
Cenpo,1290
Cenpp,1114
Cenpq,2249
Cenpt,1358
Cenpu,500
Cenpv,1571
Cenpw,1271
Cep104,2026
Cep112,2
Cep112os2,14
Cep120,5892
Cep128,2142
Cep131,872
Cep135,2175
Cep152,2180
Cep162,4886
Cep164,4176
Cep170,9136
Cep170b,3891
Cep19,1031
Cep192,11863
Cep250,5834
Cep290,0
Cep295,5735
Cep350,10268
Cep41,477
Cep44,1974
Cep55,2646
Cep57,4084
Cep57l1,1990
Cep63,2658
Cep68,9168
Cep70,451
Cep72,1138
Cep76,2194
Cep78,1841
Cep83,5575
Cep83os,1102
Cep85,4053
Cep85l,2147
Cep89,829
Cep95,1388
Cep97,2732
Cept1,4499
Cer1,0
Cercam,1303
Cerk,3287
Cerkl,558
Cers1,0
Cers2,7856
Cers3,654
Cers4,10
Cers5,4970
Cers6,0
Ces1a,0
Ces1b,0
Ces1c,0
Ces1d,2
Ces1e,0
Ces1f,0
Ces1g,0
Ces1h,0
Ces2a,2
Ces2b,0
Ces2c,64
Ces2d-ps,0
Ces2e,0
Ces2f,18
Ces2g,22
Ces2h,0
Ces3a,0
Ces3b,0
Ces4a,0
Ces5a,0
Cetn1,0
Cetn2,2007
Cetn3,3930
Cetn4,26
Cfap126,163
Cfap20,2822
Cfap221,0
Cfap36,2816
Cfap43,1077
Cfap44,0
Cfap45,4
Cfap46,37
Cfap52,13
Cfap53,10
Cfap54,84
Cfap57,4
Cfap58,11
Cfap61,1
Cfap69,110
Cfap70,734
Cfap74,334
Cfap97,4273
Cfap99,2
Cfb,0
Cfc1,0
Cfd,0
Cfdp1,7816
Cfh,0
Cfhr1,0
Cfhr2,0
Cfhr3,0
Cfi,3
Cfl1,38383
Cfl2,1992
Cflar,2551
Cfp,239
Cftr,0
Cga,0
Cggbp1,20783
Cgn,9
Cgnl1,4
Cgref1,4
Cgrrf1,1157
Ch25h,0
Chac1,3752
Chac2,1159
Chad,11
Chadl,25
Chaf1a,9427
Chaf1b,3558
Champ1,10945
Chat,53
Chchd1,4226
Chchd10,3992
Chchd2,4920
Chchd3,7274
Chchd4,5593
Chchd5,1044
Chchd6,1604
Chchd7,467
Chd1,19549
Chd1l,2131
Chd2,15107
Chd3,7936
Chd3os,5
Chd4,36425
Chd5,1634
Chd6,10692
Chd7,11415
Chd8,26491
Chd9,6979
Chdh,10
Chek1,4809
Chek2,1156
Cherp,7570
Chfr,2762
Chga,0
Chgb,5
Chia1,110
Chic1,0
Chic2,1966
Chid1,3636
Chil1,72
Chil3,0
Chil4,0
Chil5,203
Chil6,2
Chit1,12
Chka,2445
Chkb,17
ChkbCpt1b,0
Chl1,0
Chm,2442
Chml,1300
Chmp1a,3067
Chmp1b,1979
Chmp2a,3366
Chmp2b,2892
Chmp3,2880
Chmp4b,6106
Chmp4c,2
Chmp5,3251
Chmp6,1675
Chmp7,5274
Chn1,10
Chn1os3,0
Chn2,19
Chodl,0
Chordc1,7566
Chp1,5729
Chp2,2
Chpf,3160
Chpf2,2306
Chpt1,769
Chrac1,1617
Chrd,0
Chrdl1,240
Chrdl2,0
Chrm1,2
Chrm2,0
Chrm3,0
Chrm4,1649
Chrm5,6
Chrna1,0
Chrna10,2
Chrna2,25
Chrna3,0
Chrna4,2
Chrna5,0
Chrna6,0
Chrna7,0
Chrna9,8
Chrnb1,360
Chrnb2,364
Chrnb3,0
Chrnb4,4
Chrnd,19
Chrne,0
Chrng,4
Chst1,0
Chst10,1789
Chst11,2879
Chst12,2078
Chst13,0
Chst14,611
Chst15,9
Chst2,0
Chst3,5936
Chst4,0
Chst5,4
Chst7,611
Chst8,4
Chst9,0
Chsy1,2402
Chsy3,0
Chtf18,1393
Chtf8,12082
Chtop,12301
Chuk,6259
Churc1,1296
Ciao1,2806
Ciapin1,4818
Ciart,181
Cib1,1179
Cib2,131
Cib3,11
Cib4,1
Cic,4220
Cidea,0
Cideb,18
Cidec,7
Ciita,9338
Cilp,5
Cilp2,2
Cinp,3592
Cipc,6817
Cir1,1005
Cirbp,1656
Cirh1a,11402
Cisd1,2229
Cisd2,8551
Cisd3,401
Cish,807
Cistr-act,0
Cit,3614
Cited1,81
Cited2,12107
Cited4,244
Ciz1,3729
CJ186046Rik,4
Ck-ps3,16
CK137956,0
Ckap2,2829
Ckap2l,5552
Ckap4,6252
Ckap5,16461
Ckb,10
Cklf,445
Ckm,29
Ckmt1,1
Ckmt2,1
Cks1b,5594
Cks1brt,0
Cks2,2363
Clasp1,11266
Clasp2,6898
Clasrp,1810
Clca1,0
Clca2,0
Clca3a1,0
Clca3a2,0
Clca3b,0
Clca4a,0
Clca4b,0
Clca4c-ps,0
Clcc1,1972
Clcf1,0
Clcn1,2
Clcn2,628
Clcn3,9036
Clcn4-2,1934
Clcn5,2586
Clcn6,630
Clcn7,1460
Clcnka,0
Clcnkb,5
Cldn1,0
Cldn10,0
Cldn11,0
Cldn12,3623
Cldn13,0
Cldn14,7
Cldn15,43
Cldn16,0
Cldn17,0
Cldn18,0
Cldn19,0
Cldn2,0
Cldn20,14
Cldn22,2
Cldn23,0
Cldn24,0
Cldn3,0
Cldn4,0
Cldn5,0
Cldn6,2
Cldn7,0
Cldn8,0
Cldn9,4
Cldnd1,7163
Cldnd2,0
Clec10a,0
Clec11a,62
Clec12a,978
Clec12b,2
Clec14a,0
Clec16a,2655
Clec18a,0
Clec1a,0
Clec1b,0
Clec2d,340
Clec2e,0
Clec2f,102
Clec2g,113
Clec2h,0
Clec2i,13456
Clec2j,0
Clec2l,24
Clec3a,0
Clec3b,5
Clec4a1,4
Clec4a2,0
Clec4a3,0
