gene_id,Satrom-mRNA-0hT_CAGATC_L002_001
E530001K10Rik,4
E530011L22Rik,6
Eaf1,7916
Eaf2,90
Eapp,1558
Ear-ps2,0
Ear-ps9,0
Ear1,0
Ear10,0
Ear14,0
Ear2,0
Ear6,0
Ears2,803
Ebag9,1540
Ebf1,8168
Ebf2,0
Ebf3,24
Ebf4,5
Ebi3,1597
Ebna1bp2,4068
Ebp,702
Ebpl,731
Ecd,7697
Ece1,1107
Ece2,1410
Ecel1,4
Ech1,2640
Echdc1,514
Echdc2,1019
Echdc3,1025
Echs1,2593
Eci1,1815
Eci2,3266
Eci3,4
Ecm1,152
Ecm2,14
Ecscr,19
Ecsit,1394
Ect2,3985
Ect2l,1
Eda,0
Eda2r,0
Edar,0
Edaradd,41
Edc3,4203
Edc4,3241
Eddm3b,0
Edem1,6268
Edem2,2982
Edem3,3877
Edf1,1849
Edil3,0
Edn1,0
Edn2,4
Edn3,0
Ednra,0
Ednrb,0
Edrf1,1706
Eea1,4189
Eed,3693
Eef1a1,447302
Eef1a1-ps1,82
Eef1a2,0
Eef1b2,48631
Eef1d,8608
Eef1e1,4100
Eef1g,43593
Eef2,243238
Eef2k,3991
Eef2kmt,669
Eefsec,1952
Eepd1,2132
Efcab1,1
Efcab10,0
Efcab11,772
Efcab12,57
Efcab13,0
Efcab14,5160
Efcab2,418
Efcab3,288
Efcab5,123
Efcab6,0
Efcab7,468
Efcab8,1
Efcab9,167
Efcc1,25
Efemp1,0
Efemp2,33
Efhb,0
Efhc1,1
Efhc2,0
Efhd1,11
Efhd2,3160
Efna1,16
Efna2,494
Efna3,31
Efna4,117
Efna5,6
Efnb1,655
Efnb2,10
Efnb3,107
Efr3a,3780
Efr3b,330
Efs,2
Eftud1,2148
Eftud2,9393
Egf,123
Egfem1,0
Egfl6,252
Egfl7,1619
Egfl8,0
Egflam,0
Egfr,9
Egln1,2076
Egln2,5672
Egln3,0
Egr1,4523
Egr2,1576
Egr3,8
Egr4,0
Ehbp1,0
Ehbp1l1,7224
Ehd1,14236
Ehd2,317
Ehd3,3313
Ehd4,3585
Ehf,2
Ehhadh,692
Ehmt1,4224
Ehmt2,0
Ei24,2565
Eid1,1231
Eid2,0
Eid2b,178
Eid3,132
Eif1,18821
Eif1-ps1,3
Eif1-ps2,0
Eif1-ps3,0
Eif1a,18737
Eif1ad,4476
Eif1ax,4974
Eif1b,1686
Eif2a,7754
Eif2ak1,3511
Eif2ak2,2312
Eif2ak3,2681
Eif2ak4,3627
Eif2b1,2961
Eif2b2,2134
Eif2b3,2683
Eif2b4,1511
Eif2b5,5497
Eif2c5,12
Eif2d,2878
Eif2s1,11374
Eif2s2,21340
Eif2s3x,3690
Eif2s3y,0
Eif3a,63459
Eif3b,15648
Eif3c,25658
Eif3d,11373
Eif3e,31887
Eif3f,13635
Eif3g,8008
Eif3h,20710
Eif3i,2539
Eif3j1,3820
Eif3j2,35
Eif3k,7519
Eif3l,10576
Eif3m,9092
Eif3s6-ps2,8
Eif3s6-ps3,1
Eif3s6-ps4,0
Eif4a-ps4,232
Eif4a1,40337
Eif4a2,20173
Eif4a3,5227
Eif4b,112176
Eif4e,9979
Eif4e1b,0
Eif4e2,4887
Eif4e3,1820
Eif4ebp1,6238
Eif4ebp2,6741
Eif4ebp3,378
Eif4enif1,9700
Eif4g1,35660
Eif4g2,38686
Eif4g3,7965
Eif4h,17126
Eif5,20110
Eif5a,0
Eif5a2,2
Eif5al3-ps,178
Eif5b,13860
Eif6,3930
Elac1,967
Elac2,2496
Elane,0
Elavl1,5297
Elavl2,0
Elavl3,8
Elavl4,0
Eldr,347
Elf1,15867
Elf2,6611
Elf3,1148
Elf4,2150
Elf5,2
Elfn1,10
Elfn2,26
Elk1,735
Elk3,1633
Elk4,5676
Ell,1501
Ell2,8485
Ell3,17
Elmo1,4988
Elmo2,1500
Elmo3,76
Elmod1,0
Elmod2,1861
Elmod3,932
Elmsan1,8776
Eln,0
Elof1,1373
Elovl1,1125
Elovl2,4
Elovl3,0
Elovl4,1
Elovl5,3891
Elovl6,0
Elovl7,1580
Elp2,6907
Elp3,9170
Elp4,1902
Elp5,0
Elp6,563
Eltd1,0
Emb,2
Emc1,2356
Emc10,2734
Emc2,4299
Emc3,2700
Emc4,1409
Emc6,1
Emc7,3706
Emc8,2597
Emc9,191
Emcn,0
Emd,3759
Eme1,1254
Eme2,242
Emg1,3690
Emid1,15
Emilin1,110
Emilin2,2
Emilin3,4
Eml1,0
Eml2,2185
Eml3,1772
Eml4,12652
Eml5,309
Eml6,267
Emp1,4511
Emp2,2
Emp3,517
Emr1,380
Emr4,2
Emx1,0
Emx2,0
Emx2os,0
En1,0
En2,0
Enah,5217
Enam,41
Enc1,251
Endod1,298
Endog,22
Endou,3066
Endov,921
Eng,27
Engase,401
Enho,79
Enkd1,757
Enkur,0
Eno1,11918
Eno1b,13
Eno2,1342
Eno3,21
Eno4,210
Enoph1,1526
Enox1,0
Enox2,1908
Enpep,0
Enpp1,0
Enpp2,2
Enpp3,0
Enpp4,0
Enpp5,0
Enpp6,67
Enpp7,0
Ensa,5601
Enthd1,0
Enthd2,531
Entpd1,1651
Entpd2,2
Entpd3,14
Entpd4,0
Entpd5,1861
Entpd6,2295
Entpd7,650
Entpd8,6
Eny2,3017
Eogt,1691
Eomes,0
Ep300,11680
Ep400,8531
Epas1,0
Epb4.1,6486
Epb4.1l1,128
Epb4.1l2,11971
Epb4.1l3,9
Epb4.1l4a,18
Epb4.1l4b,4
Epb4.1l5,2524
Epb4.2,0
Epc1,2807
Epc2,4497
Epcam,0
Epdr1,0
Epg5,2950
Epgn,0
Epha1,2
Epha10,2
Epha2,7
Epha3,0
Epha4,1058
Epha5,0
Epha6,0
Epha7,0
Epha8,1
Ephb1,0
Ephb2,20
Ephb3,14
Ephb4,884
Ephb6,0
Ephx1,152
Ephx2,0
Ephx3,12
Ephx4,0
Epm2a,0
Epm2aip1,4393
Epn1,6047
Epn2,1166
Epn3,42
Epo,0
Epor,22
Eppin,0
Eppk1,4
Eprs,41896
Eps15,12552
Eps15l1,3421
Eps8,20
Eps8l1,560
Eps8l2,8
Eps8l3,2
Epsti1,12
Ept1,5765
Epx,1
Epyc,0
Eqtn,121
Eral1,1093
Erap1,6984
Eras,0
Erbb2,2
Erbb2ip,26524
Erbb3,2142
Erbb4,0
Erc1,45
Erc2,0
Ercc1,368
Ercc2,1758
Ercc3,1953
Ercc4,2061
Ercc5,1132
Ercc6,7619
Ercc6l,2278
Ercc6l2,8405
Ercc8,1072
Erdr1,832
Ereg,0
Erf,1532
Erg,1
Ergic1,8565
Ergic2,0
Ergic3,3929
Erh,1726
Eri1,4580
Eri2,1161
Eri3,1441
Erich1,462
Erich2,0
Erich3,19
Erich4,0
Erich5,2
Erich6,11
Erlec1,4662
Erlin1,5604
Erlin2,4140
Ermap,16
Ermard,656
Ermn,2
Ermp1,5317
Ern1,912
Ern2,0
Ero1l,10490
Ero1lb,5949
Erp27,47
Erp29,6009
Erp44,7950
Errfi1,0
Erv3,0
Esam,5
Esco1,4638
Esco2,3809
Esd,4495
Esf1,10272
Esm1,0
Esp1,0
Esp15,0
Esp16,0
Esp18,0
Esp23,0
Esp24,0
Esp3,0
Esp31,0
Esp34,0
Esp36,0
Esp38,0
Esp4,0
Esp5,0
Esp6,0
Esp6Esp5,0
Esp8,0
Espl1,8224
Espn,276
Espnl,2079
Esr1,35
Esr2,19
Esrp1,2
Esrp2,14
Esrra,1210
Esrrb,0
Esrrg,0
Esx1,16
Esyt1,4317
Esyt2,2848
Esyt3,6
Etaa1,7927
Etd,0
Etf1,27369
Etfa,6273
Etfb,3738
Etfdh,2168
Ethe1,1434
Etl4,4457
Etnk1,11651
Etnk2,25
Etnppl,0
Etohd2,48
Etohi1,609
Ets1,8932
Ets2,2
Etv1,438
Etv2,0
Etv3,5607
Etv3l,50
Etv4,48
Etv5,632
Etv6,7979
EU599041,0
Eva1a,0
Eva1b,201
Eva1c,0
Evc,76
Evc2,0
Evi2a,3460
Evi2b,0
Evi5,1684
Evi5l,436
Evl,26
Evpl,28
Evx1,0
Evx2,0
Ewsr1,20318
Exd1,35
Exd2,1076
Exo1,5346
Exo5,894
Exoc1,1652
Exoc2,4173
Exoc3,3478
Exoc3l,262
Exoc3l2,6
Exoc3l4,88
Exoc4,2521
Exoc5,5002
Exoc6,1871
Exoc6b,114
Exoc7,1604
Exoc8,1408
Exog,806
Exosc1,2473
Exosc10,723
Exosc2,3327
Exosc3,2767
Exosc4,1438
Exosc5,2708
Exosc6,1746
Exosc7,2764
Exosc8,2600
Exosc9,1783
Exph5,0
Ext1,8
Ext2,3214
Extl1,1512
Extl2,1721
Extl3,3895
Eya1,2
Eya2,0
Eya3,4480
Eya4,0
Ezh1,1390
Ezh2,7154
Ezr,11671
F10,0
F11,0
F11r,14
F12,9
F13a1,0
F13b,0
F2,7
F2r,0
F2rl1,0
F2rl2,0
F2rl3,7
F3,27
F420014N23Rik,37
F420015M19Rik,336
F5,2
F630028O10Rik,0
F630040K05Rik,0
F630042J09Rik,0
F630111L10Rik,4
F630206G17Rik,10
F7,0
F730016J06Rik,0
F730035M05Rik,0
F730043M19Rik,129
F730311O21Rik,211
F8,496
F830002L21Rik,0
F830005K03Rik,0
F830016B08Rik,0
F830045P16Rik,0
F830208F22Rik,65
F8a,44
F9,444
F930015N05Rik,0
Fa2h,0
Faah,1895
Fabp1,2
Fabp12,0
Fabp2,2
Fabp3,0
Fabp3-ps1,13
Fabp4,0
Fabp5,1639
Fabp6,0
Fabp7,0
Fabp9,0
Fadd,673
Fads1,3610
Fads2,376
Fads3,1
Fads6,22
Faf1,5508
Faf2,6431
Fah,5043
Fahd1,434
Fahd2a,420
Faim,1189
Faim2,4
Faim3,10
Fam101a,7
Fam101b,287
Fam102a,507
Fam102b,1773
Fam103a1,1523
Fam104a,1261
Fam105a,75
Fam107a,0
Fam107b,8224
Fam109a,220
Fam109b,8
Fam110a,462
Fam110b,0
Fam110c,0
Fam111a,8388
Fam114a1,26
Fam114a2,4151
Fam117a,2478
Fam117b,5796
Fam118a,1277
Fam118b,1107
Fam120a,16473
Fam120aos,166
Fam120b,1784
Fam120c,1583
Fam122a,1228
Fam122b,2214
Fam122c,0
Fam124a,2
Fam124b,710
Fam126a,22498
Fam126b,2878
Fam129a,11288
Fam129b,270
Fam129c,3311
Fam131a,97
Fam131b,0
Fam131c,0
Fam132a,66
Fam132b,73
Fam133b,1793
Fam134a,2405
Fam134b,3931
Fam134c,5930
Fam135a,0
Fam135b,4
Fam136a,4445
Fam136b-ps,4
Fam13a,205
Fam13b,1795
Fam13c,0
Fam149a,0
Fam149b,1466
Fam150a,0
Fam150b,2
Fam151a,0
Fam151b,55
Fam154a,0
Fam154aos,0
Fam154b,137
Fam155a,0
Fam159a,0
Fam159b,0
Fam160a1,0
Fam160a2,0
Fam160b1,1438
Fam160b2,969
Fam161a,76
Fam161b,43
Fam162a,886
Fam162b,1
Fam163a,0
Fam163b,11
Fam166a,26
Fam166b,2
Fam167a,8790
Fam167b,0
Fam168a,1990
Fam168b,10436
Fam169a,149
Fam169b,1137
Fam170a,0
Fam170b,0
Fam171a1,0
Fam171a2,0
Fam171b,4
Fam172a,3752
Fam173a,756
Fam173b,497
Fam174a,876
Fam174b,0
Fam175a,2119
Fam175b,3000
Fam177a,0
Fam178a,7162
Fam178b,4
Fam179a,837
Fam179b,5117
Fam180a,0
Fam181a,0
Fam181b,0
Fam183b,0
Fam184a,0
Fam184b,0
Fam185a,3407
Fam186b,6
Fam187a,0
Fam187b,0
Fam188a,1345
Fam188b,0
Fam188b2,0
Fam189a1,0
Fam189a2,0
Fam189b,249
Fam192a,2861
Fam193a,3409
Fam193b,1993
Fam195a,557
Fam195b,2368
Fam196a,0
Fam196b,4
Fam198a,53
Fam198b,1661
Fam199x,2407
Fam19a1,0
Fam19a2,2
Fam19a3,0
Fam19a4,0
Fam19a5,2
Fam204a,2365
Fam206a,3009
Fam207a,2064
Fam208a,3041
Fam208b,7735
Fam209,20
Fam20a,2
Fam20b,3475
Fam20c,694
Fam21,6495
Fam210a,6731
Fam210b,7
Fam212a,1181
Fam212b,0
Fam213a,4905
Fam213b,0
Fam214a,2005
Fam214b,441
Fam216a,584
Fam216b,0
Fam217a,0
Fam217b,0
Fam219a,108
Fam219aos,0
Fam219b,753
Fam220a,1013
Fam221a,14
Fam221b,0
Fam222a,45
Fam222b,2032
Fam227a,60
Fam227b,0
Fam228a,3
Fam228b,0
Fam229a,0
Fam229b,201
Fam24a,0
Fam25c,0
Fam26d,0
Fam26e,0
Fam26f,0
Fam32a,2339
Fam35a,2614
Fam3a,1049
Fam3b,4
Fam3c,6338
Fam43a,19383
Fam43b,0
Fam45a,749
Fam46a,0
Fam46b,14
Fam46c,4288
Fam46d,2
Fam47c,0
Fam47e,0
Fam49a,2299
Fam49b,10564
Fam50a,1321
Fam50b,9
Fam53a,1357
Fam53b,4803
Fam53c,4158
Fam57a,333
Fam57b,8
Fam58b,927
Fam60a,794
Fam63a,417
Fam63b,3620
Fam64a,744
Fam65a,1880
Fam65b,1921
Fam65c,29
Fam69a,1384
Fam69b,11
Fam69c,0
Fam71a,0
Fam71b,7
Fam71d,11
Fam71e1,27
Fam71e2,2
Fam71f1,2
Fam71f2,87
Fam72a,670
Fam73a,8795
Fam73b,579
Fam76a,1639
Fam76b,4132
Fam78a,83
Fam78b,0
Fam81a,7
Fam81b,7
Fam83a,10
Fam83b,0
Fam83c,4
Fam83d,775
Fam83e,8
Fam83f,19
Fam83g,237
Fam83h,555
Fam84a,0
Fam84b,0
Fam89a,178
Fam89b,536
Fam92a,1208
Fam92b,0
Fam96a,5636
Fam96b,951
Fam98a,3890
Fam98b,3402
Fam98c,482
Fan1,451
Fanca,1450
Fancb,1044
Fancc,651
Fancd2,3091
Fancd2os,3
Fance,0
Fancf,88
Fancg,814
Fanci,1067
Fancl,1449
Fancm,2234
Fank1,2
Fap,1
Far1,7776
Far1os,59
Far2,0
Farp1,611
Farp2,290
Fars2,1080
Farsa,4054
Farsb,1925
Fas,1160
Fasl,6
Fasn,15370
Fastk,1868
Fastkd1,1588
Fastkd2,2952
Fastkd3,1501
Fastkd5,789
Fat1,0
Fat2,1
Fat3,0
Fat4,0
Fate1,0
Fau,14146
Faxc,16
Fbf1,2473
Fbl,5899
Fblim1,32
Fbll1,0
Fbln1,778
Fbln2,14
Fbln5,108
Fbln7,0
Fbn1,14
Fbn2,2
Fbp1,0
Fbp2,0
Fbrs,6697
Fbrsl1,1917
Fbxl12,331
Fbxl12os,50
Fbxl13,13
Fbxl14,3008
Fbxl15,137
Fbxl16,16
Fbxl17,1692
Fbxl18,408
Fbxl19,3703
Fbxl2,122
Fbxl20,4331
Fbxl21,2
Fbxl22,35
Fbxl3,8726
Fbxl4,1361
Fbxl5,3138
Fbxl6,1656
Fbxl7,0
Fbxl8,455
Fbxo10,259
Fbxo11,13229
Fbxo15,15
Fbxo16,0
Fbxo17,7
Fbxo18,3492
Fbxo2,21
Fbxo21,2291
Fbxo22,2150
Fbxo24,47
Fbxo25,502
Fbxo27,0
Fbxo28,1592
Fbxo3,4449
Fbxo30,857
Fbxo31,1093
Fbxo32,1427
Fbxo33,2314
Fbxo34,2500
Fbxo36,276
Fbxo38,6016
Fbxo39,0
Fbxo4,780
Fbxo40,785
Fbxo41,2
Fbxo42,4090
Fbxo43,0
Fbxo44,243
Fbxo45,3816
Fbxo46,731
Fbxo47,145
Fbxo48,839
Fbxo5,2731
Fbxo6,294
Fbxo7,1064
Fbxo8,1497
Fbxo9,928
Fbxw10,35
Fbxw11,7472
Fbxw13,0
Fbxw14,0
Fbxw15,0
Fbxw16,0
Fbxw17,214
Fbxw18,1
Fbxw19,0
Fbxw2,2113
Fbxw20,2
Fbxw21,0
Fbxw22,0
Fbxw23,0
Fbxw24,0
Fbxw25,0
Fbxw26,0
Fbxw27,0
Fbxw28,0
Fbxw4,1174
Fbxw5,1395
Fbxw7,2503
Fbxw8,5869
Fbxw9,294
Fcamr,216
Fcer1a,0
Fcer1g,1555
Fcer2a,45
Fcf1,1457
Fcgbp,0
Fcgr1,0
Fcgr2b,793
Fcgr3,316
Fcgr4,736
Fcgrt,11
Fcho1,2935
Fcho2,4635
Fchsd1,443
Fchsd2,5913
Fcna,9
Fcnb,0
Fcor,0
Fcrl1,1835
Fcrl5,2533
Fcrl6,0
Fcrla,562
Fcrlb,5
Fcrls,4
Fdft1,988
Fdps,1089
Fdx1,1501
Fdx1l,132
Fdxacb1,441
Fdxr,962
Fech,1951
Fem1a,4227
Fem1b,17827
Fem1c,3837
Fen1,5337
Fendrr,0
Fer,0
Fer1l4,2
Fer1l5,168
Fer1l6,116
Ferd3l,0
Fermt1,0
Fermt2,0
Fermt3,3525
Fes,855
Fetub,32
Fev,0
Fez1,0
Fez2,611
Fezf1,0
Fezf2,0
Ffar1,607
Ffar2,36
Ffar3,5
Ffar4,0
Fga,0
Fgb,0
Fgd1,0
Fgd2,1770
Fgd3,1642
Fgd4,1
Fgd5,0
Fgd6,4607
Fgf1,6
Fgf10,0
Fgf11,1214
Fgf12,0
Fgf13,0
Fgf14,2
Fgf15,0
Fgf16,0
Fgf17,2
Fgf18,4
Fgf2,0
Fgf20,4
Fgf21,267
Fgf22,8
Fgf23,0
Fgf2os,0
Fgf3,0
Fgf4,2
Fgf5,0
Fgf6,0
Fgf7,3
Fgf8,0
Fgf9,63
Fgfbp1,0
Fgfbp3,192
Fgfr1,2
Fgfr1op,3750
Fgfr1op2,2862
Fgfr2,2
Fgfr3,151
Fgfr4,0
Fgfrl1,56
Fgg,0
Fggy,855
Fgl1,0
Fgl2,4
Fgr,46
Fh1,3910
Fhad1,1753
Fhad1os1,0
Fhad1os2,26
Fhdc1,17
Fhit,50
Fhl1,0
Fhl2,0
Fhl3,514
Fhl4,80
Fhl5,2
Fhod1,411
Fhod3,4
Fibcd1,7
Fibin,0
Fibp,842
Ficd,345
Fig4,2612
Figf,0
Figla,0
Fign,0
Fignl1,8421
Fignl2,4
Filip1,0
Filip1l,1122
Fip1l1,7219
Firre,2130
Fis1,1558
Fitm1,2
Fitm2,609
Fiz1,3757
Fjx1,0
Fkbp10,3
Fkbp11,1251
Fkbp14,71
Fkbp15,3611
Fkbp1a,8357
Fkbp1a-ps1,38
Fkbp1a-ps2,0
Fkbp1a-ps3,0
Fkbp1b,47
Fkbp2,832
Fkbp3,4726
Fkbp4,13074
Fkbp5,0
Fkbp6,0
Fkbp7,55
Fkbp8,4536
Fkbp9,5
Fkbpl,0
Fkrp,2180
Fktn,5406
Flad1,1065
Flcn,4297
Flg,0
Flg2,0
Fli1,3334
Flii,3413
Flna,6389
Flnb,22163
Flnc,100
Flot1,71
Flot2,50
Flrt1,3
Flrt2,0
Flrt3,0
Flt1,215
Flt3,338
Flt3l,276
Flt4,2
Flywch1,1917
Flywch2,0
Fmn1,0
Fmn2,0
Fmnl1,2527
Fmnl2,3661
Fmnl3,2570
Fmo1,0
Fmo2,0
Fmo3,0
Fmo4,0
Fmo5,65
Fmo6,0
Fmo9,0
Fmod,0
Fmr1,4252
Fmr1nb,0
Fn1,0
Fn3k,6
Fn3krp,539
Fnbp1,11952
Fnbp1l,2336
Fnbp4,6808
Fnd3c2,0
Fndc1,845
Fndc3a,8102
Fndc3b,0
Fndc3c1,0
Fndc4,6
Fndc5,3
Fndc7,148
Fndc8,31
Fndc9,499
Fnip1,7759
Fnip2,61
Fnta,3897
Fntb,981
Focad,3103
Folh1,0
Folr1,13
Folr2,32
Fopnl,1433
Fos,2606
Fosb,2194
Fosl1,6
Fosl2,1895
Foxa1,2
Foxa2,0
Foxa3,2
Foxb1,0
Foxb2,0
Foxc1,0
Foxc2,2
Foxd1,0
Foxd2,60
Foxd2os,218
Foxd3,0
Foxd4,0
Foxe1,0
Foxe3,0
Foxf1,1
Foxf2,0
Foxg1,0
Foxh1,14
Foxi1,0
Foxi2,0
Foxi3,0
Foxj1,50
Foxj2,1361
Foxj3,4925
Foxk1,4378
Foxk2,4046
Foxl1,4
Foxl2,0
Foxl2os,2
Foxm1,3672
Foxn1,3
Foxn2,4199
Foxn3,6561
Foxn4,0
Foxo1,6721
Foxo3,4693
Foxo4,1121
Foxo6,35
Foxo6os,1
Foxp1,12407
Foxp2,1
Foxp3,25
Foxp4,2773
Foxq1,0
Foxr1,33
Foxr2,0
Foxred1,1927
Foxred2,36
Foxs1,4
Fpgs,1989
Fpgt,2391
Fpr-rs3,0
Fpr-rs4,0
Fpr-rs5,0
Fpr-rs6,0
Fpr-rs7,0
Fpr1,0
Fpr2,0
Fpr3,0
Fra10ac1,1735
Fras1,13382
Frat1,324
Frat2,1155
Frem1,0
Frem2,1
Frem3,0
Frg1,586
Frk,0
Frmd3,4
Frmd4a,5
Frmd4b,196
Frmd5,363
Frmd6,7
Frmd7,0
Frmd8,1973
Frmd8os,8
Frmpd1,0
Frmpd1os,0
Frmpd3,0
Frmpd4,32
Frrs1,1079
Frrs1l,1
Frs2,3375
Frs3,95
Frs3os,0
Fry,2
Fryl,7164
Frzb,0
Fsbp,50
Fscb,0
Fscn1,173
Fscn2,6
Fscn3,0
Fsd1,0
Fsd1l,26
Fsd2,131
Fshb,0
Fshr,0
Fsip1,84
Fsip2,0
Fst,0
Fstl1,233
Fstl3,0
Fstl4,2
Fstl5,0
Ftcd,0
Fth1,35317
Fthl17,0
Ftl1,10134
Ftl2,579
Ftmt,0
Fto,4644
Ftsj1,935
Ftsj2,722
Ftsj3,9653
Ftx,345
Fubp1,10270
Fubp3,5506
Fuca1,1999
Fuca2,2268
Fuk,659
Fundc1,2082
Fundc2,2027
Fuom,6
Furin,5992
Fus,21275
Fut1,605
Fut10,0
Fut11,177
Fut2,6
Fut4,0
Fut4-ps1,0
Fut7,112
Fut8,9559
Fut9,0
Fuz,814
Fv1,21
Fxn,545
Fxr1,7877
Fxr2,4185
Fxyd1,7
Fxyd2,0
Fxyd3,0
Fxyd4,3
Fxyd5,1251
Fxyd6,12
Fxyd7,1
Fyb,0
Fyco1,2369
Fyn,7872
Fyttd1,11668
Fzd1,0
Fzd10,0
Fzd2,161
Fzd3,0
Fzd4,2
Fzd5,346
Fzd6,1
Fzd7,1728
Fzd8,0
Fzd9,0
Fzr1,2457
G0s2,65
G2e3,2581
G370120E05Rik,19
G3bp1,17195
G3bp2,13075
G430049J08Rik,0
G430095P16Rik,15
G530011O06Rik,84
G630016G05Rik,0
G630018N14Rik,0
G630025P09Rik,4
G630055G22Rik,0
G630064G18Rik,0
G630071F17Rik,0
G630090E17Rik,0
G630093K05Rik,0
G6b,0
G6bos,0
G6pc,4
G6pc2,0
G6pc3,1001
G6pd2,0
G6pdx,1350
G730013B05Rik,58
G930009F23Rik,0
Gaa,10626
Gab1,0
Gab2,1180
Gab3,48
Gabarap,0
Gabarapl1,1881
Gabarapl2,510
Gabbr1,0
Gabbr2,42
Gabpa,11260
Gabpb1,3568
Gabpb2,5952
Gabra1,0
Gabra2,0
Gabra3,0
Gabra4,0
Gabra5,0
Gabra6,0
Gabrb1,11
Gabrb2,1
Gabrb3,0
Gabrd,0
Gabre,0
Gabrg1,0
Gabrg2,0
Gabrg3,0
Gabrp,0
Gabrq,0
Gabrr1,56
Gabrr2,46
Gabrr3,0
Gad1,2
Gad1-ps,0
Gad1os,0
Gad2,0
Gadd45a,933
Gadd45b,622
Gadd45g,159
Gadd45gip1,2335
Gadl1,1
Gak,6976
Gal,0
Gal3st1,0
Gal3st2,3
Gal3st3,0
Gal3st4,11
Galc,1670
Gale,346
Galk1,4829
Galk2,1869
Galm,2
Galns,2029
Galnt1,8334
Galnt10,135
Galnt11,1156
Galnt12,964
Galnt13,0
Galnt14,310
Galnt15,0
Galnt16,1
Galnt18,0
Galnt2,5257
Galnt3,0
Galnt4,322
Galnt5,0
Galnt6,77
Galnt7,5921
Galnt9,0
Galntl5,0
Galntl6,6
Galp,0
Galr1,0
Galr2,165
Galr3,32
Galt,524
Gamt,2
Gan,391
Ganab,15264
Ganc,1144
Gap43,0
Gapdh,30176
Gapdhs,74
Gapt,142
Gapvd1,8426
Gar1,3611
Garem,0
Gareml,16
Garnl3,4
Gars,25619
Gart,18309
Gas1,0
Gas2,198
Gas2l1,358
Gas2l2,21
Gas2l3,875
Gas5,25942
Gas6,0
Gas7,2068
Gas8,741
Gast,0
Gata1,29
Gata2,0
Gata3,27
Gata4,29
Gata5,0
Gata5os,0
Gata6,41
Gatad1,3218
Gatad2a,7168
Gatad2b,7620
Gatb,1486
Gatc,2397
Gatm,0
Gatsl2,125
Gatsl3,99
Gba,1659
Gba2,882
Gbas,1462
Gbe1,2
Gbf1,2926
Gbgt1,2
Gbp10,106
Gbp11,0
Gbp2,203
Gbp2b,9
Gbp3,763
Gbp4,1551
Gbp5,10
Gbp6,56
Gbp7,27
Gbp8,486
Gbp9,1257
Gbx1,5
Gbx2,0
Gc,0
Gca,0
Gcat,1610
Gcc1,1402
Gcc2,4982
Gcdh,633
Gcfc2,674
Gcg,6
Gcgr,4
Gch1,842
Gchfr,65
Gck,4
Gckr,6
Gclc,5029
Gclm,1837
Gcm1,2
Gcm2,294
Gcn1l1,7481
Gcnt1,671
Gcnt2,0
Gcnt3,0
Gcnt4,0
Gcnt7,14
Gcsam,0
Gcsh,1419
Gda,0
Gdap1,0
Gdap10,770
Gdap1l1,1
Gdap2,1512
Gde1,2480
Gdf1,0
Gdf10,0
Gdf11,638
Gdf15,3
Gdf2,0
Gdf3,0
Gdf5,0
Gdf6,0
Gdf7,6
Gdf9,9
Gdi1,2103
Gdi2,15436
Gdnf,2
Gdpd1,0
Gdpd2,0
Gdpd3,16
Gdpd4,0
Gdpd5,365
Gdpgp1,454
Gem,3013
Gemin2,1456
Gemin4,4620
Gemin5,4
Gemin6,1813
Gemin7,1528
Gemin8,706
Gen1,2720
Get4,1804
Gfap,0
Gfer,1387
Gfi1,312
Gfi1b,24
Gfm1,2492
Gfm2,2824
Gfod1,30
Gfod2,526
Gfpt1,8113
Gfpt2,0
Gfra1,0
Gfra2,0
Gfra3,0
Gfra4,0
Gfral,0
Gfy,0
Gga1,1476
Gga2,4434
Gga3,3419
Ggact,959
Ggct,228
Ggcx,0
Ggh,0
Ggn,35
Ggnbp1,377
Ggnbp2,6032
Ggnbp2os,44
Ggps1,3033
Ggt1,166
Ggt5,4
Ggt6,4
Ggt7,134
Ggta1,5047
Gh,49
Ghdc,799
Ghitm,36851
Ghr,0
Ghrh,0
Ghrhr,0
Ghrl,537
Ghsr,0
Gid4,4617
Gid8,4115
Gif,2
Gigyf1,2943
Gigyf2,13619
Gimap1,4737
Gimap1os,44
Gimap3,64
Gimap4,67
Gimap5,2643
Gimap6,5161
Gimap7,119
Gimap8,2269
Gimap9,1653
Gin1,360
Ginm1,850
Gins1,1088
Gins2,1297
Gins3,638
Gins4,2295
Gip,0
Gipc1,866
Gipc2,6
Gipc3,34
Gipr,24
Git1,4236
Git2,2816
Gja1,158
Gja10,5
Gja3,0
Gja4,3
Gja5,0
Gja6,4
Gja8,15
Gjb1,0
Gjb2,5
Gjb3,0
Gjb4,0
Gjb5,0
Gjb6,0
Gjc1,2
Gjc2,4
Gjc3,0
Gjd2,0
Gjd3,4
Gjd4,0
Gje1,0
Gk2,0
Gk5,522
Gkap1,1
Gkn1,0
Gkn2,0
Gkn3,0
Gla,1365
Glb1,4753
Glb1l,202
Glb1l2,0
Glb1l3,0
Glcci1,3146
Glce,1500
Gldc,111
Gldn,0
Gldnos,0
Gle1,2883
Glg1,7385
Gli1,13
Gli2,0
Gli3,0
Glipr1,7925
Glipr1l1,11
Glipr1l2,0
Glipr1l3,0
Glipr2,2837
Glis1,40
Glis2,798
