gene_id,Satrom-mRNA-15mT_CTTGTA_L003_001
Slc25a33,141
Slc25a34,222
Slc25a35,22
Slc25a36,6154
Slc25a37,7254
Slc25a38,800
Slc25a39,8661
Slc25a4,12874
Slc25a40,512
Slc25a41,4
Slc25a42,786
Slc25a43,140
Slc25a44,2323
Slc25a45,1815
Slc25a46,7118
Slc25a47,105
Slc25a48,0
Slc25a5,23815
Slc25a5-ps,0
Slc25a51,9244
Slc25a53,201
Slc25a54,0
Slc26a1,4
Slc26a10,104
Slc26a11,358
Slc26a2,1736
Slc26a3,2
Slc26a4,0
Slc26a5,43
Slc26a6,167
Slc26a7,0
Slc26a8,0
Slc26a9,38
Slc27a1,318
Slc27a2,0
Slc27a3,64
Slc27a4,1240
Slc27a5,2
Slc27a6,1
Slc28a1,18
Slc28a2,1309
Slc28a3,0
Slc29a1,4590
Slc29a2,297
Slc29a3,6346
Slc29a4,0
Slc2a1,5389
Slc2a10,0
Slc2a12,0
Slc2a13,0
Slc2a2,0
Slc2a3,7154
Slc2a4,0
Slc2a4rg-ps,52
Slc2a5,6
Slc2a6,1176
Slc2a7,6
Slc2a8,217
Slc2a9,157
Slc30a1,5168
Slc30a10,0
Slc30a2,2327
Slc30a3,0
Slc30a4,2936
Slc30a5,9900
Slc30a6,1471
Slc30a7,3145
Slc30a8,0
Slc30a9,4075
Slc31a1,6283
Slc31a2,537
Slc32a1,0
Slc33a1,3508
Slc34a1,0
Slc34a2,0
Slc34a3,0
Slc35a1,1756
Slc35a2,914
Slc35a3,7194
Slc35a4,5857
Slc35a5,946
Slc35b1,1257
Slc35b2,5191
Slc35b3,938
Slc35b4,2133
Slc35c1,3162
Slc35c2,4263
Slc35d1,2923
Slc35d2,738
Slc35d3,57
Slc35e1,4428
Slc35e2,3222
Slc35e3,1143
Slc35e4,490
Slc35f1,6
Slc35f2,0
Slc35f3,48
Slc35f4,2
Slc35f5,971
Slc35f6,1194
Slc35g1,1426
Slc35g2,10
Slc35g3,12
Slc36a1,970
Slc36a1os,0
Slc36a2,9
Slc36a3,51
Slc36a3os,113
Slc36a4,2419
Slc37a1,437
Slc37a2,1038
Slc37a3,1811
Slc37a4,1153
Slc38a1,33817
Slc38a10,7893
Slc38a11,0
Slc38a2,75758
Slc38a3,14
Slc38a4,2
Slc38a5,0
Slc38a6,646
Slc38a7,5437
Slc38a8,14
Slc38a9,1279
Slc39a1,4069
Slc39a1-ps,2
Slc39a10,9432
Slc39a11,2524
Slc39a12,0
Slc39a13,747
Slc39a14,7950
Slc39a2,4
Slc39a3,439
Slc39a4,1945
Slc39a5,22
Slc39a6,9710
Slc39a7,0
Slc39a8,2
Slc39a9,5525
Slc3a1,3
Slc3a2,35551
Slc40a1,0
Slc41a1,2882
Slc41a2,77
Slc41a3,45
Slc43a1,722
Slc43a2,1172
Slc43a3,13061
Slc44a1,7601
Slc44a2,7888
Slc44a3,3
Slc44a4,0
Slc44a5,0
Slc45a1,1
Slc45a2,0
Slc45a3,2114
Slc45a4,3058
Slc46a1,197
Slc46a2,0
Slc46a3,348
Slc47a1,3781
Slc47a2,56
Slc48a1,2421
Slc4a1,5
Slc4a10,0
Slc4a11,14
Slc4a1ap,3717
Slc4a2,1498
Slc4a3,191
Slc4a4,0
Slc4a5,13
Slc4a7,4039
Slc4a8,612
Slc4a9,0
Slc50a1,2078
Slc51a,0
Slc51b,2
Slc52a2,1218
Slc52a3,35
Slc5a1,4
Slc5a10,42
Slc5a11,13
Slc5a12,0
Slc5a2,1
Slc5a3,1285
Slc5a4a,0
Slc5a4b,0
Slc5a5,23
Slc5a6,1356
Slc5a7,0
Slc5a8,2
Slc5a9,291
Slc6a1,2
Slc6a11,2
Slc6a12,14
Slc6a13,927
Slc6a14,0
Slc6a15,0
Slc6a16,6
Slc6a17,2
Slc6a18,0
Slc6a19,2
Slc6a19os,0
Slc6a2,0
Slc6a20a,0
Slc6a20b,4
Slc6a3,0
Slc6a4,0
Slc6a5,0
Slc6a6,6604
Slc6a7,0
Slc6a8,3
Slc6a9,3573
Slc7a1,40018
Slc7a10,0
Slc7a11,9
Slc7a12,0
Slc7a13,0
Slc7a14,2
Slc7a15,2
Slc7a2,0
Slc7a3,6804
Slc7a4,0
Slc7a5,36450
Slc7a6,6235
Slc7a6os,2502
Slc7a7,6800
Slc7a8,0
Slc7a9,0
Slc8a1,0
Slc8a2,29
Slc8a3,6
Slc8b1,602
Slc9a1,1815
Slc9a2,0
Slc9a3,0
Slc9a3r1,3403
Slc9a3r2,1207
Slc9a4,0
Slc9a5,260
Slc9a6,1588
Slc9a7,6285
Slc9a8,2973
Slc9a9,1
Slc9b1,28
Slc9b2,0
Slc9c1,0
Slco1a1,0
Slco1a4,0
Slco1a5,0
Slco1a6,0
Slco1b2,0
Slco1c1,0
Slco2a1,2
Slco2b1,17
Slco3a1,0
Slco4a1,1121
Slco4c1,0
Slco5a1,52
Slco6b1,0
Slco6c1,0
Slco6d1,0
Slfn1,0
Slfn10-ps,559
Slfn14,8
Slfn2,2104
Slfn3,7041
Slfn4,3
Slfn5,19
Slfn5os,4
Slfn8,78
Slfn9,0
Slfnl1,1
Slirp,949
Slit1,69
Slit2,0
Slit3,2
Slitrk1,0
Slitrk2,0
Slitrk3,0
Slitrk4,0
Slitrk5,0
Slitrk6,0
Slk,16122
Slmap,24156
Slmo1,414
Slmo2,5398
Sln,0
Slpi,2
Sltm,11984
Slu7,9730
Slurp1,0
Slx,0
Slx1b,547
Slx4,2059
Slx4ip,721
Slxl1,0
Sly,0
Smad1,0
Smad2,4111
Smad3,2234
Smad4,6804
Smad5,4862
Smad6,187
Smad7,1691
Smad9,0
Smagp,285
Smap1,2255
Smap2,15640
Smarca1,13
Smarca2,3668
Smarca4,10859
Smarca5,15556
Smarca5-ps,5
Smarcad1,4838
Smarcal1,2895
Smarcb1,4667
Smarcc1,17667
Smarcc2,7737
Smarcd1,6556
Smarcd2,4205
Smarcd3,52
Smarce1,6347
Smc1a,13368
Smc1b,1
Smc2,13142
Smc2os,6
Smc3,17557
Smc4,23529
Smc5,7357
Smc6,12209
Smchd1,9682
Smco1,1
Smco2,0
Smco3,157
Smco4,2235
Smcp,0
Smcr8,8993
Smdt1,1863
Smek1,15198
Smek2,28385
Smek3-ps,0
Smg1,24734
Smg5,6835
Smg6,3981
Smg7,7158
Smg8,0
Smg9,1318
Smgc,0
Smim1,12
Smim11,1479
Smim12,1108
Smim13,4918
Smim14,3837
Smim15,5128
Smim18,0
Smim19,1174
Smim20,1589
Smim22,0
Smim23,0
Smim24,0
Smim3,967
Smim4,584
Smim5,25
Smim6,21
Smim7,4326
Smim8,1114
Smim9,0
Smlr1,0
Smn1,1
Smndc1,9856
Smo,54
Smoc1,2947
Smoc2,0
Smok2a,0
Smok2b,0
Smok3a,0
Smok3b,0
Smok3c,0
Smok4a,0
Smox,246
Smpd1,1663
Smpd2,215
Smpd3,921
Smpd4,4891
Smpd5,122
Smpdl3a,0
Smpdl3b,45
Smpx,0
Smr2,0
Smr3a,0
Sms,6317
Smt3h1-ps,6
Smt3h2-ps,4
Smt3h2-ps2,0
Smt3h2-ps3,2
Smt3h2-ps4,1
Smtn,384
Smtnl1,2
Smtnl2,24
Smu1,9339
Smug1,2159
Smurf1,2351
Smurf2,4209
Smyd1,31
Smyd2,4841
Smyd3,2802
Smyd4,1492
Smyd5,5873
Snai1,1375
Snai2,0
Snai3,103
Snap23,3045
Snap25,0
Snap29,3584
Snap47,4983
Snap91,0
Snapc1,1075
Snapc2,1361
Snapc3,893
Snapc4,4678
Snapc5,1316
Snapin,2326
Snca,0
Sncaip,0
Sncb,0
Sncg,0
Snd1,24555
Sned1,354
Snf8,2869
Snhg1,10871
Snhg10,38
Snhg11,6
Snhg12,3548
Snhg14,147
Snhg18,0
Snhg3,1126
Snhg4,1065
Snhg5,3880
Snhg6,5042
Snhg7,190
Snhg7os,7
Snhg8,2490
Snhg9,5
Snip1,3342
Snn,3913
Snora15,15
Snora16a,119
Snora17,30
Snora19,0
Snora20,5
Snora21,39
Snora23,20
Snora24,0
Snora26,0
Snora28,231
Snora2b,27
Snora3,121
Snora30,24
Snora31,145
Snora33,80
Snora34,7
Snora35,0
Snora36b,0
Snora41,132
Snora43,26
Snora44,92
Snora47,6
Snora52,99
Snora5c,77
Snora61,89
Snora62,30
Snora64,183
Snora65,627
Snora68,141
Snora69,20
Snora70,125
Snora73a,195
Snora73b,341
Snora74a,62
Snora75,87
Snora78,7
Snora7a,168
Snora81,333
Snord100,185
Snord104,165
Snord11,7
Snord110,19
Snord111,3
Snord116,0
Snord116l1,0
Snord116l2,0
Snord118,1
Snord12,221
Snord123,0
Snord13,0
Snord14a,52
Snord14c,21
Snord14d,29
Snord14e,118
Snord15a,10
Snord15b,46
Snord16a,179
Snord17,51
Snord19,64
Snord1a,0
Snord1b,55
Snord1c,66
Snord2,226
Snord22,566
Snord23,9
Snord32a,137
Snord33,24
Snord34,42
Snord35a,51
Snord35b,57
Snord37,19
Snord38a,14
Snord42a,35
Snord42b,38
Snord43,52
Snord45b,38
Snord45c,0
Snord47,162
Snord49a,154
Snord49b,78
Snord4a,48
Snord52,0
Snord53,69
Snord55,66
Snord57,137
Snord58b,39
Snord61,0
Snord64,11
Snord65,97
Snord66,18
Snord67,0
Snord68,56
Snord69,241
Snord7,0
Snord70,12
Snord71,5
Snord72,108
Snord73a,24
Snord8,8
Snord82,1
Snord83b,102
Snord85,0
Snord87,81
Snord88a,4
Snord88c,12
Snord89,22
Snord90,0
Snord91a,0
Snord92,1
Snord93,21
Snord95,40
Snord96a,0
Snord98,6
Snord99,242
Snph,0
Snrk,2567
Snrnp200,26590
Snrnp25,1808
Snrnp27,2522
Snrnp35,851
Snrnp40,5919
Snrnp48,1948
Snrnp70,20149
Snrpa,4553
Snrpa1,5957
Snrpb,9828
Snrpb2,4524
Snrpc,0
Snrpd1,5883
Snrpd2,5685
Snrpd3,9218
Snrpe,5177
Snrpf,566
Snrpg,4398
Snrpn,12
Snta1,14
Sntb1,0
Sntb2,762
Sntg1,1
Sntg2,0
Sntn,0
Snupn,1156
Snurf,0
Snw1,13382
Snx1,8218
Snx10,5577
Snx11,1161
Snx12,2851
Snx13,2527
Snx14,1918
Snx15,560
Snx16,499
Snx17,2777
Snx18,1671
Snx19,3796
Snx2,5264
Snx20,6476
Snx21,185
Snx22,85
Snx24,35
Snx25,1499
Snx27,8282
Snx29,649
Snx3,5710
Snx30,1506
Snx31,2
Snx32,73
Snx33,621
Snx4,7965
Snx5,32386
Snx6,5374
Snx7,0
Snx8,1959
Snx9,3549
Soat1,1155
Soat2,212
Sobp,0
Socs1,1380
Socs2,1973
Socs3,674
Socs4,6069
Socs5,913
Socs6,5129
Socs7,5775
Sod1,13294
Sod2,5364
Sod3,0
Soga1,3364
Soga3,0
Sohlh1,0
Sohlh2,0
Son,58483
Sorbs1,1323
Sorbs2,0
Sorbs2os,0
Sorbs3,33
Sorcs1,1
Sorcs2,133
Sorcs3,0
Sord,2862
Sorl1,10971
Sort1,1605
Sos1,11348
Sos2,8759
Sost,0
Sostdc1,0
Sowaha,0
Sowahb,0
Sowahc,6204
Sowahd,0
Sox1,0
Sox10,2
Sox11,0
Sox12,0
Sox13,7
Sox14,0
Sox15,0
Sox17,0
Sox18,4
Sox2,0
Sox21,0
Sox2ot,0
Sox3,0
Sox30,0
Sox4,0
Sox5,1
Sox5os3,0
Sox5os4,0
Sox6,8
Sox6os,0
Sox7,4
Sox8,2
Sox9,0
Sp1,24594
Sp100,5446
Sp110,3248
Sp140,3698
Sp2,2543
Sp3,15874
Sp3os,293
Sp4,1835
Sp5,0
Sp6,119
Sp7,11
Sp8,0
Sp9,0
Spa17,13
Spaca1,0
Spaca3,0
Spaca4,0
Spaca5,0
Spaca6,4
Spaca7,0
Spag1,314
Spag11a,0
Spag11b,0
Spag16,0
Spag17,13
Spag17os,0
Spag4,408
Spag5,3451
Spag6,0
Spag7,0
Spag8,4
Spag9,9002
Spam1,0
Spanxn4,0
Sparc,46
Sparcl1,0
Spast,7020
Spata1,186
Spata13,2591
Spata16,0
Spata17,12
Spata18,0
Spata19,0
Spata2,5889
Spata20,2
Spata21,0
Spata22,0
Spata24,548
Spata25,0
Spata2l,284
Spata3,0
Spata31,0
Spata31d1a,2
Spata31d1b,59
Spata31d1c,0
Spata31d1d,4
Spata32,0
Spata33,65
Spata4,0
Spata45,11
Spata5,850
Spata5l1,629
Spata6,1322
Spata7,966
Spata9,23
Spatc1,0
Spatc1l,0
Spats1,222
Spats2,8390
Spats2l,2
Spc24,1963
Spc25,1577
Spcs1,6260
Spcs2,14254
Spcs2-ps,6
Spcs3,18546
Spdef,0
Spdl1,4137
Spdya,36
Spdyb,2
Specc1,4795
Specc1l,7439
Speer1-ps1,2
Speer2,0
Speer3,0
Speer4a,0
Speer4b,0
Speer4c,0
Speer4d,0
Speer4e,0
Speer4f,0
Speer5-ps1,0
Speer6-ps1,0
Speer7-ps1,0
Speer8-ps1,0
Speer9-ps1,0
Spef1,93
Spef2,388
Speg,1710
Spem1,8
Spen,14284
Spert,0
Spesp1,0
Spg11,4345
Spg20,6871
Spg21,3661
Spg7,1680
Sphk1,54
Sphk2,2424
Sphkap,0
Spi1,2276
Spib,35436
Spic,8
Spice1,1270
Spidr,3204
Spin1,9965
Spin2-ps1,0
Spin2-ps2,0
Spin2-ps3,0
Spin2-ps4,0
Spin2-ps6,0
Spin2c,0
Spin2d,1
Spin2e,0
Spin4,0
Spink10,0
Spink11,0
Spink12,0
Spink13,0
Spink14,0
Spink2,5
Spink3,0
Spink4,8
Spink5,0
Spink6,0
Spink7,0
Spink8,2
Spinkl,0
Spint1,0
Spint2,2154
Spint3,0
Spint4,0
Spint5,0
Spire1,7584
Spire2,732
Spn,1025
Spn-ps,0
Spns1,1735
Spns2,15
Spns3,174
Spo11,3
Spocd1,0
Spock1,0
Spock2,69
Spock3,0
Spon1,11
Spon2,0
Spop,12613
Spopl,1437
Spp1,16
Spp2,0
Sppl2a,9562
Sppl2b,1133
Sppl2c,0
Sppl3,5519
Spr,1808
Spred1,9256
Spred2,4079
Spred3,557
Sprn,0
Sprr1a,0
Sprr1b,0
Sprr2a1,0
Sprr2a2,0
Sprr2a3,0
Sprr2b,0
Sprr2d,1
Sprr2e,0
Sprr2f,0
Sprr2g,0
Sprr2h,0
Sprr2i,0
Sprr2j-ps,0
Sprr2k,0
Sprr3,0
Sprr4,0
Sprtn,4714
Spry1,0
Spry2,0
Spry3,0
Spry4,15
Spryd3,2644
Spryd4,1679
Spryd7,2592
Spsb1,64
Spsb2,237
Spsb3,1125
Spsb4,0
Spt1,0
Spta1,17
Sptan1,21842
Sptb,0
Sptbn1,23732
Sptbn2,66
Sptbn4,56
Sptbn5,27
Sptlc1,4026
Sptlc2,3005
Sptlc3,0
Sptssa,3737
Sptssb,0
Spty2d1,10715
Spz1,0
Sqle,6023
Sqrdl,0
Sqstm1,23039
Sra1,1202
Srbd1,3230
Src,323
Srcap,9101
Srcin1,43
Srd5a1,211
Srd5a2,0
Srd5a3,808
Srebf1,3604
Srebf2,16238
Srek1,9477
Srek1ip1,3021
Srf,8512
Srfbp1,4451
Srgap1,10
Srgap2,4687
Srgap3,2429
Srgn,6333
Sri,7419
Srl,2853
Srm,1855
Srms,17
Srp14,3640
Srp19,4728
Srp54a,840
Srp54b,0
Srp54c,1825
Srp68,12454
Srp72,18898
Srp9,4525
Srpk1,2
Srpk2,10283
Srpk3,955
Srpr,8884
Srprb,6180
Srpx,2
Srpx2,0
Srr,922
Srrd,537
Srrm1,14790
Srrm2,61525
Srrm3,18
Srrm4,0
Srrm4os,0
Srrt,10114
Srsf1,23
Srsf10,9070
Srsf11,22560
Srsf12,0
Srsf2,29215
Srsf3,7106
Srsf4,1974
Srsf5,33949
Srsf6,28750
Srsf7,20498
Srsf9,5058
Srsx,0
Srsy,0
Srxn1,0
Sry,0
Ss18,4182
Ss18l1,1124
Ssb,17889
Ssbp1,3946
Ssbp2,635
Ssbp3,4997
Ssbp4,2565
Ssc4d,266
Ssc5d,175
Ssfa2,6860
Ssh1,3435
Ssh2,10488
Ssh3,242
Ssmem1,11
Ssna1,1759
Sspn,59
Sspo,49
Ssr1,29368
Ssr2,14857
Ssr3,34043
Ssr4,5627
Ssrp1,32722
Sssca1,1478
Sst,0
Sstr1,0
Sstr2,0
Sstr3,0
Sstr4,5
Sstr5,717
Ssty1,0
Ssty2,0
Ssu2,0
Ssu72,4343
Ssx2ip,4311
Ssx9,0
Ssxa1,0
Ssxb1,0
Ssxb10,0
Ssxb2,0
Ssxb3,0
Ssxb5,0
Ssxb6,0
Ssxb7,0
Ssxb8,0
Ssxb9,0
St13,20746
St14,1093
St18,969
St3gal1,1852
St3gal2,4103
St3gal3,1117
St3gal4,1373
St3gal5,1348
St3gal6,10231
St5,104
St6gal1,7096
St6gal2,0
St6galnac1,0
St6galnac2,81
St6galnac3,0
St6galnac4,7949
St6galnac5,0
St6galnac6,697
St7,4437
St7l,1061
St8sia1,849
St8sia2,0
St8sia3,4
St8sia3os,0
St8sia4,554
St8sia5,0
St8sia6,50629
Stab1,1187
Stab2,6
Stac,0
Stac2,2
Stac3,22
Stag1,6733
Stag2,18975
Stag3,0
Stam,2029
Stam2,2961
Stambp,1739
Stambp-ps1,0
Stambpl1,2340
Stamos,16
Stap1,6239
Stap2,169
Star,400
Stard10,240
Stard13,2046
Stard3,1021
Stard3nl,1395
Stard4,4359
Stard5,3253
Stard6,636
Stard7,10956
Stard8,2
Stard9,539
Stat1,5368
Stat2,512
Stat3,3693
Stat4,1978
Stat5a,2134
Stat5b,5174
Stat6,9339
Stau1,5755
Stau2,1273
Stbd1,1
Stc1,0
Stc2,0
Steap1,0
Steap2,0
Steap3,797
Steap4,0
Stfa1,0
Stfa2,0
Stfa2l1,0
Stfa3,0
Stil,3833
Stim1,2470
Stim2,4006
Stip1,13802
Stk10,9497
Stk11,6413
Stk11ip,3832
Stk16,910
Stk17b,32634
Stk19,0
Stk19-ps1,0
Stk24,19210
Stk25,4007
Stk26,2
Stk3,1177
Stk31,0
Stk32a,0
Stk32b,0
Stk32c,0
Stk33,0
Stk35,3416
Stk36,165
Stk38,839
Stk38l,720
Stk39,0
Stk4,16594
Stk40,3975
Stkld1,31
Stmn1,2387
Stmn1-rs1,2
Stmn1-rs2,1
Stmn2,0
Stmn3,0
Stmn4,0
Stmnd1,0
Stom,1472
Stoml1,1677
Stoml2,7181
Stoml3,0
Ston1,773
Ston2,17
Stox1,9
Stox2,1330
Stpg1,4
Stpg2,0
Stra13,1634
Stra6,12
Stra6l,812
Stra8,17
Strada,1788
Stradb,1104
Strap,23556
Strbp,16308
Strc,0
Strip1,3048
Strip2,1725
Strn,6713
Strn3,6512
Strn4,5514
Stt3a,24543
Stt3b,32325
Stub1,838
Stx11,1056
Stx12,2946
Stx16,6515
Stx17,1881
Stx18,1968
Stx19,5
Stx1a,456
Stx1b,29
Stx2,515
Stx3,1045
Stx4a,2947
Stx5a,2729
Stx6,2645
Stx7,6800
Stx8,1598
Stxbp1,3615
Stxbp2,3701
Stxbp3a,1896
Stxbp3b,1
Stxbp4,2080
Stxbp5,3592
Stxbp5l,7
Stxbp6,0
Styk1,0
Styx,1178
Styxl1,46
Sub1,49082
Sucla2,8601
Suclg1,5391
Suclg2,7814
Sucnr1,0
Suco,12440
Suds3,4576
Sufu,5382
Sugct,4
Sugp1,2773
Sugp2,1367
Sugt1,7727
Sulf1,14
Sulf2,0
Sult1a1,123
Sult1b1,0
Sult1c1,0
Sult1c2,0
Sult1d1,0
Sult1e1,0
Sult2a1,0
Sult2a2,0
Sult2a3,0
Sult2a4,0
Sult2a5,0
Sult2a6,0
Sult2a7,0
Sult2b1,4
Sult3a1,0
Sult4a1,0
Sult5a1,9
Sult6b1,12
Sumf1,1347
Sumf2,1712
Sumo1,6696
Sumo2,1081
Sumo3,5773
Sun1,2668
Sun2,4479
Sun3,0
Sun5,72
Suox,2017
Supt16,26552
Supt20,4559
Supt3,2106
Supt4a,0
Supt5,12728
Supt6,20597
Supt7l,2668
Supv3l1,3713
Surf1,1981
Surf2,1795
Surf4,12773
Surf6,4204
Susd1,8312
Susd2,139
Susd3,102
Susd4,0
Susd5,0
Susd6,4181
Suv39h1,5391
Suv39h2,2402
Suv420h1,4164
Suv420h2,2819
Suz12,19340
Sv2a,813
Sv2b,18
Sv2c,8
Sva,0
Sval1,0
Sval2,0
Sval3,0
Svep1,1
Svil,185
Svip,0
Svop,16
Svopl,1
Svs1,0
Svs2,0
Svs3a,0
Svs3b,0
Svs4,0
Svs5,0
Svs6,0
Swap70,38004
Swi5,7897
Swsap1,226
Swt1,2228
Syap1,1577
Sybu,0
Syce1,0
Syce1l,3
Syce2,5
Syce3,0
Sycn,0
Sycp1,0
Sycp1-ps1,0
Sycp2,0
Sycp2l,166
Sycp3,26
Syde1,0
Syde2,0
Syf2,3834
Syk,25016
Sympk,10754
Syn1,19
Syn2,0
Syn3,813
Syna,352
Synb,0
Sync,0
Syncrip,29614
Syndig1,0
Syndig1l,3
Syne1,361
Syne2,5450
Syne3,2235
Syne4,286
Syngap1,1578
Syngr1,1157
Syngr2,10710
Syngr3,45
Syngr4,30
Synj1,1565
Synj2,3515
Synj2bp,6785
Synm,0
Synpo,168
Synpo2,0
Synpo2l,91
Synpr,0
Synrg,5410
Syp,94
Sypl,7458
Sypl2,6
Sys1,1430
Syt1,3
Syt10,0
Syt11,825
Syt12,2
Syt13,2
Syt14,4
Syt15,8
Syt16,0
Syt17,0
Syt2,3
Syt3,33
Syt4,4
Syt5,0
Syt6,0
Syt7,0
Syt8,0
Syt9,0
Sytl1,1104
Sytl2,0
Sytl3,2369
Sytl4,0
Sytl5,41
Syvn1,11905
Szrd1,7539
Szt2,2222
T,2
T2,13
Taar1,0
Taar2,0
Taar3,0
Taar4,0
Taar5,0
Taar6,0
Taar7a,0
Taar7b,0
Taar7c-ps,0
Taar7d,0
Taar7e,0
Taar7f,0
Taar8a,0
Taar8b,0
Taar8c,0
Taar9,0
Tab1,385
Tab2,11708
Tab3,4637
Tac1,0
Tac2,0
Tac4,6
Tacc1,6384
Tacc2,16
Tacc3,5658
Taco1,1560
Tacr1,1
Tacr2,4
Tacr3,0
Tacstd2,0
Tada1,2967
Tada2a,3198
Tada2b,2752
Tada3,1101
Taf1,7658
Taf10,2483
Taf11,0
Taf12,1797
Taf13,1356
Taf15,12918
Taf1a,658
Taf1b,3361
Taf1c,1499
Taf1d,9560
Taf2,10939
Taf3,3855
Taf4a,2457
Taf4b,3607
Taf5,1534
Taf5l,9105
Taf6,3415
Taf6l,1030
Taf7,4270
Taf7l,2
Taf8,1761
Taf9,5051
Taf9b,6
Tagap,2244
Tagap1,647
Tagln,89
Tagln2,9482
Tagln3,2
Tal1,200
Tal2,4
Taldo1,2493
Tamm41,899
Tanc1,0
Tanc2,0
Tango2,0
Tango6,1269
Tank,10205
Taok1,11331
Taok2,3432
Taok3,7014
Tap1,0
Tap2,1
Tapbp,0
Tapbpl,1872
Tapt1,5669
Tarbp2,2403
Tardbp,3474
Tarm1,27
Tars,24281
Tars2,3834
Tarsl2,1363
Tas1r1,15
Tas1r2,0
Tas1r3,91
Tas2r102,0
Tas2r103,0
Tas2r104,0
Tas2r105,0
Tas2r106,0
Tas2r107,0
Tas2r108,0
Tas2r109,0
Tas2r110,0
Tas2r113,0
Tas2r114,0
Tas2r115,0
Tas2r116,0
Tas2r117,0
Tas2r118,0
Tas2r119,0
Tas2r120,0
Tas2r121,0
Tas2r122,0
Tas2r123,0
Tas2r124,0
Tas2r125,0
Tas2r126,0
Tas2r129,0
Tas2r130,0
Tas2r131,0
Tas2r134,0
Tas2r135,0
Tas2r136,0
Tas2r137,0
Tas2r138,0
Tas2r139,0
Tas2r140,0
Tas2r143,0
Tas2r144,0
Tasp1,2276
Tat,0
Tatdn1,1462
Tatdn2,7258
Tatdn3,552
Tax1bp1,9144
Tax1bp3,0
Taz,1609
Tbata,37
Tbc1d1,7002
Tbc1d10a,2240
Tbc1d10b,4158
Tbc1d10c,0
Tbc1d12,833
Tbc1d13,4101
Tbc1d14,6016
Tbc1d15,9071
Tbc1d16,7040
Tbc1d17,2862
Tbc1d19,984
Tbc1d2,27
Tbc1d20,2609
Tbc1d21,287
Tbc1d22a,2061
Tbc1d22b,1827
Tbc1d22bos,3
Tbc1d23,2944
Tbc1d24,2794
Tbc1d25,869
Tbc1d2b,556
Tbc1d30,9
Tbc1d31,8661
Tbc1d32,1626
Tbc1d4,8143
Tbc1d5,11205
Tbc1d7,823
Tbc1d8,35
Tbc1d8b,558
Tbc1d9,3195
Tbc1d9b,5491
Tbca,5064
Tbcb,1321
Tbcc,1795
Tbccd1,1983
Tbcd,3969
Tbce,1606
Tbcel,3975
Tbck,3541
Tbk1,2737
Tbkbp1,887
Tbl1x,15971
Tbl1xr1,7806
Tbl2,5350
Tbl3,3007
Tbp,3000
Tbpl1,6002
Tbpl2,7
Tbr1,14
Tbrg1,4211
Tbrg3,9
Tbrg4,9986
Tbx1,0
Tbx10,0
Tbx15,0
Tbx18,0
Tbx19,61
Tbx2,33
Tbx20,0
Tbx21,6
Tbx22,0
Tbx3,0
Tbx3os1,0
Tbx3os2,0
Tbx4,11
Tbx5,0
Tbx6,832
Tbxa2r,26
Tbxas1,0
Tc2n,0
Tcaf1,0
Tcaf2,0
Tcaf3,0
Tcaim,500
Tcam1,290
Tcap,1
Tcea1,5990
Tcea2,433
Tcea3,0
Tceal1,0
Tceal3,6
Tceal5,0
Tceal6,0
Tceal7,0
Tceal8,2
Tceanc,1465
Tceanc2,2690
Tceb1,4295
Tceb2,3388
Tceb3,14228
Tcerg1,15032
Tcerg1l,6
Tcf12,18494
Tcf15,0
Tcf19,70
Tcf20,10357
Tcf21,0
Tcf23,0
Tcf24,0
Tcf25,13017
Tcf3,22847
Tcf4,25292
Tcf7,729
Tcf7l1,742
Tcf7l2,0
Tcfl5,1
Tchh,0
Tchhl1,0
Tchp,706
Tcirg1,2068
Tcl1,0
Tcl1b1,0
Tcl1b2,0
Tcl1b3,0
Tcl1b4,0
Tcl1b5,0
Tcn2,737
Tcof1,14707
Tcp1,40730
Tcp10a,4
Tcp10b,2
Tcp10c,1
Tcp11,0
Tcp11l1,291
Tcp11l2,1114
Tcstv1,9
Tcstv3,9
Tcta,297
Tcte1,0
Tcte2,0
Tcte3,1
Tctex1d1,0
Tctex1d2,53
Tctex1d4,9
Tctn1,383
Tctn2,1
Tctn3,1230
Tdg,2644
Tdgf1,8
Tdh,2
Tdo2,11
Tdp1,3489
Tdp2,4302
Tdpoz1,0
Tdpoz2,0
Tdpoz3,0
Tdpoz4,0
Tdpoz5,0
Tdpx-ps1,6
Tdrd1,0
Tdrd12,10
Tdrd3,3607
Tdrd5,0
Tdrd6,0
Tdrd7,21
Tdrd9,0
Tdrkh,0
Tdrp,0
Tead1,2
Tead2,20
Tead3,0
Tead4,15
Tec,5639
Tecpr1,2431
Tecpr2,1681
Tecr,5265
Tecrl,0
Tecta,4
Tectb,0
Teddm1a,0
Teddm1b,0
Teddm2,0
Teddm3,0
Tef,2665
Tefm,3396
Tek,2
Tekt1,0
Tekt2,21
Tekt3,0
Tekt4,8
Tekt5,0
Telo2,2402
Ten1,853
Tenc1,97
Tenm1,0
Tenm2,0
Tenm3,2075
Tenm4,230
Tep1,2780
Tepp,157
Terc,7
Terf1,2199
Terf2,5498
Terf2ip,2713
Tert,819
Tes,4
Tesc,35
Tescl,0
Tesk1,651
Tesk2,772
Tespa1,1378
Tet1,285
Tet2,7717
Tet3,11516
Tex10,8442
Tex101,0
Tex11,0
Tex12,0
Tex13,2718
Tex13a,0
Tex14,0
Tex15,0
