gene_id,Satrom-mRNA-3hC_GGCTAC_L003_001
Gm21809,0
Gm21811,476
Gm21813,0
Gm21818,56
Gm2182,0
Gm21820,0
Gm21825,0
Gm21835,0
Gm21845,0
Gm21847,0
Gm21853,0
Gm21859,5
Gm21861,0
Gm21871,0
Gm21885,513
Gm2189,0
Gm21894,0
Gm21896,0
Gm21909,0
Gm21910,0
Gm21917,0
Gm2192,0
Gm2193,1
Gm21935,0
Gm21936,0
Gm21937,0
Gm21939,0
Gm21943,0
Gm21944,0
Gm21949,0
Gm21950,0
Gm21951,0
Gm21963,3
Gm21964,0
Gm21975,0
Gm21977,0
Gm21994,0
Gm21996,0
Gm22,11
Gm22109,0
Gm22146,0
Gm22219,0
Gm2223,38
Gm2225,18
Gm22291,0
Gm2231,0
Gm2233,0
Gm2240,0
Gm2244,0
Gm22498,0
Gm2253,7
Gm2260,0
Gm2274,0
Gm2288,0
Gm2296,9
Gm23011,0
Gm2308,8
Gm2318,0
Gm232,1
Gm2328,0
Gm23284,0
Gm23428,2
Gm2352,0
Gm23711,0
Gm2381,0
Gm2383,2
Gm2387,7
Gm2390,2
Gm2395,0
Gm23952,0
Gm2404,0
Gm2407,0
Gm24105,2
Gm2411,0
Gm2412,0
Gm24148,34
Gm2423,1
Gm2427,75
Gm24333,0
Gm2436,0
Gm2439,0
Gm24392,0
Gm2445,8
Gm2446,0
Gm24463,0
Gm2447,2
Gm24474,0
Gm2449,28
Gm2451,4
Gm2457,0
Gm24576,2
Gm24595,0
Gm2464,0
Gm2467,1
Gm2477,0
Gm2479,3
Gm2483,0
Gm2491,0
Gm2495,0
Gm2497,0
Gm25018,0
Gm2506,0
Gm2511,0
Gm2516,0
Gm2517,0
Gm2518,4
Gm25212,0
Gm2534,0
Gm2539,0
Gm25404,0
Gm25432,1012
Gm2544,0
Gm2546,10
Gm25500,27
Gm2551,0
Gm2560,0
Gm2564,0
Gm2573,12
Gm2574,4
Gm2594,0
Gm26008,4
Gm2606,0
Gm2607,1
Gm2611,0
Gm2614,0
Gm2622,0
Gm26232,1
Gm26391,0
Gm2641,0
Gm26510,112
Gm26511,0
Gm26512,0
Gm26515,38
Gm26519,0
Gm26534,27
Gm26535,4
Gm26536,3
Gm26544,0
Gm26550,2
Gm26555,0
Gm26559,0
Gm26560,0
Gm26564,0
Gm26579,7
Gm26583,6
Gm26585,16
Gm26588,131
Gm26592,0
Gm26596,0
Gm266,0
Gm26604,28
Gm26608,0
Gm26615,2
Gm26618,0
Gm26629,0
Gm2663,0
Gm26632,2
Gm26633,0
Gm26634,0
Gm26641,0
Gm26644,0
Gm26651,0
Gm26653,0
Gm2666,6
Gm26664,52
Gm26666,2
Gm26671,0
Gm26679,7
Gm26682,0
Gm26684,0
Gm26685,0
Gm26688,0
Gm26689,1
Gm26691,0
Gm26697,0
Gm26698,2
Gm26705,0
Gm26708,12
Gm26710,25
Gm26715,0
Gm26728,0
Gm26730,0
Gm26740,128
Gm26747,0
Gm26748,0
Gm26752,0
Gm26756,0
Gm2676,11
Gm26761,0
Gm26763,0
Gm26777,0
Gm26779,63
Gm26782,210
Gm26787,3
Gm26793,0
Gm26806,0
Gm26808,2
Gm26820,0
Gm26832,0
Gm26839,64
Gm26843,0
Gm26844,0
Gm26847,70
Gm26851,0
Gm26853,12
Gm26868,0
Gm26871,0
Gm26876,2
Gm26878,0
Gm26885,79
Gm26901,31
Gm26907,0
Gm26908,0
Gm26910,32
Gm26911,0
Gm26919,0
Gm26927,0
Gm2693,0
Gm2694,0
Gm26944,333
Gm26947,7
Gm2696,0
Gm26962,0
Gm26963,0
Gm26970,0
Gm26973,0
Gm26974,0
Gm26975,0
Gm26976,0
Gm26980,2
Gm26988,0
Gm26994,0
Gm26995,0
Gm27005,2
Gm27008,0
Gm27017,1
Gm27042,80
Gm27150,0
Gm2716,0
Gm27166,0
Gm27167,0
Gm27177,0
Gm27197,0
Gm27198,0
Gm27199,0
Gm27204,0
Gm2721,4
Gm27211,0
Gm27219,5
Gm27227,17
Gm27228,0
Gm27230,2
Gm27242,0
Gm27243,0
Gm27246,0
Gm27252,54
Gm27254,7
Gm27321,0
Gm2736,0
Gm2756,0
Gm27572,24
Gm2759,0
Gm2762,0
Gm2777,0
Gm2784,0
Gm27887,0
Gm2792,5
Gm2796,0
Gm2799,0
Gm2803,0
Gm28042,3
Gm2805,1
Gm28050,0
Gm28068,3
Gm28071,0
Gm28073,0
Gm28074,0
Gm28075,0
Gm28076,0
Gm28077,0
Gm2808,493
Gm28090,0
Gm281,0
Gm28111,0
Gm28114,0
Gm28127,0
Gm28133,0
Gm2814,0
Gm2815,1
Gm28154,0
Gm28165,0
Gm28167,0
Gm28175,0
Gm28178,8
Gm28181,0
Gm28185,0
Gm28207,0
Gm28209,7
Gm28219,0
Gm28220,0
Gm28225,0
Gm28231,0
Gm2824,0
Gm2825,0
Gm28255,0
Gm28258,0
Gm28260,0
Gm28280,0
Gm28284,0
Gm28291,0
Gm2830,14
Gm28301,0
Gm2832,0
Gm28321,1
Gm28326,0
Gm28347,0
Gm28356,0
Gm28357,0
Gm2836,1
Gm28365,0
Gm28368,0
Gm2837,0
Gm28375,0
Gm28377,0
Gm28380,0
Gm28382,11
Gm28384,0
Gm28392,0
Gm28397,0
Gm28408,0
Gm28410,0
Gm28411,0
Gm28419,0
Gm28422,0
Gm28423,0
Gm28441,0
Gm28442,0
Gm28453,0
Gm28455,0
Gm2848,48
Gm28486,0
Gm28497,0
Gm28504,0
Gm28515,0
Gm28518,0
Gm28522,0
Gm28523,0
Gm28530,9
Gm2854,0
Gm28542,0
Gm28548,0
Gm28574,0
Gm28576,0
Gm28578,0
Gm28581,0
Gm28583,0
Gm28590,0
Gm28596,0
Gm28601,0
Gm28606,0
Gm28609,8
Gm28617,0
Gm28626,0
Gm2863,0
Gm28643,0
Gm28644,2
Gm28645,0
Gm28649,0
Gm28650,0
Gm28651,52
Gm28656,0
Gm28657,0
Gm28678,0
Gm28682,0
Gm28685,0
Gm28699,0
Gm28703,0
Gm2871,0
Gm28710,0
Gm28716,0
Gm28729,0
Gm28738,0
Gm28739,0
Gm28764,0
Gm2877,0
Gm28783,4
Gm28784,0
Gm28787,0
Gm28800,26
Gm28802,33
Gm28818,0
Gm28836,0
Gm28837,0
Gm28840,0
Gm28850,0
Gm28856,0
Gm28857,0
Gm28867,0
Gm28871,0
Gm28874,44
Gm28876,214
Gm28877,0
Gm2888,0
Gm28881,0
Gm28888,0
Gm28905,0
Gm28916,0
Gm28923,0
Gm28929,0
Gm28938,0
Gm2897,0
Gm28979,0
Gm28980,0
Gm28987,0
Gm28996,0
Gm28998,0
Gm29010,0
Gm29012,0
Gm29024,0
Gm29027,0
Gm29029,0
Gm2904,0
Gm29040,0
Gm29050,14
Gm29062,0
Gm29065,0
Gm2907,0
Gm29073,0
Gm29081,0
Gm29087,0
Gm29089,0
Gm2913,0
Gm29138,0
Gm2914,0
Gm29142,0
Gm29152,2
Gm29154,0
Gm29155,0
Gm29165,0
Gm29181,0
Gm29183,13
Gm29204,0
Gm29211,0
Gm29214,0
Gm29215,0
Gm29228,0
Gm29230,0
Gm29240,0
Gm29241,2
Gm29243,0
Gm29249,0
Gm29255,0
Gm29257,1
Gm29258,0
Gm29260,0
Gm29263,0
Gm2927,0
Gm29276,0
Gm29286,0
Gm29293,0
Gm29312,0
Gm29319,0
Gm2933,0
Gm29338,0
Gm29354,0
Gm29360,0
Gm29371,0
Gm29376,4
Gm29382,0
Gm29383,1
Gm29386,0
Gm2939,0
Gm29393,0
Gm29396,0
Gm29411,0
Gm29412,0
Gm29418,0
Gm29426,0
Gm29428,0
Gm29443,2
Gm29461,0
Gm2947,0
Gm29475,0
Gm29478,0
Gm29485,3
Gm29486,0
Gm29492,0
Gm29495,0
Gm2950,0
Gm29503,0
Gm29504,0
Gm29506,0
Gm29507,0
Gm29508,0
Gm29514,0
Gm29525,0
Gm29530,0
Gm29536,0
Gm29538,0
Gm29539,2
Gm29545,0
Gm29559,0
Gm29565,0
Gm29571,0
Gm29582,0
Gm2959,0
Gm29590,0
Gm29595,2
Gm29603,6
Gm29605,0
Gm2961,0
Gm29619,0
Gm2962,6
Gm29620,0
Gm29627,0
Gm29630,0
Gm29634,0
Gm29637,0
Gm29638,0
Gm2964,0
Gm29642,0
Gm29647,0
Gm2965,0
Gm29659,0
Gm29669,0
Gm29673,0
Gm29674,0
Gm29676,0
Gm29677,0
Gm29678,0
Gm29679,0
Gm29680,0
Gm29681,0
Gm29682,0
Gm29683,0
Gm29684,0
Gm29685,0
Gm29686,0
Gm29687,0
Gm29688,3
Gm29689,0
Gm29690,82
Gm29691,0
Gm29692,0
Gm29695,0
Gm29696,0
Gm29697,0
Gm29700,0
Gm29701,0
Gm29704,0
Gm29705,0
Gm29706,0
Gm29707,0
Gm29711,0
Gm29712,0
Gm29713,0
Gm29714,0
Gm29716,12
Gm29717,0
Gm29718,0
Gm29719,79
Gm29720,2
Gm29721,124
Gm29722,0
Gm29724,4
Gm29725,0
Gm29726,0
Gm29728,1
Gm29729,0
Gm29730,0
Gm29732,3
Gm29733,0
Gm29735,0
Gm29736,0
Gm29737,0
Gm29738,0
Gm29739,1
Gm29740,0
Gm29741,0
Gm29742,0
Gm29743,0
Gm29745,0
Gm29747,0
Gm29748,0
Gm29750,0
Gm29753,6
Gm29754,0
Gm29755,0
Gm29758,0
Gm29759,0
Gm29761,0
Gm29762,0
Gm29763,0
Gm29764,0
Gm29766,0
Gm29767,0
Gm29769,0
Gm2977,0
Gm29770,1
Gm29771,0
Gm29772,0
Gm29773,0
Gm29774,0
Gm29776,2
Gm29777,0
Gm29778,0
Gm29779,8609
Gm29781,3
Gm29782,18
Gm29783,0
Gm29785,0
Gm29787,0
Gm29789,0
Gm2979,0
Gm29790,0
Gm29791,0
Gm29793,0
Gm29794,2
Gm29795,0
Gm29796,0
Gm29797,7
Gm29798,0
Gm29799,0
Gm29800,0
Gm29801,0
Gm29802,0
Gm29803,0
Gm29804,0
Gm29805,0
Gm29806,0
Gm29807,0
Gm29808,15
Gm29809,0
Gm29810,0
Gm29811,9
Gm29812,1
Gm29813,0
Gm29814,0
Gm29815,0
Gm29816,0
Gm29817,0
Gm29818,0
Gm29820,0
Gm29821,0
Gm29822,0
Gm29823,0
Gm29824,0
Gm29825,0
Gm29826,0
Gm29829,0
Gm29830,0
Gm29831,4
Gm29832,0
Gm29834,0
Gm29835,0
Gm29836,0
Gm29838,0
Gm29839,0
Gm29842,0
Gm29843,0
Gm29844,1
Gm29845,0
Gm29846,4
Gm29847,1
Gm29848,0
Gm29850,3
Gm29851,0
Gm29852,1
Gm29853,9
Gm29854,0
Gm29855,0
Gm29856,0
Gm29857,0
Gm29858,0
Gm29859,0
Gm29860,0
Gm29861,0
Gm29862,0
Gm29863,0
Gm29864,0
Gm29865,0
Gm29868,34
Gm29870,0
Gm29871,0
Gm29872,0
Gm29873,0
Gm29874,0
Gm29875,0
Gm29878,0
Gm29879,0
Gm29880,0
Gm29881,9
Gm29883,0
Gm29884,0
Gm29885,0
Gm29886,4
Gm29887,0
Gm29889,0
Gm29890,0
Gm29891,0
Gm29892,1
Gm29895,0
Gm29896,0
Gm29897,2
Gm29898,16
Gm29899,0
Gm29901,0
Gm29903,0
Gm29904,0
Gm29905,2
Gm29906,0
Gm29907,0
Gm29908,2
Gm29909,0
Gm2991,4
Gm29911,0
Gm29913,0
Gm29914,0
Gm29915,0
Gm29916,0
Gm29917,0
Gm29918,4
Gm29919,0
Gm29920,0
Gm29921,0
Gm29922,0
Gm29924,0
Gm29926,0
Gm29927,0
Gm29928,0
Gm29930,0
Gm29931,0
Gm29932,5
Gm29933,0
Gm29935,0
Gm29936,0
Gm29938,0
Gm29940,0
Gm29942,1
Gm29943,0
Gm29944,0
Gm29945,31
Gm29946,7
Gm29947,0
Gm29948,7
Gm29949,0
Gm29950,0
Gm29952,0
Gm29953,26
Gm29954,0
Gm29955,0
Gm29957,28
Gm29958,0
Gm29959,0
Gm29960,0
Gm29961,0
Gm29962,0
Gm29964,0
Gm29966,0
Gm29967,0
Gm29968,0
Gm29972,0
Gm29975,0
Gm29976,0
Gm29977,2
Gm29978,0
Gm29979,0
Gm29982,0
Gm29984,5
Gm29985,1
Gm29986,0
Gm29987,0
Gm29992,0
Gm29993,0
Gm29994,8
Gm29995,0
Gm29996,3
Gm29997,0
Gm29998,3
Gm29999,0
Gm2a,1142
Gm30001,0
Gm30003,0
Gm30005,0
Gm30006,0
Gm30008,0
Gm30009,0
Gm30011,0
Gm30012,21
Gm30013,2
Gm30015,2
Gm30016,2
Gm30017,0
Gm30018,0
Gm30019,2
Gm3002,0
Gm30020,0
Gm30021,2
Gm30022,97
Gm30023,1
Gm30025,13
Gm30026,0
Gm30027,4
Gm30028,0
Gm30031,0
Gm30032,0
Gm30033,0
Gm30034,4
Gm30035,0
Gm30036,0
Gm30039,0
Gm30040,2
Gm30041,0
Gm30042,0
Gm30044,0
Gm30047,0
Gm30048,12
Gm30049,0
Gm30050,0
Gm30052,0
Gm30054,15
Gm30055,10
Gm30056,0
Gm30057,0
Gm30058,4
Gm30059,0
Gm30060,2
Gm30061,3
Gm30062,20
Gm30063,0
Gm30064,0
Gm30066,1
Gm30067,2
Gm30068,0
Gm30069,0
Gm30073,0
Gm30074,0
Gm30075,0
Gm30076,6
Gm30078,4
Gm30079,371
Gm30081,0
Gm30082,0
Gm30083,0
Gm30084,0
Gm30085,0
Gm30086,4
Gm30088,0
Gm30089,4
Gm30090,1
Gm30091,24
Gm30092,0
Gm30093,0
Gm30094,0
Gm30095,0
Gm30097,0
Gm30101,5
Gm30102,0
Gm30103,0
Gm30104,0
Gm30106,0
Gm30107,0
Gm30108,66
Gm30110,16
Gm30112,29
Gm30113,0
Gm30115,0
Gm30116,0
Gm30117,3
Gm30118,0
Gm30119,0
Gm3012,0
Gm30120,0
Gm30121,0
Gm30122,3
Gm30123,0
Gm30124,0
Gm30125,0
Gm30126,0
Gm30127,1
Gm30130,38
Gm30132,0
Gm30134,106
Gm30135,8
Gm30136,0
Gm30138,0
Gm30139,4
Gm30140,0
Gm30141,0
Gm30142,0
Gm30143,0
Gm30144,4
Gm30145,0
Gm30147,0
Gm30149,17
Gm30150,6
Gm30151,6
Gm30153,0
Gm30154,0
Gm30155,0
Gm30157,0
Gm30158,0
Gm30159,0
Gm30160,0
Gm30162,0
Gm30163,0
Gm30164,0
Gm30165,0
Gm30166,0
Gm30168,0
Gm30169,2
Gm30172,0
Gm30173,0
Gm30177,0
Gm30178,0
Gm30179,0
Gm30181,7
Gm30184,0
Gm30185,9
Gm30186,0
Gm30187,0
Gm30188,0
Gm30189,236
Gm30190,0
Gm30192,0
Gm30193,0
Gm30195,0
Gm30196,0
Gm30198,21
Gm30199,0
Gm3020,0
Gm30204,0
Gm30206,0
Gm30207,0
Gm30208,4
Gm30209,0
Gm30211,19
Gm30212,0
Gm30213,0
Gm30215,0
Gm30216,0
Gm30217,0
Gm30219,0
Gm30220,0
Gm30223,0
Gm30224,0
Gm30225,0
Gm30228,0
Gm30229,13
Gm30230,0
Gm30232,0
Gm30233,17
Gm30234,0
Gm30235,0
Gm30236,0
Gm30238,10
Gm30239,1
Gm30240,0
Gm30241,0
Gm30242,0
Gm30243,0
Gm30244,11
Gm30245,0
Gm30246,0
Gm30247,0
Gm30248,0
Gm30251,5
Gm30252,0
Gm30254,2
Gm30255,0
Gm30256,0
Gm30257,0
Gm30258,0
Gm30259,0
Gm30260,0
Gm30262,0
Gm30263,0
Gm30266,0
Gm30267,5
Gm30270,0
Gm30271,103
Gm30272,0
Gm30273,30
Gm30274,27
Gm30275,0
Gm30276,0
Gm30279,0
Gm30280,0
Gm30281,3
Gm30283,0
Gm30284,12
Gm30285,0
Gm30286,14
Gm30288,0
Gm30289,19
Gm3029,0
Gm30290,0
Gm30291,0
Gm30292,1
Gm30293,0
Gm30294,10
Gm30296,2
Gm30298,23
Gm30301,4
Gm30302,0
Gm30303,0
Gm30305,0
Gm30306,0
Gm30308,0
Gm30309,0
Gm30310,2
Gm30311,0
Gm30313,0
Gm30314,13
Gm30316,2
Gm30318,0
Gm30319,0
Gm3032,0
Gm30320,0
Gm30321,16
Gm30322,0
Gm30325,0
Gm30327,0
Gm30328,0
Gm30330,0
Gm30331,4
Gm30332,0
Gm30333,0
Gm30334,0
Gm30335,0
Gm30337,0
Gm30338,0
Gm30339,30
Gm30340,0
Gm30341,0
Gm30342,0
Gm30344,0
Gm30345,0
Gm30346,0
Gm30347,0
Gm30350,0
Gm30351,0
Gm30352,9
Gm30354,0
Gm30355,0
Gm30360,0
Gm30362,0
Gm30363,10
Gm30364,4
Gm30365,0
Gm30366,0
Gm30367,1
Gm30368,2
Gm30369,0
Gm30370,0
Gm30371,0
Gm30373,0
Gm30374,2
Gm30375,2
Gm30377,6
Gm30378,6
Gm30381,0
Gm30384,0
Gm30388,0
Gm30389,0
Gm30391,0
Gm30392,0
Gm30395,0
Gm30396,2
Gm30397,0
Gm30400,0
Gm30401,0
Gm30402,0
Gm30403,0
Gm30405,0
Gm30408,2
Gm30409,0
Gm30411,2
Gm30413,22
Gm30415,4
Gm30416,0
Gm30417,0
Gm30419,0
Gm30420,0
Gm30421,0
Gm30422,0
Gm30423,0
Gm30426,0
Gm30427,7
Gm30429,5
Gm3043,0
Gm30431,0
Gm30432,0
Gm30435,0
Gm30437,0
Gm30438,0
Gm30439,0
Gm30440,0
Gm30442,0
Gm30443,0
Gm30444,0
Gm30446,0
Gm30447,7
Gm30448,0
Gm3045,0
Gm30451,0
Gm30452,0
Gm30453,0
Gm30454,0
Gm30455,41
Gm30456,2
Gm30457,0
Gm30458,1
Gm30459,0
Gm30461,364
Gm30464,0
Gm30465,0
Gm30466,101
Gm30467,0
Gm30469,0
Gm3047,0
Gm30470,0
Gm30471,0
Gm30472,0
Gm30473,0
Gm30474,0
Gm30475,0
Gm30476,2
Gm30478,0
Gm30480,2
Gm30482,0
Gm30484,0
Gm30487,0
Gm30489,0
Gm30490,0
Gm30492,0
Gm30493,0
Gm30494,0
Gm30496,906
Gm30498,0
Gm3050,0
Gm30500,3
Gm30501,0
Gm30502,0
Gm30504,0
Gm30505,7
Gm30507,0
Gm30509,8
Gm30510,0
Gm30512,0
Gm30513,0
Gm30515,0
Gm30516,0
Gm30517,0
Gm30518,0
Gm30519,0
Gm30520,0
Gm30521,0
Gm30522,0
Gm30524,0
Gm30525,0
Gm30527,0
Gm30528,556
Gm30529,0
Gm30530,0
Gm30531,0
Gm30532,0
Gm30534,0
Gm30536,0
Gm30537,0
Gm30539,0
Gm30541,6
Gm30543,2
Gm30544,0
Gm30548,0
Gm30549,0
Gm3055,39
Gm30550,4
Gm30551,0
Gm30552,0
Gm30553,4
Gm30554,0
Gm30556,0
Gm30557,0
Gm30559,0
Gm30560,0
Gm30561,2
Gm30562,0
Gm30563,0
Gm30564,0
Gm30565,0
Gm30567,0
Gm30568,0
Gm30569,0
Gm30570,0
Gm30571,0
Gm30572,0
Gm30575,0
Gm30577,0
Gm30581,16
Gm30582,2
Gm30583,0
Gm30584,0
Gm30585,0
Gm30586,0
Gm30587,20
Gm30588,0
Gm30589,0
Gm30590,3
Gm30591,0
Gm30593,0
Gm30595,0
Gm30596,0
Gm30599,0
Gm30600,0
Gm30601,2
Gm30602,0
Gm30603,0
Gm30604,0
Gm30605,0
Gm30608,0
Gm30609,0
Gm30611,0
Gm30615,0
Gm30617,0
Gm30618,1
Gm30619,0
Gm30620,0
Gm30622,0
Gm30624,0
Gm30625,0
Gm30627,0
Gm30628,0
Gm30629,0
Gm30631,22
Gm30632,0
Gm30633,0
Gm30634,0
Gm30635,0
Gm30636,0
Gm30639,0
Gm30640,0
Gm30642,0
Gm30644,0
Gm30645,0
Gm30646,0
Gm30648,0
Gm30649,0
Gm30652,0
Gm30654,0
Gm30657,3
Gm30658,0
Gm30660,0
Gm30661,105
Gm30662,0
Gm30663,0
Gm30664,2
Gm30665,0
Gm30666,2
Gm30667,0
Gm30668,0
Gm30671,8
Gm30672,0
Gm30673,0
Gm30674,0
Gm30675,0
Gm30676,0
Gm30678,3
Gm30679,2
Gm30680,22
Gm30681,0
Gm30682,2
Gm30684,2
Gm30687,0
Gm30688,0
Gm30690,0
Gm30691,0
Gm30692,0
Gm30693,112
Gm30694,0
Gm30695,0
Gm30697,226
Gm30698,26
Gm30699,0
Gm30700,0
Gm30701,0
Gm30704,0
Gm30706,2
Gm30707,0
Gm30708,27
Gm30709,0
Gm30712,0
Gm30713,0
Gm30714,0
Gm30716,0
Gm30717,0
Gm30718,8
Gm30719,0
Gm30720,0
Gm30723,0
Gm30724,0
Gm30726,0
Gm30728,0
Gm30729,0
Gm30730,0
Gm30732,0
Gm30733,0
Gm30734,0
Gm30735,0
Gm30737,0
Gm30744,0
Gm30745,0
Gm30746,0
Gm30747,2
Gm30748,0
Gm30749,0
Gm30751,0
Gm30752,0
Gm30753,0
Gm30754,0
Gm30755,0
Gm30756,0
Gm30757,0
Gm30759,0
Gm3076,0
Gm30760,0
Gm30761,0
Gm30762,5
Gm30763,0
Gm30764,0
Gm30765,0
Gm30767,0
Gm30769,0
Gm30770,0
Gm30771,1
Gm30774,0
Gm30778,0
Gm30779,0
Gm30781,0
Gm30782,0
Gm30783,0
Gm30784,0
Gm30785,0
Gm30786,0
Gm30788,0
Gm30789,0
Gm30790,0
Gm30791,0
Gm30792,0
Gm30794,4
Gm30795,0
Gm30796,0
Gm30797,0
Gm30798,0
Gm30799,0
Gm30802,0
Gm30803,0
Gm30804,2
Gm30806,0
Gm30807,6
Gm30808,0
Gm30809,5
Gm30810,0
Gm30812,0
Gm30814,0
Gm30815,0
Gm30816,8
Gm30818,0
Gm30820,0
Gm30821,0
Gm30822,0
Gm30823,39
Gm30824,0
Gm30826,0
Gm30827,41
Gm30828,0
Gm30829,0
Gm30833,0
Gm30835,0
Gm30836,125
Gm30837,0
Gm30838,1
Gm30839,0
Gm30840,2
Gm30842,0
Gm30843,0
Gm30845,0
Gm30847,0
Gm30848,0
Gm30849,0
Gm30851,0
Gm30853,0
Gm30855,3
Gm3086,9
Gm30861,0
Gm30863,0
Gm30866,0
Gm30867,0
Gm30868,29
Gm30869,0
Gm30871,0
Gm30872,0
Gm30873,0
Gm30874,0
Gm30875,0
Gm30877,4
Gm30880,0
Gm30881,9
Gm30883,0
Gm30886,0
Gm30888,0
Gm30889,14
Gm3089,0
Gm30890,0
Gm30891,3
Gm30892,0
Gm30893,0
Gm30895,0
Gm30896,0
Gm30898,0
Gm30900,0
Gm30903,0
Gm30904,0
Gm30905,0
Gm30906,0
Gm30907,0
Gm30908,0
Gm30909,0
Gm30910,0
Gm30911,0
Gm30912,0
Gm30913,0
Gm30914,0
Gm30915,0
Gm30916,0
Gm30918,1
Gm30922,1
Gm30924,32
Gm30925,0
Gm30926,0
Gm30927,0
Gm30928,0
Gm30929,0
Gm30931,0
Gm30932,0
Gm30933,34
Gm30934,2
Gm30935,0
Gm30936,0
Gm30938,0
Gm30939,3
Gm30940,0
Gm30941,0
Gm30942,0
Gm30943,0
Gm30944,0
Gm30946,0
Gm30948,0
Gm30949,4
Gm3095,0
Gm30950,0
Gm30953,0
Gm30954,0
Gm30956,2
Gm30957,0
Gm30958,0
Gm30959,0
Gm30960,0
Gm30961,0
Gm30962,0
Gm30963,2
Gm30964,0
Gm30966,0
Gm30967,13
Gm30968,0
Gm30969,2
Gm30970,8
Gm30971,0
Gm30972,88
Gm30973,3
Gm30974,0
Gm30977,0
Gm30978,0
Gm30983,0
Gm30984,1
Gm30985,0
Gm30986,0
Gm30990,15
Gm30991,0
Gm30992,84
Gm30993,0
Gm30995,0
Gm30996,0
Gm30998,0
Gm30999,0
Gm31001,0
Gm31003,0
Gm31004,0
Gm31005,2
Gm31006,0
Gm31007,0
Gm31009,0
Gm31011,0
Gm31012,0
Gm31013,0
Gm31014,0
Gm31015,2
Gm31016,0
Gm31017,0
Gm31018,0
Gm31020,0
Gm31022,0
Gm31023,0
Gm31025,0
Gm31026,0
Gm31028,0
Gm3103,0
Gm31032,0
Gm31034,0
Gm31035,0
Gm31036,1
Gm31037,0
Gm31039,0
Gm31040,4
Gm31042,0
Gm31044,0
Gm31045,0
Gm31046,0
Gm31047,2
Gm31048,0
Gm31049,0
Gm31050,0
Gm31054,19
Gm31055,0
Gm31056,0
Gm31057,0
Gm31058,0
Gm31059,4
Gm3106,0
Gm31060,0
Gm31061,0
Gm31063,0
Gm31064,0
Gm31065,2
Gm31066,0
Gm31067,0
Gm31068,0
Gm31069,0
Gm31070,0
Gm31072,0
Gm31075,0
Gm31076,0
Gm31077,0
Gm31078,0
Gm31080,0
Gm31082,0
Gm31083,0
Gm31084,0
Gm31085,0
Gm31086,0
Gm31087,0
Gm31088,1
Gm31089,0
Gm31090,10
Gm31091,0
Gm31092,0
Gm31095,0
Gm31096,0
Gm31097,0
Gm31101,0
Gm31102,9
Gm31103,0
Gm31104,0
Gm31105,0
Gm31106,0
Gm31107,0
Gm31109,2
Gm31111,15
Gm31113,0
Gm31114,0
Gm31115,0
Gm31117,0
Gm31118,0
Gm31120,0
Gm31121,0
Gm31125,0
Gm31126,0
Gm31127,0
Gm31128,0
Gm31129,0
Gm31130,0
Gm31131,0
Gm31132,0
Gm31133,13
Gm31134,6
Gm31135,0
Gm31136,0
Gm31137,2
Gm31138,0
Gm31140,0
Gm31141,0
Gm31142,0
Gm31143,0
Gm31144,0
Gm31145,0
Gm31146,0
Gm31147,0
Gm31148,0
Gm3115,0
Gm31151,2
Gm31152,0
Gm31154,0
Gm31155,0
Gm31156,0
Gm31157,0
Gm31159,0
Gm31160,0
Gm31161,8
Gm31162,3
Gm31164,0
Gm31165,0
Gm31166,47
Gm31169,0
Gm31171,0
Gm31172,2
Gm31175,1
Gm31177,1
Gm31178,6
Gm31179,0
Gm31180,0
Gm31182,0
Gm31183,0
Gm31187,0
Gm31188,0
Gm31189,2
Gm31190,0
Gm31191,2
Gm31192,1
Gm31194,1
Gm31195,0
Gm31196,1
Gm31197,0
Gm31198,0
Gm31201,2
Gm31202,0
Gm31204,16
Gm31205,0
Gm31206,0
Gm31207,0
Gm31208,2
Gm31209,9
Gm3121,0
Gm31210,0
Gm31211,0
Gm31213,0
Gm31214,43
Gm31216,1
Gm31217,0
Gm31218,0
Gm31219,5
Gm31220,0
Gm31221,0
Gm31222,13
Gm31223,25
Gm31224,6
Gm31225,0
Gm31226,0
Gm31227,0
Gm31228,6
Gm31230,0
Gm31231,0
Gm31233,0
Gm31234,0
Gm31235,0
Gm31237,0
Gm31239,0
Gm31240,0
Gm31242,5
Gm31243,0
Gm31244,0
Gm31248,0
Gm31249,0
Gm31250,0
Gm31251,0
Gm31252,0
Gm31253,37
Gm31254,0
Gm31255,12
Gm31256,0
Gm31258,0
Gm31259,481
Gm3126,0
Gm31260,0
Gm31261,2
Gm31262,0
Gm31263,0
Gm31264,0
Gm31265,0
Gm31267,0
Gm31268,0
Gm31269,8
Gm3127,0
Gm31271,0
Gm31273,0
Gm31274,0
Gm31276,0
Gm31277,0
Gm31278,0
Gm31279,0
Gm31281,0
Gm31282,0
Gm31283,0
Gm31284,0
Gm31285,2
Gm31286,0
Gm31288,0
Gm31289,0
Gm31290,23
Gm31291,4
Gm31292,100
Gm31294,0
Gm31295,0
Gm31298,8
Gm31300,2
Gm31301,0
Gm31302,22
Gm31304,0
Gm31305,0
Gm31306,0
Gm31307,0
Gm31308,0
Gm31309,0
Gm31311,0
Gm31313,0
Gm31314,0
Gm31317,0
Gm31318,0
Gm31319,0
Gm31320,0
Gm31321,6
Gm31322,0
Gm31323,0
Gm31324,0
Gm31325,0
Gm31326,0
Gm31328,0
