gene_id,Satrom-mRNA-30mT_CGATGT_L004_001
Cpne8,8
Cpne9,20
Cpo,0
Cpox,5453
Cpped1,1916
Cpq,0
Cps1,0
Cpsf1,5208
Cpsf2,8848
Cpsf3,6163
Cpsf3l,3367
Cpsf4,2291
Cpsf4l,10
Cpsf6,12344
Cpsf7,4460
Cpt1a,1219
Cpt1b,3
Cpt1c,46
Cpt2,1281
Cptp,1416
Cpvl,2
Cpxcr1,0
Cpxm1,71
Cpxm2,0
Cpz,0
Cr1l,2260
Cr2,5
Crabp1,0
Crabp2,40
Cracr2a,492
Cracr2b,6
Cradd,346
Cramp1l,3228
Crat,583
Crb1,0
Crb2,13
Crb3,2
Crbn,2683
Crcp,1431
Crct1,0
Creb1,6830
Creb3,1010
Creb3l1,136
Creb3l2,2241
Creb3l3,6
Creb3l4,32
Creb5,0
Crebbp,7914
Crebl2,400
Crebrf,4177
Crebzf,8351
Creg1,1967
Creg2,0
Creld1,117
Creld2,3745
Crem,1084
Crh,0
Crhbp,0
Crhr1,0
Crhr2,0
Crim1,5048
Crip1,1
Crip2,1
Crip3,0
Cript,1171
Crisp1,0
Crisp2,0
Crisp3,506
Crisp4,0
Crispld1,0
Crispld2,8
Crk,8711
Crkl,8462
Crlf1,14
Crlf2,613
Crlf3,3681
Crls1,2254
Crmp1,457
Crnde,0
Crnkl1,2845
Crnn,0
Crocc,798
Crot,1987
Crp,0
Crtac1,0
Crtam,6
Crtap,1856
Crtc1,1347
Crtc2,3208
Crtc3,2359
Crx,0
Crxos,6
Cry1,2593
Cry2,2430
Cryaa,0
Cryab,0
Cryba1,0
Cryba2,21
Cryba4,0
Crybb1,0
Crybb2,0
Crybb3,2
Crybg3,105
Cryga,0
Crygb,0
Crygc,0
Crygd,0
Cryge,0
Crygf,0
Crygn,3
Crygs,0
Cryl1,850
Crym,0
Cryz,1276
Cryzl1,5986
Cs,8535
Csad,381
Csdc2,23
Csde1,18424
Cse1l,12089
Csf1,923
Csf1r,1418
Csf1r-ps,0
Csf2,5
Csf2ra,20
Csf2rb,11650
Csf2rb2,2027
Csf3,5
Csf3r,1
Csgalnact1,256
Csgalnact2,1851
Csk,8154
Csl,1
Csmd1,0
Csmd2,10
Csmd2os,0
Csmd3,2
Csn1s1,0
Csn1s2a,0
Csn1s2b,0
Csn2,0
Csn3,6
Csnk1a1,26270
Csnk1d,12634
Csnk1e,3671
Csnk1g1,3633
Csnk1g2,3223
Csnk1g3,4789
Csnk2a1,6226
Csnk2a1-ps1,1
Csnk2a2,7072
Csnk2b,0
Csnka2ip,0
Cspg4,24
Cspg5,97
Cspp1,2089
Csprs,52
Csrnp1,5672
Csrnp2,605
Csrnp3,2
Csrp1,2846
Csrp2,0
Csrp2bp,2584
Csrp3,0
Cst10,0
Cst11,0
Cst12,0
Cst13,0
Cst3,3029
Cst6,4
Cst7,1966
Cst8,0
Cst9,0
Csta1,0
Cstad,14
Cstb,1676
Cstf1,4191
Cstf2,5565
Cstf2t,4085
Cstf3,3745
Cstl1,0
Ctag2,0
Ctage5,11910
Ctbp1,7418
Ctbp2,38
Ctbs,1897
Ctc1,2240
Ctcf,10821
Ctcfl,0
Ctcflos,0
Ctdnep1,0
Ctdp1,4297
Ctdsp1,3001
Ctdsp2,5625
Ctdspl,0
Ctdspl2,6654
Ctf1,0
Ctf2,6
Ctgf,0
Cth,16852
Cthrc1,0
Ctif,61
Ctla2a,0
Ctla2b,0
Ctla4,440
Ctnna1,2811
Ctnna2,2
Ctnna3,2
Ctnnal1,961
Ctnnb1,26842
Ctnnbip1,110
Ctnnbl1,2546
Ctnnd1,50
Ctnnd2,0
Ctns,0
Ctps,7947
Ctps2,2234
Ctr9,5501
Ctrb1,0
Ctrc,0
Ctrcos,0
Ctrl,26
Cts3,0
Cts6,0
Cts7,0
Cts8,0
Cts8-ps,0
Ctsa,2264
Ctsb,10917
Ctsc,19574
Ctsd,7694
Ctse,1208
Ctsf,0
Ctsg,0
Ctsh,8302
Ctsj,0
Ctsk,8
Ctsl,23
Ctsll3,0
Ctsm,0
Ctso,2817
Ctsq,0
Ctsr,0
Ctss,11651
Ctsw,111
Ctsz,4925
Cttn,3
Cttnbp2,6
Cttnbp2nl,21
Ctu1,336
Ctu2,899
Ctxn1,12
Ctxn2,0
Ctxn3,10
Cubn,0
Cuedc1,1
Cuedc2,2988
Cul1,8509
Cul2,5273
Cul3,13734
Cul4a,3085
Cul4b,5670
Cul5,4951
Cul7,5445
Cul9,13
Cuta,1174
Cutal,1
Cutc,924
Cux1,4572
Cux2,189
Cuzd1,4
Cwc15,6076
Cwc22,6172
Cwc25,2370
Cwc27,3406
Cwf19l1,2008
Cwf19l2,3318
Cwh43,2
Cx3cl1,353
Cx3cr1,4
Cxadr,20
Cxcl1,0
Cxcl10,12
Cxcl11,0
Cxcl12,4
Cxcl13,0
Cxcl14,0
Cxcl15,0
Cxcl16,0
Cxcl17,0
Cxcl2,0
Cxcl3,0
Cxcl5,0
Cxcl9,0
Cxcr1,0
Cxcr2,6
Cxcr3,4
Cxcr4,5973
Cxcr5,5446
Cxcr6,87
Cxx1a,0
Cxx1b,0
Cxx1c,0
Cxxc1,2177
Cxxc4,0
Cxxc5,918
Cyb561,0
Cyb561a3,17059
Cyb561d1,787
Cyb561d2,364
Cyb5a,1273
Cyb5b,10751
Cyb5d1,1182
Cyb5d2,470
Cyb5r1,2455
Cyb5r2,0
Cyb5r3,3409
Cyb5r4,3833
Cyb5rl,1089
Cyba,16384
Cybb,17878
Cybrd1,9
Cyc1,5239
Cycs,2940
Cyct,0
Cyfip1,3920
Cyfip2,26121
Cygb,29
Cyhr1,3062
Cylc1,0
Cylc2,0
Cyld,5628
Cym,0
Cyp11a1,4445
Cyp11b1,0
Cyp11b2,0
Cyp17a1,2
Cyp19a1,0
Cyp1a1,3
Cyp1a2,0
Cyp1b1,0
Cyp20a1,1414
Cyp21a1,0
Cyp21a2-ps,0
Cyp24a1,0
Cyp26a1,0
Cyp26b1,0
Cyp26c1,2
Cyp27a1,0
Cyp27b1,130
Cyp2a12,0
Cyp2a21-ps,0
Cyp2a22,0
Cyp2a4,0
Cyp2a5,0
Cyp2ab1,3
Cyp2b10,2
Cyp2b13,0
Cyp2b19,0
Cyp2b23,0
Cyp2b9,0
Cyp2c29,1
Cyp2c37,0
Cyp2c38,0
Cyp2c39,0
Cyp2c40,0
Cyp2c44,19
Cyp2c50,0
Cyp2c53-ps,0
Cyp2c54,0
Cyp2c55,0
Cyp2c65,2
Cyp2c66,0
Cyp2c67,0
Cyp2c68,0
Cyp2c69,0
Cyp2c70,0
Cyp2d10,0
Cyp2d11,0
Cyp2d12,0
Cyp2d13,0
Cyp2d22,14
Cyp2d26,2
Cyp2d34,0
Cyp2d37-ps,0
Cyp2d40,0
Cyp2d41-ps,0
Cyp2d67-ps,0
Cyp2d9,0
Cyp2e1,0
Cyp2f2,0
Cyp2g1,0
Cyp2j11,0
Cyp2j12,0
Cyp2j13,0
Cyp2j5,0
Cyp2j6,0
Cyp2j7,0
Cyp2j8,0
Cyp2j9,0
Cyp2r1,3
Cyp2s1,0
Cyp2t4,113
Cyp2u1,8
Cyp2w1,7
Cyp39a1,2
Cyp3a11,0
Cyp3a13,0
Cyp3a16,0
Cyp3a25,0
Cyp3a41a,0
Cyp3a41b,0
Cyp3a44,0
Cyp3a57,0
Cyp3a59,0
Cyp46a1,15
Cyp4a10,0
Cyp4a12a,0
Cyp4a12b,2
Cyp4a14,0
Cyp4a29,0
Cyp4a30b,0
Cyp4a31,0
Cyp4a32,0
Cyp4b1,0
Cyp4b1-ps1,0
Cyp4b1-ps2,0
Cyp4f13,689
Cyp4f14,0
Cyp4f15,0
Cyp4f16,498
Cyp4f17,350
Cyp4f18,1863
Cyp4f37,6
Cyp4f39,10
Cyp4f40,6
Cyp4f41-ps,15
Cyp4v3,0
Cyp4x1,0
Cyp51,10598
Cyp7a1,3
Cyp7b1,0
Cyp8b1,4
Cypt1,0
Cypt12,0
Cypt14,0
Cypt15,0
Cypt2,0
Cypt3,0
Cypt4,0
Cyr61,0
Cys1,1
Cysltr1,0
Cysltr2,6
Cysrt1,2
Cystm1,193
Cyth1,6242
Cyth2,1267
Cyth3,1386
Cyth4,2195
Cytip,7444
Cytl1,0
Cyyr1,0
D030018L15Rik,0
D030024E09Rik,0
D030025E07Rik,0
D030025P21Rik,0
D030028A08Rik,171
D030040B21Rik,6
D030045P18Rik,0
D030047H15Rik,3
D030054H15Rik,6
D030055H07Rik,11
D030056L22Rik,1320
D030068K23Rik,0
D10Bwg1379e,0
D10Jhu81e,1436
D10Wsu102e,5178
D11Wsu47e,1174
D130007C19Rik,28
D130009I18Rik,0
D130017N08Rik,168
D130020L05Rik,77
D130037M23Rik,240
D130040H23Rik,637
D130043K22Rik,8
D130052B06Rik,0
D130058E03,0
D130079A08Rik,0
D14Ertd670e,4
D15Ertd621e,17036
D16Ertd472e,10174
D16Ertd519e,0
D16Ertd727e,6
D17Ertd648e,0
D17H6S53E,0
D17H6S56E-5,0
D17Wsu92e,0
D19Bwg1357e,5672
D1Ertd622e,2131
D1Pas1,0
D230017M19Rik,91
D230025D16Rik,960
D230030E09Rik,0
D2hgdh,1153
D2Wsu81e,1305
D330023K18Rik,0
D330037F02Rik,4
D330041H03Rik,97
D330045A20Rik,0
D330050G23Rik,0
D330050I16Rik,0
D3Ertd254e,762
D3Ertd751e,1117
D430001F17Rik,2
D430018E03Rik,16
D430019H16Rik,144
D430020J02Rik,653
D430036J16Rik,0
D430041D05Rik,0
D430042O09Rik,1267
D4Ertd617e,0
D530049I02Rik,0
D5Ertd577e,0
D5Ertd579e,3292
D5Ertd605e,99
D5Ertd615e,0
D630003M21Rik,55
D630010B17Rik,0
D630013N20Rik,0
D630023F18Rik,0
D630024D03Rik,3
D630029K05Rik,3
D630033O11Rik,0
D630039A03Rik,0
D630041G03Rik,8
D630045J12Rik,2407
D630045M09Rik,0
D6Ertd474e,0
D6Ertd527e,9
D6Wsu163e,1647
D730001G18Rik,115
D730003I15Rik,151
D730003K21Rik,3
D730005E14Rik,0
D730045A05Rik,0
D730048I06Rik,0
D730050B12Rik,0
D7Ertd128e,23
D7Ertd143e,0
D7Ertd443e,0
D830005E20Rik,0
D830013O20Rik,0
D830014E11Rik,15
D830026I12Rik,0
D830030K20Rik,0
D830031N03Rik,530
D830032E09Rik,0
D830035M03Rik,25
D830044I16Rik,67
D830046C22Rik,0
D8Ertd738e,1602
D8Ertd82e,1976
D930007P13Rik,6
D930015E06Rik,9716
D930015M05Rik,51
D930016D06Rik,797
D930019O06Rik,0
D930020B18Rik,1
D930028M14Rik,16
D930030F02Rik,0
D930032P07Rik,0
D930048N14Rik,18
Daam1,12114
Daam2,36
Dab1,0
Dab2,458
Dab2ip,1663
Dach1,0
Dach2,364
Dact1,18
Dact2,0
Dact3,1051
Dad1,3392
Daf2,0
Dag1,3023
Dagla,109
Daglb,1067
Dak,1268
Dalrd3,1231
Dancr,547
Dand5,140
Dao,64
Dap,1481
Dap3,5263
Dapk1,0
Dapk2,1323
Dapk3,1107
Dapl1,0
Dapp1,1189
Dars,13016
Dars2,3851
Daw1,0
Daxx,0
Dazap1,4429
Dazap2,12246
Dazl,3
Dbf4,6171
Dbf4b,0
Dbh,0
Dbhos,0
Dbi,1416
Dbil5,6
Dbn1,447
Dbndd1,229
Dbndd2,106
Dbnl,4802
Dbp,432
Dbpht2,0
Dbr1,2949
Dbt,2946
Dbx1,0
Dbx2,30
Dcaf10,4037
Dcaf11,3506
Dcaf12,7920
Dcaf12l1,0
Dcaf12l2,0
Dcaf13,3284
Dcaf15,1612
Dcaf17,3165
Dcaf4,1112
Dcaf5,4360
Dcaf6,1021
Dcaf7,17751
Dcaf8,8677
Dcakd,3067
Dcbld1,0
Dcbld2,31
Dcc,2
Dcdc2a,0
Dcdc2b,16
Dcdc2c,0
Dcdc5,0
Dchs1,5
Dck,2439
Dclk1,0
Dclk2,12
Dclk3,78
Dclre1a,2207
Dclre1b,482
Dclre1c,1769
Dcn,0
Dcp1a,7322
Dcp1b,251
Dcp2,9103
Dcpp1,0
Dcpp2,0
Dcpp3,0
Dcps,3096
Dcst1,11
Dcst2,36
Dcstamp,0
Dct,0
Dctd,4189
Dctn1,4376
Dctn2,4073
Dctn3,1521
Dctn4,3182
Dctn5,2477
Dctn6,1261
Dctpp1,1830
Dcun1d1,3071
Dcun1d2,812
Dcun1d3,372
Dcun1d4,318
Dcun1d5,7273
Dcx,0
Dcxr,321
Dda1,2547
Ddah1,0
Ddah2,0
Ddb1,29287
Ddb2,489
Ddc,3
Ddhd1,3143
Ddhd2,1901
Ddi1,0
Ddi2,1833
Ddias,1922
Ddit3,843
Ddit4,1103
Ddit4l,11
Ddn,12
Ddo,0
Ddost,10154
Ddr1,21
Ddr2,145
Ddrgk1,2723
Ddt,1091
Ddx1,10521
Ddx10,6446
Ddx11,945
Ddx17,29446
Ddx18,4502
Ddx19a,3279
Ddx19b,3784
Ddx20,5665
Ddx21,38139
Ddx23,8231
Ddx24,8603
Ddx25,213
Ddx26b,3211
Ddx27,8512
Ddx28,1316
Ddx31,1327
Ddx39,4417
Ddx39b,0
Ddx3x,40307
Ddx3y,0
Ddx4,26
Ddx41,4686
Ddx42,11790
Ddx43,0
Ddx46,11088
Ddx47,5307
Ddx49,1940
Ddx5,57160
Ddx50,4632
Ddx51,2409
Ddx52,5511
Ddx54,7885
Ddx55,2286
Ddx56,6366
Ddx58,967
Ddx59,665
Ddx6,32827
Ddx60,0
Deaf1,813
Dear1,5
Deb1,492
Decr1,3624
Decr2,1559
Dedd,2395
Dedd2,704
Def6,44
Def8,1962
Defa-ps1,0
Defa-ps12,0
Defa-ps13,0
Defa-ps18,0
Defa-rs1,0
Defa-rs7,0
Defa17,0
Defa2,0
Defa20,0
Defa21,0
Defa22,0
Defa23,0
Defa24,0
Defa25,0
Defa26,0
Defa3,0
Defa5,0
Defb1,0
Defb10,0
Defb11,0
Defb12,0
Defb13,0
Defb14,0
Defb15,0
Defb18,0
Defb19,0
Defb2,0
Defb20,0
Defb21,0
Defb22,0
Defb23,0
Defb25,7
Defb26,0
Defb28,0
Defb29,0
Defb3,0
Defb30,0
Defb33,0
Defb34,0
Defb35,0
Defb36,0
Defb37,0
Defb38,0
Defb39,0
Defb4,0
Defb40,0
Defb41,16
Defb42,0
Defb43,0
Defb44-ps,0
Defb45,0
Defb46,0
Defb47,0
Defb48,0
Defb5,0
Defb50,0
Defb6,0
Defb7,0
Defb8,0
Defb9,0
Degs1,7424
Degs2,1
Dek,11009
Dennd1a,2941
Dennd1b,3527
Dennd1c,905
Dennd2a,1739
Dennd2c,3
Dennd2d,1685
Dennd3,3455
Dennd4a,20831
Dennd4b,3150
Dennd4c,1303
Dennd5a,2335
Dennd5b,2454
Dennd6a,6455
Dennd6b,1032
Denr,8524
Depdc1a,1078
Depdc1b,965
Depdc5,3961
Depdc7,413
Deptor,1427
Dera,1660
Derl1,14541
Derl2,115
Derl3,35
Des,661
Desi1,2395
Desi2,3483
Det1,1348
Dexi,725
Dffa,626
Dffb,1024
Dfna5,39
Dfnb59,0
Dgat1,727
Dgat2,574
Dgat2l6,30
Dgcr14,0
Dgcr2,0
Dgcr6,0
Dgcr8,0
Dgka,643
Dgkb,0
Dgkd,14149
Dgke,1554
Dgkeos,0
Dgkg,353
Dgkh,2464
Dgki,1970
Dgkk,0
Dgkq,403
Dgkz,4907
Dguok,313
Dhcr24,2160
Dhcr7,1463
Dhdds,2282
Dhdh,4782
Dhfr,3350
Dhh,0
Dhodh,1192
Dhps,1251
Dhrs1,1069
Dhrs11,285
Dhrs13,856
Dhrs13os,2
Dhrs2,0
Dhrs3,738
Dhrs4,989
Dhrs7,1819
Dhrs7b,2371
Dhrs7c,11
Dhrs9,0
Dhrsx,788
Dhtkd1,71
Dhx15,18543
Dhx16,149
Dhx29,2927
Dhx30,6015
Dhx32,1820
Dhx33,828
Dhx34,1577
Dhx35,1791
Dhx36,8796
Dhx37,3310
Dhx38,5064
Dhx40,3007
Dhx57,4447
Dhx58,397
Dhx58os,0
Dhx8,7545
Dhx9,21878
Diablo,1994
Diap1,5296
Diap2,0
Diap3,10478
Dicer1,8217
Dido1,6693
Diexf,2669
Dimt1,1289
Dio1,17
Dio2,0
Dio3,0
Dio3os,0
Dip2a,1164
Dip2b,6195
Dip2c,5
Diras1,0
Diras2,655
Dirc2,1682
Dis3,9965
Dis3l,1784
Dis3l2,1474
Disc1,0
Disp1,2184
Disp2,0
Dixdc1,17
Dkc1,15664
Dkk1,0
Dkk2,0
Dkk3,1044
Dkk4,6
Dkkl1,0
Dlat,4379
Dlc1,0
Dld,11400
Dlec1,859
Dleu2,110
Dleu7,0
Dlg1,9818
Dlg2,2
Dlg3,924
Dlg4,0
Dlg5,73
Dlgap1,119
Dlgap2,0
Dlgap3,364
Dlgap4,1864
Dlgap5,4797
Dlk1,0
Dlk2,9
Dll1,0
Dll3,32
Dll4,71
Dlst,7992
Dlx1,239
Dlx1as,8
Dlx2,0
Dlx3,14
Dlx4,68
Dlx5,0
Dlx6,0
Dlx6os1,0
Dlx6os2,0
Dmap1,1611
Dmbt1,0
Dmbx1,0
Dmc1,0
Dmd,2
Dmgdh,0
Dmkn,2
Dmp1,2
Dmpk,1
Dmr,0
Dmrt1,21
Dmrt2,0
Dmrt3,0
Dmrta1,0
Dmrta2,6
Dmrta2os,2
Dmrtb1,0
Dmrtc1a,0
Dmrtc1b,0
Dmrtc1c1,0
Dmrtc1c2,0
Dmrtc2,3
Dmtf1,6252
Dmtn,14
Dmwd,0
Dmxl1,8380
Dmxl2,7852
Dna2,1422
Dnaaf1,7
Dnaaf2,947
Dnaaf3,8
Dnaaf5,1514
Dnah1,394
Dnah10,11
Dnah11,240
Dnah12,1
Dnah14,20
Dnah17,260
Dnah2,2
Dnah3,0
Dnah5,2
Dnah6,325
Dnah7a,0
Dnah7b,1
Dnah7c,27
Dnah8,22
Dnah9,8
Dnaic1,114
Dnaic2,34
Dnaja1,4815
Dnaja2,16439
Dnaja3,3998
Dnaja4,540
Dnajb1,3746
Dnajb11,5889
Dnajb12,2303
Dnajb13,476
Dnajb14,2686
Dnajb2,798
Dnajb3,0
Dnajb4,2657
Dnajb5,108
Dnajb6,1858
Dnajb7,4
Dnajb8,0
Dnajb9,3551
Dnajc1,2854
Dnajc10,5041
Dnajc11,5784
Dnajc12,120
Dnajc13,7455
Dnajc14,3350
Dnajc15,1616
Dnajc16,1038
Dnajc17,473
Dnajc18,1342
Dnajc19,925
Dnajc19-ps,39
Dnajc2,8054
Dnajc21,5035
Dnajc22,924
Dnajc24,604
Dnajc25,536
Dnajc27,2716
Dnajc28,88
Dnajc3,8019
Dnajc30,474
Dnajc4,166
Dnajc5,9025
Dnajc5b,0
Dnajc5g,0
Dnajc6,2
Dnajc7,8325
Dnajc8,6666
Dnajc9,9100
Dnal1,408
Dnal4,909
Dnali1,125
Dnase1,81
Dnase1l1,338
Dnase1l2,17
Dnase1l3,8248
Dnase2a,1529
Dnase2b,0
Dnd1,32
Dner,1
Dnhd1,235
Dnlz,1297
Dnm1,25
Dnm1l,9558
Dnm2,4134
Dnm3,2181
Dnm3os,2
Dnmbp,2009
Dnmt1,15673
Dnmt3a,10660
Dnmt3aos,4
Dnmt3b,1910
Dnmt3l,28
Dnpep,1161
Dnph1,1689
Dntt,2
Dnttip1,1248
Dnttip2,13650
Doc2a,0
Doc2b,6
Doc2g,158
Dock1,0
Dock10,15085
Dock11,6075
Dock2,26253
Dock3,32
Dock4,572
Dock5,185
Dock6,784
Dock7,0
Dock8,9143
Dock9,4197
Dohh,2025
Dok1,300
Dok2,187
Dok3,3872
Dok4,152
Dok5,0
Dok6,0
Dok7,30
Dolk,389
Dolpp1,793
Donson,2354
Dopey1,1827
Dopey2,478
Dos,442
Dot1l,7629
Doxl2,0
Dpagt1,1279
Dpcd,1206
Dpcr1,12
Dpep1,0
Dpep2,5
Dpep3,1
Dpf1,316
Dpf2,4031
Dpf3,113
Dph1,1206
Dph2,1313
Dph3,1850
Dph5,2684
Dph6,2462
Dph7,1251
Dpm1,1856
Dpm2,817
Dpm3,439
Dpp10,75
Dpp3,3613
Dpp4,2
Dpp6,0
Dpp7,674
Dpp8,6988
Dpp9,3490
Dppa1,0
Dppa2,0
Dppa3,0
Dppa3-ps,0
Dppa4,0
Dppa5a,0
Dppa5b,0
Dppa5c,0
Dpt,0
Dpy19l1,2595
Dpy19l2,0
Dpy19l3,1372
Dpy19l4,3851
Dpy30,1552
Dpyd,0
Dpys,0
Dpysl2,592
Dpysl3,0
Dpysl4,0
Dpysl5,29
DQ267100,0
DQ267101,0
DQ267102,0
Dqx1,230
Dr1,7863
Dram1,2
Dram2,2927
Drap1,3215
Draxin,40
Drc1,0
Drc7,2
Drd1,0
Drd2,0
Drd3,0
Drd4,0
Drd5,0
Dreh,0
Drg1,10472
Drg2,2976
Drosha,11020
Drp2,30
Dsc1,0
Dsc2,0
Dsc3,0
Dscam,10
Dscaml1,3
Dscc1,1021
Dscr3,397
Dse,0
Dsel,0
Dsg1a,0
Dsg1b,0
Dsg1c,0
Dsg2,0
Dsg3,0
Dsg4,0
Dsn1,2292
Dsp,2
Dspp,0
Dst,4485
Dstn,6142
Dstyk,37
Dtd1,1873
Dtd2,1041
Dthd1,1
Dtl,16486
Dtna,0
Dtnb,1193
Dtnbp1,2363
Dtwd1,1457
Dtwd2,439
Dtx1,927
Dtx2,2229
Dtx3,4008
Dtx3l,4378
Dtx4,5690
Dtymk,2686
Duox1,8
Duox2,0
Duoxa1,0
Duoxa2,0
Dupd1,0
Dus1l,3319
Dus2,1756
Dus3l,2090
Dus4l,2094
Dusp1,1250
Dusp10,2602
Dusp11,6560
Dusp12,775
Dusp13,14
Dusp14,2046
Dusp15,0
Dusp16,2986
Dusp18,1437
Dusp19,765
Dusp2,25448
Dusp21,0
Dusp22,1775
Dusp23,0
Dusp26,5
Dusp27,0
Dusp28,75
Dusp3,2038
Dusp4,6656
Dusp5,4990
Dusp6,1069
Dusp7,1459
Dusp8,48
Dusp9,23
Dut,3216
Duxbl1,0
Duxbl2,0
Duxbl3,0
Dvl1,2625
Dvl2,59
Dvl3,1690
DXBay18,5
Dxo,0
Dydc1,0
Dydc2,0
Dym,3513
Dynap,0
Dync1h1,21259
Dync1i1,0
Dync1i2,3992
Dync1li1,2771
Dync1li2,2674
Dync2h1,4396
Dync2li1,585
Dynll1,6043
Dynll2,1582
Dynlrb1,2443
Dynlrb2,10
Dynlt1-ps1,36
Dynlt1a,407
Dynlt1b,970
Dynlt1c,15
Dynlt1f,297
Dynlt3,2980
Dyrk1a,141
Dyrk1b,100
Dyrk2,3988
Dyrk3,1206
Dyrk4,710
Dysf,13
Dytn,0
Dyx1c1,348
Dzank1,12
Dzip1,14
Dzip1l,0
Dzip3,7928
E030002O03Rik,0
E030003E18Rik,0
E030007A22Rik,130
E030010N08Rik,0
E030011O05Rik,388
E030013I19Rik,0
E030018B13Rik,0
E030019B13Rik,0
E030024N20Rik,12
E030025P04Rik,0
E030030I06Rik,102
E030042O20Rik,17
E030044B06Rik,0
E030046B03Rik,0
E130006D01Rik,0
E130008D07Rik,0
E130012A19Rik,0
E130018N17Rik,22
E130018O15Rik,0
E130102H24Rik,2
E130111B04Rik,0
E130112N10Rik,83
E130114P18Rik,0
E130119H09Rik,0
E130201H02Rik,0
E130215H24Rik,0
E130218I03Rik,8
E130304I02Rik,8
E130307A14Rik,155
E130308A19Rik,1483
E130309D02Rik,3029
E130309D14Rik,0
E130310I04Rik,1
E130311K13Rik,318
E130317F20Rik,75
E230008N13Rik,7
E230013L22Rik,139
E230015B07Rik,2
E230016K23Rik,0
E230016M11Rik,20
E230019M04Rik,0
E230025N22Rik,37
E230029C05Rik,16
E2f1,1811
E2f2,2866
E2f3,4151
E2f4,5674
E2f5,820
E2f6,1703
E2f7,520
E2f8,1004
E330009J07Rik,2274
E330011O21Rik,0
E330012B07Rik,0
E330013P04Rik,0
E330014E10Rik,0
E330016L19Rik,0
E330017A01Rik,0
E330017L17Rik,0
E330020D12Rik,471
E330021D16Rik,0
E330023G01Rik,0
E330032C10Rik,2
E330033B04Rik,46
E330034G19Rik,0
E330035G20Rik,0
E430016F16Rik,0
E430018J23Rik,233
E430024I08Rik,271
E430024P14Rik,0
E430025E21Rik,6265
E4f1,764
E530001F21Rik,0
E530001K10Rik,0
E530011L22Rik,2
Eaf1,10112
Eaf2,114
Eapp,1679
Ear-ps2,0
Ear-ps9,0
Ear1,0
Ear10,0
Ear14,0
Ear2,0
Ear6,0
Ears2,892
Ebag9,1781
Ebf1,9400
Ebf2,0
Ebf3,23
Ebf4,16
Ebi3,1718
Ebna1bp2,4988
Ebp,798
Ebpl,734
Ecd,8789
Ece1,1151
Ece2,1599
Ecel1,2
Ech1,2899
Echdc1,542
Echdc2,911
Echdc3,1099
Echs1,2663
Eci1,1995
Eci2,3716
Eci3,11
Ecm1,112
Ecm2,8
Ecscr,23
Ecsit,1485
Ect2,3972
Ect2l,0
Eda,2
Eda2r,0
Edar,0
Edaradd,46
Edc3,4652
Edc4,3526
Eddm3b,0
Edem1,7402
Edem2,3145
Edem3,4223
Edf1,2150
Edil3,0
Edn1,0
Edn2,0
Edn3,0
Ednra,0
Ednrb,0
Edrf1,1956
Eea1,4144
Eed,4153
Eef1a1,512402
Eef1a1-ps1,74
Eef1a2,0
Eef1b2,53847
Eef1d,10175
Eef1e1,4612
Eef1g,49723
Eef2,275345
Eef2k,4461
Eef2kmt,640
Eefsec,2241
Eepd1,2408
Efcab1,0
Efcab10,0
Efcab11,681
Efcab12,64
Efcab13,0
Efcab14,5440
Efcab2,380
Efcab3,256
Efcab5,94
Efcab6,2
Efcab7,476
Efcab8,0
Efcab9,159
Efcc1,41
Efemp1,0
Efemp2,24
Efhb,5
Efhc1,18
Efhc2,0
Efhd1,2
Efhd2,4182
Efna1,10
Efna2,524
Efna3,39
Efna4,113
Efna5,7
Efnb1,606
Efnb2,7
Efnb3,46
Efr3a,3556
Efr3b,382
Efs,0
Eftud1,2243
Eftud2,10620
Egf,117
Egfem1,0
Egfl6,312
Egfl7,1684
Egfl8,0
Egflam,0
Egfr,10
Egln1,2418
Egln2,6577
Egln3,0
Egr1,5627
Egr2,1914
Egr3,9
Egr4,0
Ehbp1,0
Ehbp1l1,9308
Ehd1,17937
Ehd2,390
Ehd3,3555
Ehd4,3842
Ehf,0
Ehhadh,702
Ehmt1,4612
Ehmt2,0
Ei24,2622
Eid1,1176
Eid2,0
Eid2b,121
Eid3,219
Eif1,21503
Eif1-ps1,4
Eif1-ps2,0
Eif1-ps3,0
Eif1a,21587
Eif1ad,4891
Eif1ax,5693
Eif1b,1936
Eif2a,8010
Eif2ak1,3848
Eif2ak2,2534
Eif2ak3,2931
Eif2ak4,4102
Eif2b1,3185
Eif2b2,2448
Eif2b3,2972
Eif2b4,1561
Eif2b5,6398
Eif2c5,21
Eif2d,3050
Eif2s1,13155
Eif2s2,22302
Eif2s3x,3695
Eif2s3y,0
Eif3a,75680
Eif3b,18630
Eif3c,29061
Eif3d,13279
Eif3e,34492
Eif3f,15253
Eif3g,8898
Eif3h,23007
Eif3i,2803
Eif3j1,4717
Eif3j2,30
Eif3k,8378
Eif3l,11301
Eif3m,9838
Eif3s6-ps2,21
Eif3s6-ps3,0
Eif3s6-ps4,0
Eif4a-ps4,299
Eif4a1,49301
Eif4a2,19198
Eif4a3,6455
Eif4b,121798
Eif4e,12377
Eif4e1b,0
Eif4e2,5751
Eif4e3,1815
Eif4ebp1,6786
Eif4ebp2,7558
Eif4ebp3,303
Eif4enif1,10741
Eif4g1,41587
Eif4g2,47610
Eif4g3,9264
