gene_id,Satrom-mRNA-30mC_ACTTGA_L003_001
Fam221a,21
Fam221b,0
Fam222a,51
Fam222b,2262
Fam227a,40
Fam227b,8
Fam228a,2
Fam228b,0
Fam229a,0
Fam229b,187
Fam24a,8
Fam25c,0
Fam26d,0
Fam26e,0
Fam26f,0
Fam32a,2862
Fam35a,2651
Fam3a,1154
Fam3b,6
Fam3c,6305
Fam43a,18722
Fam43b,0
Fam45a,827
Fam46a,0
Fam46b,9
Fam46c,5546
Fam46d,2
Fam47c,0
Fam47e,0
Fam49a,2933
Fam49b,11851
Fam50a,1589
Fam50b,6
Fam53a,1667
Fam53b,4721
Fam53c,5153
Fam57a,370
Fam57b,2
Fam58b,1186
Fam60a,923
Fam63a,445
Fam63b,3718
Fam64a,662
Fam65a,2116
Fam65b,2095
Fam65c,33
Fam69a,1399
Fam69b,6
Fam69c,0
Fam71a,2
Fam71b,25
Fam71d,15
Fam71e1,38
Fam71e2,2
Fam71f1,3
Fam71f2,81
Fam72a,757
Fam73a,9016
Fam73b,620
Fam76a,1779
Fam76b,4807
Fam78a,75
Fam78b,0
Fam81a,2
Fam81b,7
Fam83a,11
Fam83b,0
Fam83c,0
Fam83d,984
Fam83e,2
Fam83f,42
Fam83g,185
Fam83h,642
Fam84a,0
Fam84b,6
Fam89a,165
Fam89b,711
Fam92a,1302
Fam92b,0
Fam96a,6458
Fam96b,1120
Fam98a,4156
Fam98b,3900
Fam98c,473
Fan1,439
Fanca,1851
Fancb,1390
Fancc,805
Fancd2,3523
Fancd2os,13
Fance,0
Fancf,96
Fancg,930
Fanci,1334
Fancl,1605
Fancm,2504
Fank1,15
Fap,0
Far1,8347
Far1os,53
Far2,0
Farp1,682
Farp2,290
Fars2,1230
Farsa,4780
Farsb,2127
Fas,1220
Fasl,11
Fasn,25641
Fastk,1937
Fastkd1,2001
Fastkd2,3551
Fastkd3,1902
Fastkd5,883
Fat1,4
Fat2,0
Fat3,0
Fat4,0
Fate1,0
Fau,15326
Faxc,19
Fbf1,2361
Fbl,6652
Fblim1,73
Fbll1,0
Fbln1,791
Fbln2,19
Fbln5,118
Fbln7,0
Fbn1,11
Fbn2,1
Fbp1,2
Fbp2,1
Fbrs,7756
Fbrsl1,2302
Fbxl12,345
Fbxl12os,46
Fbxl13,3
Fbxl14,3506
Fbxl15,172
Fbxl16,19
Fbxl17,2017
Fbxl18,439
Fbxl19,3866
Fbxl2,134
Fbxl20,3981
Fbxl21,0
Fbxl22,50
Fbxl3,8877
Fbxl4,1451
Fbxl5,3536
Fbxl6,2041
Fbxl7,0
Fbxl8,582
Fbxo10,278
Fbxo11,20370
Fbxo15,10
Fbxo16,0
Fbxo17,9
Fbxo18,3541
Fbxo2,15
Fbxo21,3101
Fbxo22,2954
Fbxo24,31
Fbxo25,513
Fbxo27,0
Fbxo28,1773
Fbxo3,4831
Fbxo30,1004
Fbxo31,1219
Fbxo32,1198
Fbxo33,2725
Fbxo34,2881
Fbxo36,274
Fbxo38,6712
Fbxo39,0
Fbxo4,780
Fbxo40,814
Fbxo41,5
Fbxo42,4283
Fbxo43,0
Fbxo44,268
Fbxo45,4231
Fbxo46,695
Fbxo47,123
Fbxo48,668
Fbxo5,2937
Fbxo6,327
Fbxo7,1216
Fbxo8,1550
Fbxo9,774
Fbxw10,32
Fbxw11,8410
Fbxw13,0
Fbxw14,0
Fbxw15,0
Fbxw16,0
Fbxw17,234
Fbxw18,0
Fbxw19,0
Fbxw2,2868
Fbxw20,0
Fbxw21,0
Fbxw22,0
Fbxw23,0
Fbxw24,0
Fbxw25,0
Fbxw26,0
Fbxw27,0
Fbxw28,0
Fbxw4,1205
Fbxw5,1724
Fbxw7,2902
Fbxw8,6480
Fbxw9,357
Fcamr,308
Fcer1a,2
Fcer1g,1751
Fcer2a,40
Fcf1,1711
Fcgbp,3
Fcgr1,4
Fcgr2b,971
Fcgr3,274
Fcgr4,856
Fcgrt,12
Fcho1,3331
Fcho2,5079
Fchsd1,438
Fchsd2,6567
Fcna,5
Fcnb,0
Fcor,0
Fcrl1,2284
Fcrl5,3048
Fcrl6,0
Fcrla,513
Fcrlb,6
Fcrls,8
Fdft1,1218
Fdps,1235
Fdx1,1764
Fdx1l,96
Fdxacb1,528
Fdxr,1023
Fech,2176
Fem1a,6708
Fem1b,21450
Fem1c,4632
Fen1,6729
Fendrr,0
Fer,0
Fer1l4,8
Fer1l5,195
Fer1l6,144
Ferd3l,0
Fermt1,0
Fermt2,0
Fermt3,3795
Fes,1227
Fetub,30
Fev,0
Fez1,0
Fez2,577
Fezf1,0
Fezf2,0
Ffar1,697
Ffar2,59
Ffar3,9
Ffar4,0
Fga,0
Fgb,0
Fgd1,4
Fgd2,2121
Fgd3,2064
Fgd4,0
Fgd5,0
Fgd6,4537
Fgf1,12
Fgf10,0
Fgf11,1014
Fgf12,0
Fgf13,0
Fgf14,4
Fgf15,0
Fgf16,0
Fgf17,7
Fgf18,16
Fgf2,0
Fgf20,3
Fgf21,134
Fgf22,9
Fgf23,0
Fgf2os,1
Fgf3,0
Fgf4,0
Fgf5,0
Fgf6,0
Fgf7,2
Fgf8,2
Fgf9,39
Fgfbp1,0
Fgfbp3,172
Fgfr1,11
Fgfr1op,5040
Fgfr1op2,3715
Fgfr2,2
Fgfr3,159
Fgfr4,0
Fgfrl1,71
Fgg,0
Fggy,1066
Fgl1,0
Fgl2,9
Fgr,46
Fh1,4190
Fhad1,2050
Fhad1os1,0
Fhad1os2,40
Fhdc1,42
Fhit,48
Fhl1,0
Fhl2,0
Fhl3,513
Fhl4,101
Fhl5,0
Fhod1,572
Fhod3,5
Fibcd1,16
Fibin,0
Fibp,1206
Ficd,311
Fig4,2981
Figf,0
Figla,0
Fign,0
Fignl1,8513
Fignl2,0
Filip1,0
Filip1l,967
Fip1l1,8179
Firre,2884
Fis1,1813
Fitm1,2
Fitm2,649
Fiz1,4093
Fjx1,0
Fkbp10,12
Fkbp11,1256
Fkbp14,75
Fkbp15,4315
Fkbp1a,9895
Fkbp1a-ps1,40
Fkbp1a-ps2,0
Fkbp1a-ps3,0
Fkbp1b,50
Fkbp2,867
Fkbp3,4546
Fkbp4,14960
Fkbp5,1
Fkbp6,0
Fkbp7,66
Fkbp8,4904
Fkbp9,0
Fkbpl,0
Fkrp,2774
Fktn,5724
Flad1,1116
Flcn,5347
Flg,0
Flg2,0
Fli1,2865
Flii,4226
Flna,9792
Flnb,26955
Flnc,104
Flot1,86
Flot2,39
Flrt1,16
Flrt2,3
Flrt3,0
Flt1,302
Flt3,421
Flt3l,379
Flt4,2
Flywch1,1984
Flywch2,0
Fmn1,0
Fmn2,2
Fmnl1,3152
Fmnl2,4006
Fmnl3,3689
Fmo1,0
Fmo2,0
Fmo3,0
Fmo4,0
Fmo5,57
Fmo6,0
Fmo9,0
Fmod,0
Fmr1,5644
Fmr1nb,0
Fn1,0
Fn3k,22
Fn3krp,525
Fnbp1,14684
Fnbp1l,2603
Fnbp4,9937
Fnd3c2,0
Fndc1,1007
Fndc3a,9839
Fndc3b,0
Fndc3c1,0
Fndc4,3
Fndc5,0
Fndc7,154
Fndc8,40
Fndc9,462
Fnip1,9974
Fnip2,61
Fnta,4407
Fntb,1163
Focad,3797
Folh1,0
Folr1,10
Folr2,24
Fopnl,1424
Fos,655
Fosb,1614
Fosl1,6
Fosl2,2456
Foxa1,0
Foxa2,0
Foxa3,0
Foxb1,0
Foxb2,0
Foxc1,2
Foxc2,0
Foxd1,0
Foxd2,45
Foxd2os,217
Foxd3,0
Foxd4,0
Foxe1,0
Foxe3,0
Foxf1,3
Foxf2,0
Foxg1,0
Foxh1,13
Foxi1,10
Foxi2,0
Foxi3,0
Foxj1,80
Foxj2,1326
Foxj3,6331
Foxk1,5089
Foxk2,5146
Foxl1,0
Foxl2,0
Foxl2os,0
Foxm1,4614
Foxn1,3
Foxn2,5978
Foxn3,6767
Foxn4,0
Foxo1,7978
Foxo3,4431
Foxo4,1243
Foxo6,31
Foxo6os,18
Foxp1,13448
Foxp2,0
Foxp3,33
Foxp4,3232
Foxq1,1
Foxr1,42
Foxr2,0
Foxred1,2302
Foxred2,52
Foxs1,6
Fpgs,2523
Fpgt,2297
Fpr-rs3,0
Fpr-rs4,0
Fpr-rs5,0
Fpr-rs6,0
Fpr-rs7,0
Fpr1,0
Fpr2,0
Fpr3,0
Fra10ac1,1615
Fras1,16289
Frat1,296
Frat2,1044
Frem1,0
Frem2,1
Frem3,0
Frg1,677
Frk,0
Frmd3,1
Frmd4a,4
Frmd4b,215
Frmd5,354
Frmd6,3
Frmd7,0
Frmd8,1997
Frmd8os,4
Frmpd1,0
Frmpd1os,0
Frmpd3,0
Frmpd4,14
Frrs1,1318
Frrs1l,0
Frs2,4425
Frs3,98
Frs3os,1
Fry,4
Fryl,9275
Frzb,0
Fsbp,38
Fscb,0
Fscn1,164
Fscn2,17
Fscn3,6
Fsd1,1
Fsd1l,22
Fsd2,147
Fshb,0
Fshr,0
Fsip1,105
Fsip2,0
Fst,0
Fstl1,303
Fstl3,1
Fstl4,0
Fstl5,1
Ftcd,0
Fth1,45228
Fthl17,0
Ftl1,14407
Ftl2,734
Ftmt,0
Fto,5866
Ftsj1,988
Ftsj2,596
Ftsj3,13517
Ftx,353
Fubp1,12528
Fubp3,5451
Fuca1,2121
Fuca2,2564
Fuk,620
Fundc1,2348
Fundc2,2058
Fuom,10
Furin,7690
Fus,27345
Fut1,669
Fut10,1
Fut11,195
Fut2,12
Fut4,0
Fut4-ps1,0
Fut7,118
Fut8,10632
Fut9,0
Fuz,920
Fv1,22
Fxn,712
Fxr1,8773
Fxr2,5007
Fxyd1,23
Fxyd2,0
Fxyd3,0
Fxyd4,4
Fxyd5,1435
Fxyd6,1
Fxyd7,0
Fyb,0
Fyco1,2640
Fyn,9913
Fyttd1,13387
Fzd1,2
Fzd10,0
Fzd2,108
Fzd3,0
Fzd4,2
Fzd5,342
Fzd6,2
Fzd7,1939
Fzd8,0
Fzd9,0
Fzr1,2933
G0s2,62
G2e3,2299
G370120E05Rik,8
G3bp1,20430
G3bp2,16295
G430049J08Rik,0
G430095P16Rik,19
G530011O06Rik,217
G630016G05Rik,0
G630018N14Rik,0
G630025P09Rik,1
G630055G22Rik,0
G630064G18Rik,0
G630071F17Rik,0
G630090E17Rik,0
G630093K05Rik,0
G6b,0
G6bos,0
G6pc,2
G6pc2,0
G6pc3,1269
G6pd2,0
G6pdx,1655
G730013B05Rik,70
G930009F23Rik,1
Gaa,11709
Gab1,0
Gab2,1274
Gab3,71
Gabarap,0
Gabarapl1,2331
Gabarapl2,550
Gabbr1,0
Gabbr2,38
Gabpa,12634
Gabpb1,4244
Gabpb2,7426
Gabra1,0
Gabra2,0
Gabra3,0
Gabra4,0
Gabra5,0
Gabra6,0
Gabrb1,16
Gabrb2,0
Gabrb3,0
Gabrd,2
Gabre,0
Gabrg1,0
Gabrg2,0
Gabrg3,0
Gabrp,2
Gabrq,0
Gabrr1,135
Gabrr2,61
Gabrr3,0
Gad1,0
Gad1-ps,0
Gad1os,0
Gad2,0
Gadd45a,713
Gadd45b,590
Gadd45g,179
Gadd45gip1,2721
Gadl1,0
Gak,7905
Gal,0
Gal3st1,1
Gal3st2,1
Gal3st3,1
Gal3st4,5
Galc,1910
Gale,383
Galk1,4846
Galk2,2151
Galm,4
Galns,2355
Galnt1,9336
Galnt10,147
Galnt11,1179
Galnt12,1083
Galnt13,0
Galnt14,408
Galnt15,2
Galnt16,0
Galnt18,0
Galnt2,5749
Galnt3,0
Galnt4,341
Galnt5,0
Galnt6,121
Galnt7,6153
Galnt9,0
Galntl5,0
Galntl6,0
Galp,0
Galr1,0
Galr2,292
Galr3,15
Galt,598
Gamt,0
Gan,400
Ganab,17894
Ganc,1207
Gap43,0
Gapdh,36122
Gapdhs,44
Gapt,163
Gapvd1,10582
Gar1,4348
Garem,0
Gareml,6
Garnl3,0
Gars,30472
Gart,21512
Gas1,0
Gas2,179
Gas2l1,300
Gas2l2,30
Gas2l3,788
Gas5,30207
Gas6,2
Gas7,2215
Gas8,1003
Gast,0
Gata1,22
Gata2,0
Gata3,26
Gata4,14
Gata5,3
Gata5os,0
Gata6,41
Gatad1,3474
Gatad2a,10590
Gatad2b,9066
Gatb,1812
Gatc,3127
Gatm,4
Gatsl2,218
Gatsl3,139
Gba,2105
Gba2,1162
Gbas,1498
Gbe1,0
Gbf1,3582
Gbgt1,0
Gbp10,114
Gbp11,0
Gbp2,243
Gbp2b,16
Gbp3,899
Gbp4,1744
Gbp5,13
Gbp6,55
Gbp7,37
Gbp8,547
Gbp9,1623
Gbx1,7
Gbx2,0
Gc,0
Gca,0
Gcat,1776
Gcc1,1706
Gcc2,5308
Gcdh,708
Gcfc2,730
Gcg,11
Gcgr,2
Gch1,806
Gchfr,87
Gck,4
Gckr,7
Gclc,8941
Gclm,3123
Gcm1,3
Gcm2,263
Gcn1l1,9761
Gcnt1,663
Gcnt2,2
Gcnt3,0
Gcnt4,0
Gcnt7,28
Gcsam,0
Gcsh,1761
Gda,0
Gdap1,1
Gdap10,850
Gdap1l1,0
Gdap2,1864
Gde1,3080
Gdf1,0
Gdf10,0
Gdf11,503
Gdf15,5
Gdf2,0
Gdf3,0
Gdf5,0
Gdf6,0
Gdf7,8
Gdf9,11
Gdi1,2483
Gdi2,20304
Gdnf,0
Gdpd1,0
Gdpd2,0
Gdpd3,22
Gdpd4,0
Gdpd5,376
Gdpgp1,352
Gem,3091
Gemin2,1383
Gemin4,5296
Gemin5,7
Gemin6,1991
Gemin7,1790
Gemin8,723
Gen1,2786
Get4,2146
Gfap,1
Gfer,1635
Gfi1,344
Gfi1b,27
Gfm1,3197
Gfm2,3363
Gfod1,55
Gfod2,482
Gfpt1,8603
Gfpt2,2
Gfra1,0
Gfra2,1
Gfra3,0
Gfra4,1
Gfral,0
Gfy,0
Gga1,1580
Gga2,4815
Gga3,4110
Ggact,1048
Ggct,224
Ggcx,0
Ggh,0
Ggn,61
Ggnbp1,500
Ggnbp2,8035
Ggnbp2os,56
Ggps1,3375
Ggt1,244
Ggt5,0
Ggt6,2
Ggt7,137
Ggta1,5277
Gh,33
Ghdc,859
Ghitm,39293
Ghr,0
Ghrh,0
Ghrhr,0
Ghrl,878
Ghsr,0
Gid4,4816
Gid8,4909
Gif,4
Gigyf1,3459
Gigyf2,13475
Gimap1,4581
Gimap1os,48
Gimap3,98
Gimap4,86
Gimap5,2806
Gimap6,6506
Gimap7,135
Gimap8,2605
Gimap9,1870
Gin1,422
Ginm1,967
Gins1,1455
Gins2,1441
Gins3,861
Gins4,2390
Gip,0
Gipc1,862
Gipc2,7
Gipc3,45
Gipr,5
Git1,5447
Git2,3130
Gja1,163
Gja10,6
Gja3,0
Gja4,0
Gja5,0
Gja6,0
Gja8,6
Gjb1,0
Gjb2,1
Gjb3,10
Gjb4,0
Gjb5,5
Gjb6,0
Gjc1,0
Gjc2,0
Gjc3,0
Gjd2,0
Gjd3,5
Gjd4,0
Gje1,0
Gk2,0
Gk5,588
Gkap1,2
Gkn1,0
Gkn2,0
Gkn3,0
Gla,1410
Glb1,5515
Glb1l,336
Glb1l2,0
Glb1l3,0
Glcci1,2960
Glce,1952
Gldc,125
Gldn,2
Gldnos,0
Gle1,3395
Glg1,8770
Gli1,21
Gli2,0
Gli3,0
Glipr1,10062
Glipr1l1,7
Glipr1l2,0
Glipr1l3,0
Glipr2,3215
Glis1,52
Glis2,950
Glis3,0
Glmn,1338
Glmp,2388
Glo1,3387
Glod4,5216
Glod5,3
Glp1r,22
Glp2r,2
Glra1,0
Glra2,0
Glra3,0
Glra4,29
Glrb,0
Glrp1,308
Glrx,840
Glrx2,914
Glrx3,5054
Glrx5,2634
Gls,20847
Gls2,107
Glt1d1,0
Glt28d2,0
Glt6d1,1
Glt8d1,1445
Glt8d2,14
Gltp,2517
Gltpd2,0
Gltscr1,2163
Gltscr1l,3153
Gltscr2,11380
Glud1,11026
Glul,1596
Glyat,0
Glyatl3,7
Glycam1,0
Glyctk,582
Glyr1,12518
Gm10000,0
Gm10007,0
Gm10012,2
Gm10013,0
Gm10015,2
Gm10024,0
Gm10029,3
Gm10030,2
Gm10033,184
Gm10036,1245
Gm10039,278
Gm10044,61
Gm10045,13
Gm10046,0
Gm10051,7
Gm10052,1751
Gm10054,1
Gm10057,0
Gm10058,0
Gm10059,4
Gm10064,0
Gm10068,5
Gm10069,17
Gm10071,2
Gm10073,59
Gm10076,62
Gm10080,155
Gm10081,0
Gm10086,31
Gm10087,0
Gm10093,114
Gm10094,14
Gm10096,0
Gm10100,0
Gm10104,0
Gm10112,0
Gm10116,4
Gm10120,2
Gm10123,110
Gm10125,4
Gm10126,0
Gm10130,410
Gm10131,639
Gm10132,20
Gm10136,19
Gm10142,0
Gm10144,0
Gm10145,3
Gm10146,4
Gm10147,0
Gm10154,2
Gm10157,1
Gm10161,0
Gm10169,13
Gm10171,1
Gm10175,12
Gm10177,1403
Gm10179,9
Gm10182,4
Gm10184,4
Gm10190,0
Gm10193,1
Gm10220,0
Gm10221,2
Gm10224,14
Gm10228,0
Gm10229,0
Gm10230,0
Gm10231,3
Gm10233,2
Gm10238,0
Gm10241,2
Gm10242,0
Gm10243,6
Gm10244,11
Gm10247,15
Gm10248,0
Gm10250,234
Gm10256,0
Gm10257,1
Gm10258,1
Gm10259,3
Gm10260,27
Gm10263,1
Gm10267,0
Gm10269,5
Gm10272,0
Gm10273,3
Gm10275,72
Gm10277,19
Gm10280,0
Gm10282,6
Gm10284,4
Gm10288,26
Gm10290,2
Gm10291,7
Gm10293,14
Gm10302,0
Gm10312,0
Gm10313,5
Gm10318,0
Gm10319,0
Gm10324,0
Gm10327,15
Gm10334,0
Gm10335,4
Gm10336,0
Gm10338,0
Gm10340,0
Gm10349,7
Gm10350,0
Gm10352,0
Gm10354,1
Gm10355,0
Gm10357,14
Gm10358,1
Gm10359,7
Gm10362,7
Gm10364,0
Gm10369,15
Gm10371,3
Gm10373,1
Gm10375,0
Gm10376,0
Gm10377,0
Gm10384,10
Gm10389,3
Gm10390,6
Gm10400,0
Gm10406,1
Gm10408,0
Gm10409,0
Gm10410,0
Gm10413,0
Gm10415,0
Gm10416,38
Gm10419,6
Gm10421,0
Gm10424,0
Gm1043,9
Gm10432,27
Gm10433,46
Gm10436,0
Gm10439,0
Gm10440,2
Gm10443,393
Gm10444,2
Gm10445,0
Gm1045,205
Gm10451,895
Gm10466,0
Gm10471,0
Gm10474,12
Gm10477,0
Gm10479,0
Gm10480,156
Gm10481,7
Gm10486,0
Gm10487,0
Gm10488,0
Gm10494,0
Gm10505,0
Gm10509,368
Gm10510,0
Gm10512,0
Gm10516,4
Gm10532,11
Gm10536,2
Gm10538,0
Gm10548,10
Gm10549,0
Gm10556,0
Gm10560,30
Gm10561,7
Gm10566,4
Gm10573,0
Gm10575,1
Gm10578,0
Gm10584,0
Gm10591,0
Gm10603,17
Gm10610,0
Gm10614,60
Gm10615,18
Gm10619,0
Gm10634,2
Gm10635,0
Gm10636,0
Gm10637,0
Gm10638,0
Gm10639,0
Gm10640,0
Gm10648,0
Gm10649,0
Gm10651,6
Gm10653,3
Gm10654,160
Gm10658,51
Gm10662,0
Gm10665,0
Gm10666,0
Gm10668,0
Gm10670,0
Gm10677,0
Gm10681,0
Gm10684,0
Gm10687,1
Gm10689,25
Gm10693,22
Gm10696,0
Gm10697,0
Gm1070,2
Gm10705,3
Gm10706,0
Gm10709,12
Gm10710,0
Gm10712,6
Gm10714,0
Gm10731,0
Gm10732,0
Gm10745,0
Gm10747,0
Gm10754,0
Gm10760,0
Gm10767,41
Gm10768,78
Gm10778,25
Gm10782,0
Gm10784,0
Gm10785,145
Gm10787,0
Gm10789,0
Gm10790,260
Gm10791,6
Gm10804,2
Gm10814,14
Gm10819,11
Gm10823,0
Gm10824,0
Gm10825,2
Gm10832,133
Gm10845,17
Gm10847,29
Gm10848,0
Gm10851,0
Gm10855,0
Gm10857,2
Gm10860,0
Gm10863,55
Gm10865,0
Gm10872,0
Gm10910,2
Gm10913,7
Gm10916,21
Gm10921,0
Gm10922,0
Gm10923,1
Gm10931,0
Gm10941,0
Gm1096,0
Gm10961,20
Gm11007,0
Gm11009,9
Gm1110,0
Gm11100,4
Gm11110,282
Gm11127,3
Gm11128,0
Gm11149,0
Gm11166,3
Gm11184,0
Gm11185,6
Gm11186,0
Gm11189,7
Gm11190,1
Gm11198,1
Gm11201,21
Gm11205,0
Gm11211,0
Gm11213,0
Gm11214,0
Gm11217,0
Gm11218,0
Gm11220,0
Gm11221,5
Gm11223,9
Gm11227,0
Gm11228,0
Gm1123,2
Gm11231,0
Gm11236,0
Gm11237,0
Gm11240,0
Gm11249,16
Gm11256,0
Gm11258,0
Gm11264,0
Gm11269,0
Gm11270,0
Gm11273,3
Gm11278,0
Gm11281,0
Gm11295,0
Gm11307,0
Gm11318,0
Gm11321,0
Gm11335,10
Gm11336,3
Gm11342,12
Gm11343,0
Gm11345,11
Gm11346,2
Gm11349,219
Gm11351,2
Gm11353,3
Gm11361,25
Gm11386,0
Gm11397,0
Gm1140,0
Gm11401,0
Gm1141,0
Gm11413,6
Gm11418,0
Gm11419,0
Gm11423,198
Gm11426,0
Gm11427,2326
Gm11430,0
Gm11433,0
Gm11437,2
Gm11448,95
Gm11451,18
Gm11452,0
Gm11453,2
Gm11454,43
Gm11456,0
Gm11462,2
Gm11465,23
Gm11468,0
Gm11469,13
Gm11472,2
Gm11474,20
Gm11475,2
Gm11476,20
Gm11478,199
Gm11482,0
Gm11487,0
Gm11494,0
Gm11502,0
Gm11506,0
Gm11510,0
Gm11513,0
Gm11514,0
Gm11516,0
Gm11517,35
Gm11524,0
Gm11525,16
Gm11529,0
Gm11531,3
Gm11533,15
Gm11538,1
Gm11539,21
Gm11541,0
Gm11543,0
Gm11544,0
Gm11545,0
Gm11546,0
Gm11548,0
Gm11549,0
Gm11550,0
Gm11554,0
Gm11555,0
Gm11557,2
Gm11559,0
Gm11562,0
Gm11563,0
Gm11564,0
Gm11565,0
Gm11567,0
Gm11568,0
Gm11569,0
Gm11571,0
Gm11578,0
Gm11581,1
Gm11585,10
Gm11592,3
Gm11595,0
Gm11596,0
Gm11597,0
Gm11598,0
Gm11605,1
Gm11608,0
Gm11620,14
Gm11625,0
Gm11627,6
Gm11634,0
Gm11643,0
Gm11651,0
Gm11652,18
Gm11653,0
Gm11658,2
Gm11662,3
Gm11665,7
Gm11677,0
Gm11681,0
Gm11682,0
Gm11683,0
Gm11687,14
Gm11689,0
Gm11691,0
Gm11695,0
Gm11696,166
Gm11699,0
Gm11709,0
Gm11710,1
Gm11711,0
Gm11713,0
Gm11716,0
Gm11732,0
Gm11734,2
Gm11735,0
Gm11738,25
Gm11744,35
Gm11747,0
Gm11756,0
Gm11757,0
Gm11758,0
Gm11760,0
Gm11762,0
Gm11765,0
Gm11769,5
Gm11780,0
Gm11783,18
Gm11787,0
Gm11788,114
Gm11793,9
Gm11796,0
Gm11802,4
Gm11805,0
Gm11808,60
Gm11810,3
Gm11814,2
Gm11816,0
Gm11820,0
Gm11821,27
Gm11823,0
Gm11826,3
Gm11827,0
Gm11832,146
Gm11836,2
Gm11837,0
Gm11839,6
Gm11841,0
Gm11844,0
Gm11847,25
Gm11857,0
Gm11865,18
Gm11869,0
Gm11870,535
Gm11878,3
Gm11884,0
Gm11889,286
Gm11893,0
Gm11895,0
Gm11907,0
Gm11908,0
Gm11917,0
Gm11920,0
Gm11922,0
Gm11927,0
Gm11929,0
Gm11930,0
Gm11931,0
Gm11937,0
Gm11938,0
Gm11942,9
Gm11944,191
Gm11946,2
Gm11951,0
Gm11953,26
Gm11956,2
Gm11957,4
Gm11958,0
Gm11959,0
Gm11960,6
Gm11961,0
Gm11963,50
Gm11964,1
Gm11967,0
Gm11974,3273
Gm11978,1
Gm11980,0
Gm11981,0
Gm11985,0
Gm11992,4
Gm11993,4
Gm11996,0
Gm11998,706
Gm11999,6
Gm12,0
Gm12002,0
Gm12011,0
Gm12012,0
Gm12017,4
Gm12018,0
Gm12019,0
Gm12022,0
Gm12026,1
Gm12033,2
Gm12034,11
Gm12040,3
Gm12046,0
Gm12052,0
Gm12056,0
Gm12058,2
Gm12059,0
Gm12060,2
Gm12066,52
Gm12069,0
Gm12070,5
Gm12082,0
Gm12087,0
Gm12091,6
Gm12092,68
Gm12103,9
Gm12107,3
Gm12108,0
Gm12109,0
Gm12110,0
Gm12111,0
Gm12115,5
Gm12117,1
Gm12119,0
Gm12121,8
Gm12128,0
Gm12130,0
Gm12132,0
Gm12138,0
Gm12141,72
Gm12142,0
Gm12153,0
Gm12159,0
Gm12163,0
Gm12164,6
Gm12165,0
Gm12166,123
Gm12167,0
Gm12168,92
Gm12169,0
Gm12171,0
Gm12174,62
Gm12182,6
Gm12184,10
Gm12185,60
Gm12187,2
Gm12188,28
Gm12191,134
Gm12192,0
Gm12196,6
Gm12216,11
Gm12219,0
Gm12222,2
Gm12223,2
Gm12226,113
Gm12235,4
Gm12236,0
Gm12238,10
Gm12245,0
Gm12247,14
Gm12248,60
Gm12250,0
Gm12251,2
Gm12253,0
Gm12266,0
Gm12267,4
Gm12268,0
Gm12271,2
Gm12273,2
Gm12279,75
Gm12286,7
Gm12289,2
Gm12290,2
Gm12292,0
Gm12295,0
Gm12297,0
Gm12298,0
Gm12300,0
Gm12302,0
Gm12312,0
Gm12315,0
Gm12318,0
Gm12320,0
Gm12322,0
Gm12326,0
Gm12335,1
Gm12338,41
Gm12341,0
Gm12344,2
Gm12346,52
Gm12348,2
Gm12349,0
Gm12350,4
Gm12354,0
Gm12359,35
Gm12362,1
Gm12366,4
Gm12371,0
Gm12374,0
Gm12381,0
Gm12384,0
Gm12385,0
Gm12396,2
Gm12397,2
Gm12403,6
Gm12404,3
Gm12405,2
Gm12407,0
Gm12408,0
Gm12409,0
Gm12411,3
Gm12414,0
Gm12416,51
Gm12418,3
Gm12426,0
Gm12429,0
Gm12430,7
Gm12436,0
Gm12440,0
Gm12444,20
Gm12445,958
Gm12447,6
Gm12451,0
Gm12452,0
Gm12460,0
Gm12461,0
Gm12463,3
Gm12464,4
Gm12466,0
Gm12467,0
Gm12468,4
Gm12474,18
Gm12486,0
Gm12496,2
Gm12497,0
Gm12500,0
Gm12501,0
Gm12503,7
Gm12504,19
Gm12505,0
Gm12506,8
Gm12508,1
Gm12511,0
Gm12519,0
Gm12522,64
Gm12530,0
Gm12532,0
Gm12536,0
Gm12537,7
Gm12538,0
Gm12539,0
Gm12540,0
Gm12569,1018
Gm12570,0
Gm12576,25
Gm12579,0
Gm12582,0
Gm12583,2
Gm12585,0
Gm12586,2
Gm12589,0
Gm12591,0
Gm12596,16
Gm12598,0
Gm12602,0
Gm12603,0
Gm12606,0
Gm12609,62
Gm12610,152
Gm12611,2
Gm12612,0
Gm12613,0
Gm12614,0
Gm12615,0
Gm12616,0
Gm12617,0
Gm12618,0
Gm12620,0
Gm12621,0
Gm12622,0
Gm12623,9
Gm12624,0
Gm12625,0
Gm12626,0
Gm12627,0
Gm12628,0
Gm12630,3
Gm12632,0
Gm12633,0
Gm12634,0
Gm12638,0
Gm12641,0
Gm12644,0
Gm12650,0
Gm12657,61
Gm12664,4
Gm12666,5
Gm12669,243
Gm12671,3
Gm12678,2
Gm12684,0
Gm12691,0
Gm12693,6
Gm12695,0
Gm12696,400
Gm12700,0
Gm12707,0
Gm12709,0
Gm12715,10
Gm12716,0
Gm12718,0
Gm12722,1
Gm12725,0
Gm12728,2
Gm12733,0
Gm12738,0
Gm12740,0
Gm12741,0
Gm12750,15
Gm12751,605
Gm12755,0
Gm12757,0
Gm12758,20
Gm12774,7
Gm12781,0
Gm12784,2
Gm12786,49
Gm12787,0
