,query,significant,p_value,term_size,query_size,intersection_size,precision,recall,term_id,source,term_name,effective_domain_size,source_order,parents
28,query_1,TRUE,0.00957870967494138,948,31,9,0.290322580645161,0.00949367088607595,GO:0032101,GO:BP,regulation of response to external stimulus,21092,8532,GO:0009605/GO:0048583
29,query_1,TRUE,0.0110673883390975,3034,31,15,0.483870967741935,0.00494396835860251,GO:0010033,GO:BP,response to organic substance,21092,4303,GO:0042221
30,query_1,TRUE,0.0117747372603632,3049,31,15,0.483870967741935,0.00491964578550344,GO:0070887,GO:BP,cellular response to chemical stimulus,21092,19091,GO:0042221/GO:0051716
31,query_1,TRUE,0.016682856261803,760,31,8,0.258064516129032,0.0105263157894737,GO:0009617,GO:BP,response to bacterium,21092,3984,GO:0051707
32,query_1,TRUE,0.017997442083867,204,31,5,0.161290322580645,0.0245098039215686,GO:0007204,GO:BP,positive regulation of cytosolic calcium ion concentration,21092,3098,GO:0065008
33,query_1,TRUE,0.0193909349144727,97,31,4,0.129032258064516,0.0412371134020619,GO:0031341,GO:BP,regulation of cell killing,21092,8266,GO:0001906/GO:0050794
34,query_1,TRUE,0.0194442372646918,2753,31,14,0.451612903225806,0.0050853614239012,GO:0051239,GO:BP,regulation of multicellular organismal process,21092,15677,GO:0032501/GO:0050789
35,query_1,TRUE,0.0213043728440465,786,31,8,0.258064516129032,0.0101781170483461,GO:0006954,GO:BP,inflammatory response,21092,2883,GO:0006952
36,query_1,TRUE,0.0229209656896361,1349,31,10,0.32258064516129,0.00741289844329133,GO:0040011,GO:BP,locomotion,21092,11442,GO:0008150
37,query_1,TRUE,0.0269018487510246,34,31,3,0.0967741935483871,0.0882352941176471,GO:0071354,GO:BP,cellular response to interleukin-6,21092,19358,GO:0070741/GO:0071345
38,query_1,TRUE,0.0337971131886916,1109,31,9,0.290322580645161,0.00811541929666366,GO:0072359,GO:BP,circulatory system development,21092,20190,GO:0048731
39,query_1,TRUE,0.0348268929087025,37,31,3,0.0967741935483871,0.0810810810810811,GO:0070741,GO:BP,response to interleukin-6,21092,19009,GO:0034097
40,query_1,TRUE,0.0414821636886581,1138,31,9,0.290322580645161,0.00790861159929701,GO:0001775,GO:BP,cell activation,21092,550,GO:0009987
41,query_1,TRUE,0.0420448175375573,620,31,7,0.225806451612903,0.0112903225806452,GO:0031347,GO:BP,regulation of defense response,21092,8272,GO:0006952/GO:0080134
42,query_1,TRUE,0.00381045745256759,4302,31,17,0.548387096774194,0.00395165039516504,GO:0005576,GO:CC,extracellular region,21690,239,GO:0110165
43,query_1,TRUE,0.0402551319911178,6270,31,19,0.612903225806452,0.00303030303030303,GO:0071944,GO:CC,cell periphery,21690,3125,GO:0110165
44,query_1,TRUE,0.0262918236220135,143,31,4,0.129032258064516,0.027972027972028,GO:0140375,GO:MF,immune receptor activity,20166,11814,GO:0038023
45,query_1,TRUE,0.00785069896128212,293,23,6,0.260869565217391,0.0204778156996587,KEGG:04060,KEGG,Cytokine-cytokine receptor interaction,8064,238,KEGG:00000
46,query_1,TRUE,0.0218867508241399,123,23,4,0.173913043478261,0.032520325203252,KEGG:04650,KEGG,Natural killer cell mediated cytotoxicity,8064,318,KEGG:00000
47,query_1,TRUE,0.0398932909002651,52,25,3,0.12,0.0576923076923077,MIRNA:hsa-miR-4641,MIRNA,hsa-miR-4641,14830,1193,MIRNA:000000
48,query_1,TRUE,0.0147802759800044,32,24,3,0.125,0.09375,WP:WP3893,WP,Development and heterogeneity of the ILC family,7827,103,WP:000000
49,query_1,TRUE,0.0411926901680621,45,24,3,0.125,0.0666666666666667,WP:WP98,WP,Prostaglandin synthesis and regulation,7827,120,WP:000000
